ts,phase56_phase42_core,phase56_profit_lock_light,phase56_profit_lock_medium,phase56_profit_lock_strict
2022-07-10,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-11,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-12,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-13,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-14,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-15,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-16,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-17,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-18,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-19,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-20,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-21,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-22,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-23,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-24,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-25,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-26,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-27,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-28,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-29,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-30,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-07-31,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-01,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-02,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-03,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-04,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-05,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-06,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-07,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-08,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-09,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-10,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-11,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-12,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-13,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-14,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-15,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-16,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-17,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-18,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-19,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-20,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-21,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-22,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-23,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-24,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-25,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-26,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-27,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-28,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-29,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-30,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-08-31,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-01,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-02,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-03,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-04,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-05,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-06,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-07,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-08,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-09,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-10,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-11,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-12,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-13,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-14,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-15,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-16,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-17,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-18,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-19,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-20,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-21,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-22,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-23,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-24,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-25,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-26,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-27,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-28,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-29,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-09-30,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-01,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-02,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-03,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-04,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-05,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-06,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-07,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-08,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-09,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-10,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-11,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-12,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-13,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-14,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-15,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-16,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-17,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-18,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-19,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-20,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-21,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-22,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-23,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-24,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-25,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-26,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-27,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-28,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-29,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-30,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-10-31,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-01,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-02,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-03,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-04,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-05,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-06,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-07,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-08,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-09,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-10,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-11,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-12,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-13,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-14,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-15,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-16,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-17,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-18,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-19,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-20,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-21,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-22,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-23,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-24,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-25,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-26,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-27,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-28,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-29,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-11-30,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-01,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-02,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-03,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-04,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-05,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-06,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-07,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-08,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-09,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-10,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-11,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-12,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-13,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-14,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-15,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-16,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-17,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-18,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-19,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-20,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-21,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-22,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-23,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-24,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-25,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-26,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-27,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-28,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-29,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-30,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2022-12-31,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-01,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-02,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-03,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-04,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-05,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-06,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-07,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-08,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-09,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-10,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-11,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-12,19.859621009482797,19.859621009482797,19.859621009482797,22.471666732438493
2023-01-13,20.200630485834363,20.200630485834363,20.200630485834363,22.8575276359027
2023-01-14,20.092544234373275,20.092544234373275,20.092544234373275,22.735225290856317
2023-01-15,19.756786942600524,19.756786942600524,19.756786942600524,22.355307367946274
2023-01-16,20.012054472646927,20.012054472646927,20.012054472646927,22.64414907646007
2023-01-17,19.000183182372893,19.000183182372893,19.000183182372893,21.499190952621596
2023-01-18,19.365836671358277,19.365836671358277,19.365836671358277,21.91293718373595
2023-01-19,20.761759110440867,20.761759110440867,20.761759110440867,23.492458959122214
2023-01-20,20.216728438179626,20.216728438179626,20.216728438179626,22.875742878781942
2023-01-21,20.140838091409073,20.140838091409073,20.140838091409073,22.789871019494058
2023-01-22,20.67437022628084,20.67437022628084,20.67437022628084,23.39357621206344
2023-01-23,20.05114949977115,20.05114949977115,20.05114949977115,22.688386094881103
2023-01-24,20.55478543743027,20.55478543743027,20.55478543743027,23.25826297924616
2023-01-25,20.1270398465417,20.1270398465417,20.1270398465417,22.774257954168988
2023-01-26,20.44209977101339,20.44209977101339,20.44209977101339,23.130756279091422
2023-01-27,20.621476954289243,20.621476954289243,20.621476954289243,23.333726128317334
2023-01-28,21.810425720361234,21.810425720361234,21.810425720361234,24.679051923827547
2023-01-29,21.012427225531486,21.012427225531486,21.012427225531486,23.776096312527656
2023-01-30,21.63794765951907,21.63794765951907,21.63794765951907,24.48388860726417
2023-01-31,23.07296512572588,23.07296512572588,23.07296512572588,26.107647401071464
2023-02-01,22.684314561961532,22.684314561961532,22.684314561961532,25.66787939441532
2023-02-02,22.964878874264784,22.964878874264784,22.964878874264784,25.985345056025075
2023-02-03,22.65441836474889,22.65441836474889,22.65441836474889,25.634051086211
2023-02-04,22.222073358904524,22.222073358904524,22.222073358904524,25.144841706025463
2023-02-05,22.06109383545184,22.06109383545184,22.06109383545184,24.962689277232982
2023-02-06,23.194849622054335,23.194849622054335,23.194849622054335,26.245562811442912
2023-02-07,22.81769759567947,22.81769759567947,22.81769759567947,25.818805692557664
2023-02-08,21.168807334028372,21.168807334028372,21.168807334028372,23.95304438621178
2023-02-09,21.13705412302733,21.13705412302733,21.13705412302733,23.917114819632463
2023-02-10,21.13705412302733,21.13705412302733,21.13705412302733,23.917114819632463
2023-02-11,20.708524339490662,20.708524339490662,20.708524339490662,23.432222460611015
2023-02-12,20.677461552981427,20.677461552981427,20.677461552981427,23.3970741269201
2023-02-13,20.677461552981427,20.677461552981427,20.677461552981427,23.3970741269201
2023-02-14,22.157009239496347,22.157009239496347,22.157009239496347,25.071219998598018
2023-02-15,21.236853341299017,21.236853341299017,21.236853341299017,24.030040175664606
2023-02-16,21.57517764110459,21.57517764110459,21.57517764110459,24.412862733511318
2023-02-17,21.48682543542288,21.48682543542288,21.48682543542288,24.31288996362778
2023-02-18,20.995500974558734,20.995500974558734,20.995500974558734,23.75694382866568
2023-02-19,20.66579640213674,20.66579640213674,20.66579640213674,23.383874711783214
2023-02-20,20.213260714498706,20.213260714498706,20.213260714498706,22.871819061160224
2023-02-21,20.53219062769122,20.53219062769122,20.53219062769122,23.232696376837378
2023-02-22,20.38350033032444,20.38350033032444,20.38350033032444,23.06444952020411
2023-02-23,19.72840104917224,19.72840104917224,19.72840104917224,22.323188006921303
2023-02-24,20.073190144515504,20.073190144515504,20.073190144515504,22.713325645491203
2023-02-25,20.530035695845324,20.530035695845324,20.530035695845324,23.230258016596316
2023-02-26,20.271443874337876,20.271443874337876,20.271443874337876,22.937654787668894
2023-02-27,20.213260714498702,20.213260714498702,20.213260714498702,22.871819061160224
2023-02-28,21.070923589165066,21.070923589165066,21.070923589165066,23.842286437102846
2023-03-01,20.555894877996067,20.555894877996067,20.555894877996067,23.259518339489063
2023-03-02,19.515062796428598,19.515062796428598,19.515062796428598,22.081790343056184
2023-03-03,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-04,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-05,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-06,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-07,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-08,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-09,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-10,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-11,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-12,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-13,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-14,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-15,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-16,19.485790202233957,19.485790202233957,19.485790202233957,22.0486676575416
2023-03-17,19.109709695668307,19.109709695668307,19.109709695668307,21.623122990597828
2023-03-18,19.866342979396038,19.866342979396038,19.866342979396038,22.47927281251444
2023-03-19,19.68463110947678,19.68463110947678,19.68463110947678,22.273661205918124
2023-03-20,19.960515550142905,19.960515550142905,19.960515550142905,22.585831473636432
2023-03-21,19.353649323120294,19.353649323120294,19.353649323120294,21.899146888955144
2023-03-22,20.095411010834155,20.095411010834155,20.095411010834155,22.73846912140046
2023-03-23,19.49817510100105,19.49817510100105,19.49817510100105,22.06268148577509
2023-03-24,19.504197600246396,19.504197600246396,19.504197600246396,22.069496096984096
2023-03-25,19.862919813551393,19.862919813551393,19.862919813551393,22.475399413218756
2023-03-26,19.26412146287633,19.26412146287633,19.26412146287633,21.79784383600614
2023-03-27,19.360822346985632,19.360822346985632,19.360822346985632,21.907263348060212
2023-03-28,20.133186569190308,20.133186569190308,20.133186569190308,22.78121312732111
2023-03-29,19.905872732697475,19.905872732697475,19.905872732697475,22.52400173467168
2023-03-30,20.216109565875104,20.216109565875104,20.216109565875104,22.87504260901495
2023-03-31,20.207139735041522,20.207139735041522,20.207139735041522,22.86489301708455
2023-04-01,20.007672855554606,20.007672855554606,20.007672855554606,22.639191165178655
2023-04-02,19.743570639237582,19.743570639237582,19.743570639237582,22.340352784247784
2023-04-03,20.00312757310529,20.00312757310529,20.00312757310529,22.634048062379406
2023-04-04,20.006351882842775,20.006351882842775,20.006351882842775,22.637696450927624
2023-04-05,19.566056068627095,19.566056068627095,19.566056068627095,22.139490528668684
2023-04-06,19.475248485225826,19.475248485225826,19.475248485225826,22.036739436389677
2023-04-07,19.3195484860683,19.3195484860683,19.3195484860683,21.860560923736376
2023-04-08,19.425090096235483,19.425090096235483,19.425090096235483,21.97998394238056
2023-04-09,20.267698389732555,20.267698389732555,20.267698389732555,22.933416676490328
2023-04-10,20.652764512714256,20.652764512714256,20.652764512714256,23.369128797152914
2023-04-11,20.439161821243534,20.439161821243534,20.439161821243534,23.127431914136363
2023-04-12,20.77135897006932,20.77135897006932,20.77135897006932,23.503321444672462
2023-04-13,21.61732276562828,21.61732276562828,21.61732276562828,24.46055101478523
2023-04-14,21.520661990686854,21.520661990686854,21.520661990686854,24.351176887275656
2023-04-15,21.809614914287057,21.809614914287057,21.809614914287057,24.678134476114188
2023-04-16,21.349781387489017,21.349781387489017,21.349781387489017,24.15782113470282
2023-04-17,21.65345474859361,21.65345474859361,21.65345474859361,24.501435273311177
2023-04-18,19.905840290467278,19.905840290467278,19.905840290467278,22.523965025462335
2023-04-19,20.00105990369499,20.00105990369499,20.00105990369499,22.631708441805632
2023-04-20,19.03136395060846,19.03136395060846,19.03136395060846,21.534472785639284
2023-04-21,19.002816904682547,19.002816904682547,19.002816904682547,21.502171076460826
2023-04-22,18.851017841338937,18.851017841338937,18.851017841338937,21.330406571985886
2023-04-23,18.646916595537974,18.646916595537974,18.646916595537974,21.099460816620024
2023-04-24,19.126343190372268,19.126343190372268,19.126343190372268,21.641944213289065
2023-04-25,19.203724998275778,19.203724998275778,19.203724998275778,21.729503698816558
2023-04-26,19.91839499147932,19.91839499147932,19.91839499147932,22.53817098925859
2023-04-27,19.809540076204048,19.809540076204048,19.809540076204048,22.414998881538825
2023-04-28,19.754629404656797,19.754629404656797,19.754629404656797,22.352866058839187
2023-04-29,19.75649467793028,19.75649467793028,19.75649467793028,22.354976663031817
2023-04-30,18.96919391708141,18.96919391708141,18.96919391708141,21.46412581006018
2023-05-01,19.32001318780822,19.32001318780822,19.32001318780822,21.86108674558487
2023-05-02,19.682015488298468,19.682015488298468,19.682015488298468,22.2707015639698
2023-05-03,19.49549068088827,19.49549068088827,19.49549068088827,22.059643996081025
2023-05-04,19.94670758428845,19.94670758428845,19.94670758428845,22.570207408767008
2023-05-05,19.50227803231555,19.50227803231555,19.50227803231555,22.067324057004495
2023-05-06,19.219629463416585,19.219629463416585,19.219629463416585,21.747500005998415
2023-05-07,18.704960288605605,18.704960288605605,18.704960288605605,21.16513873292633
2023-05-08,18.677567511729773,18.677567511729773,18.677567511729773,21.134143108561904
2023-05-09,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-10,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-11,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-12,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-13,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-14,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-15,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-16,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-17,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-18,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-19,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-20,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-21,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-22,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-23,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-24,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-25,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-26,18.64955116046218,18.64955116046218,18.64955116046218,21.102441893899062
2023-05-27,18.684418763500133,18.684418763500133,18.684418763500133,21.141895474350253
2023-05-28,18.365852078304833,18.365852078304833,18.365852078304833,20.78142916039853
2023-05-29,18.42618667777364,18.42618667777364,18.42618667777364,20.84969929561666
2023-05-30,18.153474288174632,18.153474288174632,18.153474288174632,20.541118284430713
2023-05-31,18.04487200913078,18.04487200913078,18.04487200913078,20.418232041038085
2023-06-01,18.017804701117086,18.017804701117086,18.017804701117086,20.387604692976527
2023-06-02,17.79678033880296,17.79678033880296,17.79678033880296,20.137510000469497
2023-06-03,17.71189903353045,17.71189903353045,17.71189903353045,20.041464642756605
2023-06-04,17.045907253699987,17.045907253699987,17.045907253699987,19.287877989932387
2023-06-05,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-06,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-07,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-08,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-09,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-10,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-11,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-12,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-13,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-14,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-15,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-16,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-17,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-18,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-19,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-20,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-21,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-22,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-23,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-24,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-25,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-26,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-27,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-28,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-29,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-06-30,17.020338392819436,17.020338392819436,17.020338392819436,19.25894617294749
2023-07-01,16.723839515787187,16.723839515787187,16.723839515787187,18.9234501457056
