ts,phase54_phase42_core,phase54_phase42_bnb_trend_base,phase54_phase42_bnb_trend_strict,phase54_phase42_bnb_trend_gap
2020-05-25,2.3564025249279967,2.3495943712246223,2.318958518117308,2.3495943712246223
2020-05-26,2.3564025249279967,2.3495943712246223,2.318958518117308,2.3495943712246223
2020-05-27,2.3564025249279967,2.3495943712246223,2.318958518117308,2.3495943712246223
2020-05-28,2.3564025249279967,2.3495943712246223,2.318958518117308,2.3495943712246223
2020-05-29,2.3564025249279967,2.3495943712246223,2.318958518117308,2.3495943712246223
2020-05-30,2.327308206948799,2.320584112987596,2.290326518366444,2.320584112987596
2020-05-31,2.4877614195554303,2.480573741753152,2.4482300769466168,2.480573741753152
2020-06-01,2.382329964317453,2.375446900665277,2.3444739620149875,2.375446900665277
2020-06-02,2.4505797941815812,2.443499542091934,2.411639279760653,2.443499542091934
2020-06-03,2.4374509722840765,2.4304086521846036,2.398719079137037,2.4304086521846036
2020-06-04,2.393612389350626,2.3866967283459353,2.3555771056243313,2.3866967283459353
2020-06-05,2.405478336599771,2.398528392321381,2.367254499090788,2.398528392321381
2020-06-06,2.4315275770804337,2.4245023709436926,2.392889808620497,2.4245023709436926
2020-06-07,2.4498217001660896,2.4427436383731025,2.4108932321070107,2.4427436383731025
2020-06-08,2.423971308849402,2.416967934396763,2.3854536119630243,2.416967934396763
2020-06-09,2.4635422924803314,2.45642458894516,2.424395799721896,2.45642458894516
2020-06-10,2.291836039388333,2.2852144321484738,2.2554180151501098,2.2852144321484738
2020-06-11,2.3618309451073642,2.3550071075305623,2.3243006789245957,2.3550071075305623
2020-06-12,2.3673987216986507,2.360558797617774,2.329779981724839,2.360558797617774
2020-06-13,2.304363536718728,2.2977057348447003,2.267746446450657,2.2977057348447003
2020-06-14,2.2953158997578873,2.2886842384529817,2.258842579400262,2.2886842384529817
2020-06-15,2.3394604141602304,2.3327012098587305,2.3022856230307616,2.3327012098587305
2020-06-16,2.3247455760261158,2.318028886056814,2.2878046084872614,2.318028886056814
2020-06-17,2.3041551238211806,2.2974979240968394,2.267541345302216,2.2974979240968394
2020-06-18,2.2799535669248336,2.273366290703573,2.2437243590603604,2.273366290703573
2020-06-19,2.3236276408642187,2.316914180850042,2.2867044376807213,2.316914180850042
2020-06-20,2.3262425217242835,2.3195215067569004,2.2892777672286915,2.3195215067569004
2020-06-21,2.4947632477910315,2.4875553402010473,2.455120643841523,2.4875553402010473
2020-06-22,2.491021102919345,2.483824007190746,2.451437962875761,2.483824007190746
2020-06-23,2.491021102919345,2.483824007190746,2.451437962875761,2.483824007190746
2020-06-24,2.4651969086591503,2.4580744245819686,2.426024123508472,2.4580744245819686
2020-06-25,2.4348723359332785,2.427837466068831,2.3961814181612278,2.427837466068831
2020-06-26,2.342626258060872,2.3358579069554413,2.3054011606363947,2.3358579069554413
2020-06-27,2.3849322179127004,2.3780416357902032,2.3470348649495083,2.3780416357902032
2020-06-28,2.4167412102824954,2.4097587251396475,2.378338402027037,2.4097587251396475
2020-06-29,2.3920362262086208,2.385125119078245,2.354025988230156,2.385125119078245
2020-06-30,2.449186382499687,2.442110156276081,2.410268009846116,2.442110156276081
2020-07-01,2.4901804246724812,2.482985757844147,2.4506106432811934,2.482985757844147
2020-07-02,2.4545367470378867,2.4474450624603876,2.415533355341903,2.4474450624603876
2020-07-03,2.500764573489741,2.493539326779063,2.4610266065120747,2.493539326779063
2020-07-04,2.461281547754768,2.454170375997344,2.4221709789694255,2.454170375997344
2020-07-05,2.62921980663546,2.6216234251284107,2.587440643990291,2.6216234251284107
2020-07-06,2.7993856958641787,2.791297668504316,2.754902541584379,2.791297668504316
2020-07-07,3.1778171851789647,3.1686357878544227,3.127320630763416,3.1686357878544227
2020-07-08,2.97405390620562,2.9654612248189016,2.9267952169361706,2.9654612248189016
2020-07-09,2.9562825883068724,2.947741252079772,2.9093062910911556,2.947741252079772
2020-07-10,2.930917816037142,2.922449764092517,2.884344573348643,2.922449764092517
2020-07-11,2.9750304634627605,2.966434960592091,2.9277562563791006,2.966434960592091
2020-07-12,2.934716405121015,2.9262373782355366,2.8880828016095994,2.9262373782355366
2020-07-13,2.9462347075043707,2.937722401765981,2.8994180744008853,2.937722401765981
2020-07-14,2.923810778396348,2.915363260212031,2.877350468860403,2.915363260212031
2020-07-15,2.8620530720004815,2.853783985112628,2.8165741126177624,2.853783985112628
2020-07-16,2.8510249101440768,2.842787685987734,2.805721191860148,2.842787685987734
2020-07-17,2.887785449665426,2.8794420164040457,2.841897594385529,2.8794420164040457
2020-07-18,2.9299375349832393,2.921472315281416,2.8833798692812995,2.921472315281416
2020-07-19,2.891951644144512,2.8835961738512275,2.845997586671739,2.8835961738512275
2020-07-20,3.009340300349353,3.000645668980649,2.961520898736123,3.000645668980649
2020-07-21,3.2317415644535137,3.222404367999334,3.1803881340146796,3.222404367999334
2020-07-22,3.3733921767424446,3.3636457212035213,3.3197878717458154,3.3636457212035213
2020-07-23,3.4205682024615083,3.410685445237787,3.366214254986721,3.410685445237787
2020-07-24,3.7405074314289815,3.7297003009610856,3.681069544965956,3.7297003009610856
2020-07-25,3.8108425970464954,3.799832253157628,3.750287061797852,3.799832253157628
2020-07-26,3.944773496035943,3.93337619697439,3.8820897549986575,3.93337619697439
2020-07-27,3.8815453680592227,3.870330748658334,3.8198663426550015,3.870330748658334
2020-07-28,3.893063670442579,3.8818157721887787,3.831201615446288,3.8818157721887787
2020-07-29,4.103333956504695,4.091478542170081,4.038130637891469,4.091478542170081
2020-07-30,4.2437592174762475,4.231498084360391,4.1763244955384256,4.231498084360391
2020-07-31,4.742109598254,4.728408623704188,4.666755925774177,4.728408623704188
2020-08-01,4.563453376180245,4.550268577880914,4.490938609500824,4.550268577880914
2020-08-02,4.610956121520117,4.597634077572734,4.537686520680906,4.597634077572734
2020-08-03,4.6455112754372285,4.632089394218148,4.5264270436723155,4.632089394218148
2020-08-04,4.852123922259222,4.838105092665767,4.750055463827853,4.838105092665767
2020-08-05,4.742854812068095,4.729151684435295,4.757153302243829,4.729151684435295
2020-08-06,4.656039972374171,4.642587671485154,4.689115162259806,4.642587671485154
2020-08-07,4.77927784879847,4.765469487178786,4.756728645244583,4.765469487178786
2020-08-08,4.7325415338723165,4.718868203518378,4.724483023768472,4.718868203518378
2020-08-09,4.7637021813083935,4.749938821142062,4.809915923312103,4.749938821142062
2020-08-10,4.4803030530016015,4.467358493869687,4.607358579023936,4.467358493869687
2020-08-11,4.534605014405263,4.5215035652277304,4.677022548662218,4.5215035652277304
2020-08-12,4.619173533589407,4.605827747771178,4.764247096307432,4.605827747771178
2020-08-13,4.611542878499114,4.598219139284622,4.756376786588065,4.598219139284622
2020-08-14,4.647563021181247,4.634135212027428,4.793528207493566,4.634135212027428
2020-08-15,4.670541252850885,4.657047054643675,4.817228112403889,4.657047054643675
2020-08-16,4.649998930498308,4.801763100847626,4.966921726814438,4.801763100847626
2020-08-17,4.5459799895732225,4.670344525076756,4.8309829548271,4.670344525076756
2020-08-18,4.428345175102387,4.595892766186214,4.753970396925668,4.595892766186214
2020-08-19,4.5693921674869165,4.634584847164094,4.793993308016549,4.634584847164094
2020-08-20,4.373466080128022,4.508604901611518,4.663680230181131,4.508604901611518
2020-08-21,4.41026491117638,4.5600666204707405,4.716911996124763,4.5600666204707405
2020-08-22,4.346486347877855,4.494121716149424,4.648698889570541,4.494121716149424
2020-08-23,4.3707878945434775,4.519248703758465,4.674690130300995,4.519248703758465
2020-08-24,4.092327708082299,4.2313301712018845,4.376868520847715,4.2313301712018845
2020-08-25,4.131757923094617,4.272099696601595,4.419040330919725,4.272099696601595
2020-08-26,4.0921610082982465,4.231157809192752,4.376690230376057,4.231157809192752
2020-08-27,4.074289666695071,4.361866991912095,4.511895209444736,4.361866991912095
2020-08-28,4.098570519241139,4.4009472712048705,4.552319671091959,4.4009472712048705
2020-08-29,4.40998579837776,4.735337570577241,4.89821146298303,4.735337570577241
2020-08-30,4.459849255089963,4.788879761133728,4.953595259307615,4.788879761133728
2020-08-31,4.887646870305374,5.248238637227631,5.428753973754214,5.248238637227631
2020-09-01,4.518554479384123,4.851916030840438,5.018799687557798,4.851916030840438
2020-09-02,3.9212211113472226,4.210513706854478,4.3553360656076086,4.210513706854478
2020-09-03,4.02754823206042,4.324685233136879,4.473434568712754,4.324685233136879
2020-09-04,3.9197639665340533,4.208949059507515,4.353717601568627,4.208949059507515
2020-09-05,3.954274517425687,4.246005665966108,4.3920487853183445,4.246005665966108
2020-09-06,3.9994763606447137,4.294542327134754,4.442254885003483,4.294542327134754
2020-09-07,3.9043265577785946,4.192372738173562,4.336571130812972,4.192372738173562
2020-09-08,3.940009179664649,4.230687886511657,4.376204144510171,4.230687886511657
2020-09-09,3.9853768092414392,4.279402565117206,4.426594384615513,4.279402565117206
2020-09-10,4.005047553364902,4.300524541002776,4.448442859589377,4.300524541002776
2020-09-11,4.025493252323491,4.322478644907359,4.471152083969306,4.322478644907359
2020-09-12,3.9838191885778014,4.277730029198395,4.424864321132675,4.277730029198395
2020-09-13,4.114497393462288,4.418049168881958,4.570009795606242,4.418049168881958
2020-09-14,4.158272702905211,4.465054052105159,4.618631431210563,4.465054052105159
2020-09-15,4.223314932102157,4.534894846536672,4.690874428625123,4.534894846536672
2020-09-16,4.217909525739731,4.5290906501055535,4.684870594459432,4.5290906501055535
2020-09-17,4.215364897922897,4.526358289446111,4.682044253126082,4.526358289446111
2020-09-18,4.272140942211825,4.587323051674828,4.745105923542608,4.587323051674828
2020-09-19,4.21031034175946,4.520930827590763,4.676430111477565,4.520930827590763
2020-09-20,4.016355725163042,4.312666986175724,4.461002949181368,4.312666986175724
2020-09-21,4.0596876524863665,4.35919577625372,4.50913211622003,4.35919577625372
2020-09-22,3.9485915153014233,4.239903393826687,4.385736623007195,4.239903393826687
2020-09-23,4.139384624610259,4.444772484119388,4.597652270313472,4.444772484119388
2020-09-24,4.120242083533624,4.424217680067671,4.576390475283046,4.424217680067671
2020-09-25,4.136408181163902,4.441576450135919,4.5943463074205235,4.441576450135919
2020-09-26,4.154008523563668,4.460475278030398,4.613895168309525,4.460475278030398
2020-09-27,4.123885527907727,4.428129923739147,4.580437282192159,4.428129923739147
2020-09-28,4.179543478155925,4.487894103253867,4.642257075356153,4.487894103253867
2020-09-29,4.154910709789637,4.4614440240823825,4.614897234782258,4.4614440240823825
2020-09-30,4.094202058874693,4.396256522652708,4.547467582305099,4.396256522652708
2020-10-01,4.075414223493738,4.376082593117156,4.526599762127201,4.376082593117156
2020-10-02,4.064487745868122,4.364350002043124,4.514463623735212,4.364350002043124
2020-10-03,4.112515668162511,4.415921239519908,4.56780867523451,4.415921239519908
2020-10-04,4.16093299562281,4.467910610976395,4.6215862426045184,4.467910610976395
2020-10-05,4.154691596129376,4.46120874505993,4.614653863240612,4.46120874505993
2020-10-06,4.154691596129376,4.46120874505993,4.614653863240612,4.46120874505993
2020-10-07,4.154691596129376,4.46120874505993,4.614653863240612,4.46120874505993
2020-10-08,4.154691596129376,4.46120874505993,4.614653863240612,4.46120874505993
2020-10-09,4.154691596129376,4.46120874505993,4.614653863240612,4.46120874505993
2020-10-10,4.154691596129376,4.46120874505993,4.614653863240612,4.46120874505993
2020-10-11,4.457682760424168,4.786553430833263,4.951188913915212,4.786553430833263
2020-10-12,4.468634154435318,4.798312776527815,4.96335272716395,4.798312776527815
2020-10-13,4.484981255190341,4.815865903434425,4.981509601123555,4.815865903434425
2020-10-14,4.555896258109818,4.892012742221461,5.060275541894937,4.892012742221461
2020-10-15,4.370609724640964,4.6930564817319524,4.854476098616144,4.6930564817319524
2020-10-16,4.398213636769997,4.715186393760037,4.877367178112628,4.715186393760037
2020-10-17,4.458991691979286,4.840516744528149,5.007008318082554,4.840516744528149
2020-10-18,4.350117673961401,4.855750975111811,5.0227665363220035,4.855750975111811
2020-10-19,4.191882392631643,4.717746768648048,4.880015618152873,4.717746768648048
2020-10-20,4.427962311238312,4.99759574390759,5.1694901145514995,4.99759574390759
2020-10-21,4.549708422306804,5.299719980692823,5.482006039300245,5.299719980692823
2020-10-22,4.482537194482672,5.2373748521697685,5.417516524320313,5.2373748521697685
2020-10-23,4.515736304011362,5.2761645317231265,5.4576403909300035,5.2761645317231265
2020-10-24,4.446927588552559,5.1957687602395985,5.374479373666355,5.1957687602395985
2020-10-25,4.300763852211724,5.024991755209301,5.197828422982106,5.024991755209301
2020-10-26,4.348244885233196,5.164916242839072,5.342565671181419,5.164916242839072
2020-10-27,4.217289438756459,5.009365226176479,5.181664413026238,5.009365226176479
2020-10-28,4.277466494382446,5.080844515005039,5.255602261529665,5.080844515005039
2020-10-29,4.3106544743473325,5.1202657392718205,5.296379395094155,5.1202657392718205
2020-10-30,4.3840558591547305,5.207453102137718,5.386565603332091,5.207453102137718
2020-10-31,4.374678029566951,5.196313963096817,5.375043329001129,5.196313963096817
2020-11-01,4.307243487517608,5.116214113444402,5.2921884119222495,5.116214113444402
2020-11-02,4.457975408783419,5.295255949635368,5.47738846605001,5.295255949635368
2020-11-03,4.496275100604966,5.340748948674273,5.524446215588799,5.340748948674273
2020-11-04,4.9559508755956365,5.886759336624542,6.089236856446912,5.886759336624542
2020-11-05,4.952740161058803,5.882945597495284,6.085291942184447,5.882945597495284
2020-11-06,4.7106268535793285,5.595359459314577,5.787814159948946,5.595359459314577
2020-11-07,4.919418666231988,5.843365782096395,6.04435076268033,5.843365782096395
2020-11-08,4.872787011241095,5.787975941218099,5.987055765337659,5.787975941218099
2020-11-09,4.862868764355037,5.776194885690096,5.974869495536777,5.776194885690096
2020-11-10,4.985902709621418,5.922336613927379,6.126037828903293,5.922336613927379
2020-11-11,5.179060567727401,6.151772670335248,6.363365433275467,6.151772670335248
2020-11-12,5.188228588246436,6.162662594739979,6.374629921129872,6.162662594739979
2020-11-13,5.108675983014511,6.068168711859117,6.276885882101965,6.068168711859117
2020-11-14,5.072611075667611,6.025330226293348,6.232573949124078,6.025330226293348
2020-11-15,5.3131190258786685,6.311009494909426,6.528079274228347,6.311009494909426
2020-11-16,5.613784958164009,6.668145396478049,6.897499012701809,6.668145396478049
2020-11-17,5.650895731929342,6.712226179245327,6.943095972206774,6.712226179245327
2020-11-18,5.659383462437604,6.722308044072176,6.953524606940221,6.722308044072176
2020-11-19,5.930498105282945,7.044342441734285,7.2866355107761835,7.044342441734285
2020-11-20,8.30209101324108,9.861359204822595,10.200544729436698,9.861359204822595
2020-11-21,8.392618901478974,9.968889707986687,10.311773788689274,9.968889707986687
2020-11-22,9.120190009574621,10.833110544946768,11.205719858437083,10.833110544946768
2020-11-23,9.066090489487593,10.768850252023475,11.139249306186011,10.768850252023475
2020-11-24,8.5345364791034,10.13746172294059,10.486143907752341,10.13746172294059
2020-11-25,7.790181032365796,9.253304174602647,9.571575395200878,9.253304174602647
2020-11-26,7.778495760817248,9.239424218340744,9.557218032108077,9.239424218340744
2020-11-27,8.030201463157885,9.538404359696019,9.866481718965394,9.538404359696019
2020-11-28,8.240991504189457,9.788784210759601,10.125473488464548,9.788784210759601
2020-11-29,8.925685267774135,10.602074638103934,10.966737376113167,10.602074638103934
2020-11-30,8.503819685160947,10.100975813763737,10.448403050653184,10.100975813763737
2020-12-01,8.70282263205477,10.33735476203211,10.69291235052024,10.33735476203211
2020-12-02,8.801528782540831,10.454599538572847,10.81418980959624,10.454599538572847
2020-12-03,8.45195828365677,10.039373994621723,10.38468241148759,10.039373994621723
2020-12-04,8.677249939928934,10.306979100950459,10.661491906024306,10.306979100950459
2020-12-05,8.773205315274044,10.420956461883087,10.779389565382242,10.420956461883087
2020-12-06,8.685969036092342,10.317335785678633,10.672204813203143,10.317335785678633
2020-12-07,8.304037276447941,9.863671008024859,10.202936048065354,9.863671008024859
2020-12-08,8.40245339462919,9.980571279460293,10.3238571526406,9.980571279460293
2020-12-09,8.2725506443568,9.82627067253039,10.16424931257754,9.82627067253039
2020-12-10,8.17371307298262,9.70886979211381,10.042810380368387,9.70886979211381
2020-12-11,8.52363704873817,10.124515201662021,10.472752085524824,10.124515201662021
2020-12-12,8.689635225695355,10.321690545525355,10.676709356814202,10.321690545525355
2020-12-13,8.734114398691116,10.37452363315895,10.731359660327856,10.37452363315895
2020-12-14,8.72101322709308,10.358961847709212,10.715262620837365,10.358961847709212
2020-12-15,9.564970244014528,11.361427766719158,11.75220876935572,11.361427766719158
2020-12-16,10.220241036920507,12.139769109275955,12.557321484004394,12.139769109275955
2020-12-17,10.359320877430633,12.30497041377049,12.728204955629046,12.30497041377049
2020-12-18,10.679514294215416,12.685301380137666,13.121617562739127,12.685301380137666
2020-12-19,10.51539174380974,12.490353936104512,12.919964820815169,12.490353936104512
2020-12-20,10.185519270336005,12.098526028229305,12.514659830143291,12.098526028229305
2020-12-21,10.674663558070232,12.679539596575047,13.115657600250072,12.679539596575047
2020-12-22,10.415525756406728,12.371731486344,12.797262302879739,12.371731486344
2020-12-23,10.638085779688963,12.636091914424032,13.07071551711867,12.636091914424032
2020-12-24,11.078897547662377,13.159695326957776,13.612328485382127,13.159695326957776
2020-12-25,11.877305404933741,14.108057210722759,14.593309668007205,14.108057210722759
2020-12-26,11.782384299201837,13.995308372117117,14.476682786509324,13.995308372117117
2020-12-27,12.140025219702606,14.42012009458276,14.916106083703557,14.42012009458276
2020-12-28,12.277024892401862,14.582850541800907,15.084433711894828,14.582850541800907
2020-12-29,12.945251902922974,15.37658149110074,15.90546536516953,15.37658149110074
2020-12-30,12.966811228359367,15.40219000972609,15.93195469937457,15.40219000972609
2020-12-31,13.149749434588816,15.619486996839008,16.156725706147466,15.619486996839008
2021-01-01,14.425932386559126,17.135357935904636,17.724735652527908,17.135357935904636
2021-01-02,14.794319346375978,17.572933979257154,18.177362304700203,17.572933979257154
2021-01-03,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-04,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-05,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-06,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-07,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-08,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-09,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-10,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-11,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-12,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-13,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-14,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-15,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-16,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-17,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-18,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-19,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-20,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-21,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-22,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-23,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-24,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-25,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-26,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-27,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-28,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-29,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-30,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-01-31,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-01,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-02,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-03,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-04,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-05,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-06,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-07,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-08,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-09,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-10,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-11,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-12,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-13,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-14,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-15,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-16,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-17,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-18,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-19,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-20,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-21,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-22,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-23,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-24,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-25,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-26,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-27,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-02-28,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-01,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-02,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-03,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-04,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-05,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-06,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-07,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-08,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-09,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-10,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-11,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-12,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-13,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-14,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-15,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-16,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-17,14.772127867356415,17.54657457828827,18.150096261243153,17.54657457828827
2021-03-18,16.227459664915667,19.27524144005147,19.938221334010716,19.27524144005147
2021-03-19,16.203118475418293,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-20,16.203118475418293,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-21,16.203118475418293,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-22,16.203118475418293,19.246328577891394,19.9083140020097,19.246328577891394
2021-03-23,15.571358875953589,18.495914214632787,19.13208882665175,18.495914214632787
2021-03-24,15.54800183763966,18.468170343310838,19.10339069341177,18.468170343310838
2021-03-25,16.655853804470194,19.784094990879844,20.46457711298073,19.784094990879844
2021-03-26,16.89545034635059,20.06869167380557,20.758962616412497,20.06869167380557
2021-03-27,16.883490951025347,20.05448610884771,20.744268445178097,20.05448610884771
2021-03-28,17.44584587410926,20.722460464740234,21.43521805505198,20.722460464740234
2021-03-29,17.782167922853247,21.12194928338564,21.848447456685523,21.12194928338564
2021-03-30,17.78034571177104,21.1197848313217,21.84620855739848,21.1197848313217
2021-03-31,17.774258558139287,21.11255441088883,21.838729443667177,21.11255441088883
2021-04-01,17.84374776048845,21.1950948195797,21.92410886382109,21.1950948195797
2021-04-02,17.269215503212322,20.512656027386118,21.218197307382795,20.512656027386118
2021-04-03,17.617333493131323,20.926156257481992,21.645920048753233,20.926156257481992
2021-04-04,17.898226423374727,21.25980546450797,21.991045258120433,21.25980546450797
2021-04-05,17.885553502698166,21.24475236249229,21.975474398440902,21.24475236249229
2021-04-06,16.626068305681144,19.74871528928598,20.427980511931466,19.74871528928598
2021-04-07,17.616704134637857,20.925408695191628,21.645146773748994,20.925408695191628
2021-04-08,17.501628137411412,20.78871954751868,21.50375614636118,20.78871954751868
2021-04-09,18.065746087023314,21.45878805509569,22.196871937132048,21.45878805509569
2021-04-10,18.217063825833954,21.638525734927594,22.3827917687303,21.638525734927594
2021-04-11,18.101310412876963,21.501031941793734,22.24056881976846,21.501031941793734
2021-04-12,19.46884341891602,23.125409966015997,23.92081799733518,23.125409966015997
2021-04-13,20.59851882656723,24.46725685277446,25.308818262221724,24.46725685277446
2021-04-14,21.288128040262713,25.286385931985986,26.156121624581065,25.286385931985986
2021-04-15,20.51443459901325,24.367380234938384,25.205506346845638,24.367380234938384
2021-04-16,19.624733713907837,23.310579002709076,24.112355999558112,23.310579002709076
2021-04-17,18.930721297963807,22.486219728001604,23.259642546967594,22.486219728001604
2021-04-18,18.699668756960836,22.21177174876561,22.975754816082468,22.21177174876561
2021-04-19,18.96583240873183,22.527925278423965,23.302782577029685,22.527925278423965
2021-04-20,18.079347385784253,21.47494389975215,22.213583468741145,21.47494389975215
2021-04-21,17.374604951820306,20.63783933451488,21.347686346086633,20.63783933451488
2021-04-22,17.184418912059407,20.411933252440658,21.114010130973917,20.411933252440658
2021-04-23,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-24,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-25,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-26,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-27,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-28,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-29,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-04-30,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-01,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-02,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-03,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-04,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-05,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-06,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-07,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-08,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-09,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-10,17.158642283691318,20.381315352561998,21.082339115777458,20.381315352561998
2021-05-11,15.001715105188426,17.819282046502426,18.43218361551066,17.819282046502426
