date,strategy_return,equity,executed_regime,executed_position
2019-10-31,0.0,2.155059643506336,CASH,CASH
2019-11-01,0.0,2.155059643506336,CASH,CASH
2019-11-02,0.0,2.155059643506336,CASH,CASH
2019-11-03,0.0,2.155059643506336,CASH,CASH
2019-11-04,0.0,2.155059643506336,CASH,CASH
2019-11-05,0.0,2.155059643506336,CASH,CASH
2019-11-06,0.0,2.155059643506336,CASH,CASH
2019-11-07,0.0,2.155059643506336,CASH,CASH
2019-11-08,0.0,2.155059643506336,CASH,CASH
2019-11-09,0.0,2.155059643506336,CASH,CASH
2019-11-10,0.0,2.155059643506336,CASH,CASH
2019-11-11,0.0,2.155059643506336,CASH,CASH
2019-11-12,0.0,2.155059643506336,CASH,CASH
2019-11-13,0.0,2.155059643506336,CASH,CASH
2019-11-14,0.0,2.155059643506336,CASH,CASH
2019-11-15,0.0,2.155059643506336,CASH,CASH
2019-11-16,0.0,2.155059643506336,CASH,CASH
2019-11-17,0.0,2.155059643506336,CASH,CASH
2019-11-18,0.0,2.155059643506336,CASH,CASH
2019-11-19,0.0,2.155059643506336,CASH,CASH
2019-11-20,0.0,2.155059643506336,CASH,CASH
2019-11-21,0.0,2.155059643506336,CASH,CASH
2019-11-22,0.0,2.155059643506336,CASH,CASH
2019-11-23,0.0,2.155059643506336,CASH,CASH
2019-11-24,0.0,2.155059643506336,CASH,CASH
2019-11-25,0.0,2.155059643506336,CASH,CASH
2019-11-26,0.0,2.155059643506336,CASH,CASH
2019-11-27,0.0,2.155059643506336,CASH,CASH
2019-11-28,0.0,2.155059643506336,CASH,CASH
2019-11-29,0.0,2.155059643506336,CASH,CASH
2019-11-30,0.0,2.155059643506336,CASH,CASH
2019-12-01,0.0,2.155059643506336,CASH,CASH
2019-12-02,0.0,2.155059643506336,CASH,CASH
2019-12-03,0.0,2.155059643506336,CASH,CASH
2019-12-04,0.0,2.155059643506336,CASH,CASH
2019-12-05,0.0,2.155059643506336,CASH,CASH
2019-12-06,0.0,2.155059643506336,CASH,CASH
2019-12-07,0.0,2.155059643506336,CASH,CASH
2019-12-08,0.0,2.155059643506336,CASH,CASH
2019-12-09,0.0,2.155059643506336,CASH,CASH
2019-12-10,0.0,2.155059643506336,CASH,CASH
2019-12-11,0.0,2.155059643506336,CASH,CASH
2019-12-12,0.0,2.155059643506336,CASH,CASH
2019-12-13,0.0,2.155059643506336,CASH,CASH
2019-12-14,0.0,2.155059643506336,CASH,CASH
2019-12-15,0.0,2.155059643506336,CASH,CASH
2019-12-16,0.0,2.155059643506336,CASH,CASH
2019-12-17,0.0,2.155059643506336,CASH,CASH
2019-12-18,0.0,2.155059643506336,CASH,CASH
2019-12-19,0.0,2.155059643506336,CASH,CASH
2019-12-20,0.0,2.155059643506336,CASH,CASH
2019-12-21,0.0,2.155059643506336,CASH,CASH
2019-12-22,0.0,2.155059643506336,CASH,CASH
2019-12-23,0.0,2.155059643506336,CASH,CASH
2019-12-24,0.0,2.155059643506336,CASH,CASH
2019-12-25,0.0,2.155059643506336,CASH,CASH
2019-12-26,0.0,2.155059643506336,CASH,CASH
2019-12-27,0.0,2.155059643506336,CASH,CASH
2019-12-28,0.0,2.155059643506336,CASH,CASH
2019-12-29,0.0,2.155059643506336,CASH,CASH
2019-12-30,0.0,2.155059643506336,CASH,CASH
2019-12-31,0.0,2.155059643506336,CASH,CASH
2020-01-01,0.0,2.155059643506336,CASH,CASH
2020-01-02,0.0,2.155059643506336,CASH,CASH
2020-01-03,0.0,2.155059643506336,CASH,CASH
2020-01-04,0.0,2.155059643506336,CASH,CASH
2020-01-05,0.0,2.155059643506336,CASH,CASH
2020-01-06,0.0,2.155059643506336,CASH,CASH
2020-01-07,0.0,2.155059643506336,CASH,CASH
2020-01-08,0.0,2.155059643506336,CASH,CASH
2020-01-09,0.0,2.155059643506336,CASH,CASH
2020-01-10,0.0,2.155059643506336,CASH,CASH
2020-01-11,0.0,2.155059643506336,CASH,CASH
2020-01-12,0.0,2.155059643506336,CASH,CASH
2020-01-13,0.0,2.155059643506336,CASH,CASH
2020-01-14,0.0,2.155059643506336,CASH,CASH
2020-01-15,0.0,2.155059643506336,BASE,0.0
2020-01-16,0.0,2.155059643506336,BASE,0.0
2020-01-17,0.0,2.155059643506336,BASE,0.0
2020-01-18,0.0,2.155059643506336,BASE,0.0
2020-01-19,0.0,2.155059643506336,BASE,0.0
2020-01-20,-0.006820506337842,2.140361045549373,BTC,BTC
2020-01-21,0.0108396443097074,2.163561797977482,BTC,BTC
2020-01-22,-0.0061435228587813,2.1502699066152213,BTC,BTC
2020-01-23,-0.0320005159887404,2.081460160088473,BTC,BTC
2020-01-24,0.0041025543398076,2.089999463501381,BTC,BTC
2020-01-25,-0.011662519255836,2.065624804513609,BTC,BTC
2020-01-26,0.0329017886046294,2.133587555168195,BTC,BTC
2020-01-27,0.0339605339524085,2.2060453277759207,BTC,BTC
2020-01-28,0.0523869023762932,2.321613208999796,BTC,BTC
2020-01-29,-0.0077531866685297,2.303613308418296,BTC,BTC
2020-01-30,0.0227575463391505,2.356037895032109,BTC,BTC
2020-01-31,-0.0168523558294203,2.3163331060774297,BTC,BTC
2020-02-01,0.0033914650979538,2.3241888689619263,BTC,BTC
2020-02-02,-0.0056581999678196,2.311038143578359,BTC,BTC
2020-02-03,-0.0042083221257868,2.301312550625201,BTC,BTC
2020-02-04,-0.010247260079378,2.277730402395008,BTC,BTC
2020-02-05,0.0451254862988228,2.380514094460696,BTC,BTC
2020-02-06,0.0166416286241004,2.420129725955148,BTC,BTC
2020-02-07,0.0042703643061807,2.430464561553193,BTC,BTC
2020-02-08,0.0082863498384406,2.450604241180156,BTC,BTC
2020-02-09,0.0259422640613236,2.514178463514651,BTC,BTC
2020-02-10,-0.0295436747358829,2.439900392760612,BTC,BTC
2020-02-11,0.0376833542600714,2.5318440236202977,BTC,BTC
2020-02-12,0.0101124123062716,2.557447074282316,BTC,BTC
2020-02-13,0.0627236135957065,2.7178593963610704,BASE,0.065290440497246
2020-02-14,-0.0710853936524634,2.524659291278697,BASE,0.0790279664378288
2020-02-15,-0.0227650256720025,2.4671853576996776,BASE,0.0480623480130599
2020-02-16,-0.0014999999999999,2.4634845796631284,BASE,0.0534072402368829
2020-02-17,0.0,2.4634845796631284,BASE,0.0
2020-02-18,0.0,2.4634845796631284,BASE,0.0
2020-02-19,0.0,2.4634845796631284,BASE,0.0
2020-02-20,0.0,2.4634845796631284,BASE,0.0
2020-02-21,0.0,2.4634845796631284,BASE,0.0
2020-02-22,0.0,2.4634845796631284,BASE,0.0
2020-02-23,0.0,2.4634845796631284,BASE,0.0
2020-02-24,0.0,2.4634845796631284,BASE,0.0
2020-02-25,0.0,2.4634845796631284,BASE,0.0
2020-02-26,0.0,2.4634845796631284,BASE,0.0
2020-02-27,0.0,2.4634845796631284,BASE,0.0
2020-02-28,0.0,2.4634845796631284,BASE,0.0
2020-02-29,0.0,2.4634845796631284,BASE,0.0
2020-03-01,0.0,2.4634845796631284,BASE,0.0
2020-03-02,0.0,2.4634845796631284,BASE,0.0
2020-03-03,0.0,2.4634845796631284,BASE,0.0
2020-03-04,0.0,2.4634845796631284,BASE,0.0
2020-03-05,0.0,2.4634845796631284,BASE,0.0
2020-03-06,0.0,2.4634845796631284,BASE,0.0
2020-03-07,0.0,2.4634845796631284,BASE,0.0
2020-03-08,0.0,2.4634845796631284,BASE,0.0
2020-03-09,0.0,2.4634845796631284,CASH,CASH
2020-03-10,0.0,2.4634845796631284,CASH,CASH
2020-03-11,0.0,2.4634845796631284,CASH,CASH
2020-03-12,0.0,2.4634845796631284,CASH,CASH
2020-03-13,0.0,2.4634845796631284,CASH,CASH
2020-03-14,0.0,2.4634845796631284,CASH,CASH
2020-03-15,0.0,2.4634845796631284,CASH,CASH
2020-03-16,0.0,2.4634845796631284,CASH,CASH
2020-03-17,0.0,2.4634845796631284,CASH,CASH
2020-03-18,0.0,2.4634845796631284,CASH,CASH
2020-03-19,0.0,2.4634845796631284,CASH,CASH
2020-03-20,0.0,2.4634845796631284,CASH,CASH
2020-03-21,0.0,2.4634845796631284,CASH,CASH
2020-03-22,0.0,2.4634845796631284,CASH,CASH
2020-03-23,0.0,2.4634845796631284,CASH,CASH
2020-03-24,0.0,2.4634845796631284,CASH,CASH
2020-03-25,0.0,2.4634845796631284,CASH,CASH
2020-03-26,0.0,2.4634845796631284,CASH,CASH
2020-03-27,0.0,2.4634845796631284,CASH,CASH
2020-03-28,0.0,2.4634845796631284,CASH,CASH
2020-03-29,0.0,2.4634845796631284,CASH,CASH
2020-03-30,0.0,2.4634845796631284,CASH,CASH
2020-03-31,0.0,2.4634845796631284,CASH,CASH
2020-04-01,0.0,2.4634845796631284,CASH,CASH
2020-04-02,0.0,2.4634845796631284,CASH,CASH
2020-04-03,0.0,2.4634845796631284,CASH,CASH
2020-04-04,0.0,2.4634845796631284,CASH,CASH
2020-04-05,0.0,2.4634845796631284,CASH,CASH
2020-04-06,0.0,2.4634845796631284,CASH,CASH
2020-04-07,0.0,2.4634845796631284,CASH,CASH
2020-04-08,0.0,2.4634845796631284,CASH,CASH
2020-04-09,0.0,2.4634845796631284,CASH,CASH
2020-04-10,0.0,2.4634845796631284,CASH,CASH
2020-04-11,0.0,2.4634845796631284,CASH,CASH
2020-04-12,0.0,2.4634845796631284,CASH,CASH
2020-04-13,0.0,2.4634845796631284,CASH,CASH
2020-04-14,0.0,2.4634845796631284,CASH,CASH
2020-04-15,0.0,2.4634845796631284,CASH,CASH
2020-04-16,0.0,2.4634845796631284,CASH,CASH
2020-04-17,0.0,2.4634845796631284,CASH,CASH
2020-04-18,0.0,2.4634845796631284,CASH,CASH
2020-04-19,0.0,2.4634845796631284,CASH,CASH
2020-04-20,0.0,2.4634845796631284,CASH,CASH
2020-04-21,0.0,2.4634845796631284,CASH,CASH
2020-04-22,0.0,2.4634845796631284,CASH,CASH
2020-04-23,0.0,2.4634845796631284,CASH,CASH
2020-04-24,0.0,2.4634845796631284,CASH,CASH
2020-04-25,0.0,2.4634845796631284,CASH,CASH
2020-04-26,0.0,2.4634845796631284,CASH,CASH
2020-04-27,0.0,2.4634845796631284,BASE,0.0
2020-04-28,0.0,2.4634845796631284,BASE,0.0
2020-04-29,0.0,2.4634845796631284,BASE,0.0
2020-04-30,0.0,2.4634845796631284,BASE,0.0
2020-05-01,0.0,2.4634845796631284,BASE,0.0
2020-05-02,0.0,2.4634845796631284,BASE,0.0
2020-05-03,0.0,2.4634845796631284,BASE,0.0
2020-05-04,0.0,2.4634845796631284,BASE,0.0
2020-05-05,0.0,2.4634845796631284,BASE,0.0
2020-05-06,0.0,2.4634845796631284,BASE,0.0
2020-05-07,0.0,2.4634845796631284,BASE,0.0
2020-05-08,-0.0186643835616437,2.417505158570101,BTC,BTC
2020-05-09,-0.0265928300073163,2.353216854846436,BTC,BTC
2020-05-10,-0.0856060129567896,2.151767342280316,BTC,BTC
2020-05-11,-0.0184861001723076,2.111989555643422,BTC,BTC
2020-05-12,0.0291151571216325,2.173480463395227,BTC,BTC
2020-05-13,0.0565874342709336,2.2964721462567628,BTC,BTC
2020-05-14,0.0518413168667695,2.41552428646657,BTC,BTC
2020-05-15,-0.0485662756664126,2.29821126809112,BTC,BTC
2020-05-16,0.0069608283009998,2.314208722127725,BTC,BTC
2020-05-17,0.031847500391738,2.387910485312251,BTC,BTC
2020-05-18,0.0055671257556786,2.401204283277288,BTC,BTC
2020-05-19,0.0042737106184245,2.4114663355197363,BTC,BTC
2020-05-20,-0.0270164379834136,2.3463171048170777,BTC,BTC
2020-05-21,-0.0465524111516355,2.2370903862615177,BTC,BTC
2020-05-22,0.0111758641032568,2.262091804405079,BTC,BTC
2020-05-23,0.0009978189749182,2.264348962530521,BTC,BTC
2020-05-24,0.0,2.264348962530521,BASE,0.0
2020-05-25,0.0,2.264348962530521,BASE,0.0
2020-05-26,0.0,2.264348962530521,BASE,0.0
2020-05-27,0.0,2.264348962530521,BASE,0.0
2020-05-28,0.0,2.264348962530521,BASE,0.0
2020-05-29,-0.0155411141940853,2.229158456728576,BTC,BTC
2020-05-30,0.0287098748603753,2.2931573170652007,BTC,BTC
2020-05-31,-0.0257225409683924,2.234171484030022,BTC,BTC
2020-06-01,0.0796442099982324,2.412110306876172,BTC,BTC
2020-06-02,-0.066929261222437,2.250669546049924,BTC,BTC
2020-06-03,0.0155704325680496,2.285713444449657,BTC,BTC
2020-06-04,0.0127060780613765,2.3147558979007723,BTC,BTC
2020-06-05,0.004957338666,2.3262309268157875,BASE,0.0249414641239738
2020-06-06,0.0108291311895512,2.351421986699467,BASE,0.0034316480664173
2020-06-07,0.0075237160614982,2.369113418068158,BASE,0.0572459861813408
2020-06-08,-0.010551948051948,2.34411465635153,BASE,0.0215801606208898
2020-06-09,0.0163248564397047,2.382381991594676,BASE,0.0095725992269111
2020-06-10,-0.0696989264670272,2.216332524346149,BASE,0.0002437068914487
2020-06-11,-0.0611633788568538,2.0807741384867984,BTC,BTC
2020-06-12,0.0199053920089651,2.122192763395495,BTC,BTC
2020-06-13,0.0008673943199934,2.124033541344396,BTC,BTC
2020-06-14,-0.0039263062518876,2.115693935171796,BASE,0.0159690851910734
2020-06-15,0.019232435242138,2.156383881772172,BASE,0.0277420612898359
2020-06-16,-0.0062898427539312,2.1428205662387128,BASE,0.0120350699776001
2020-06-17,-0.0088570777022971,2.123841437981456,BASE,0.0597914200409973
2020-06-18,-0.0105034407823251,2.10153379520657,BASE,0.0
2020-06-19,0.0191556857003416,2.141790116076193,BASE,0.0033416910366487
2020-06-20,0.0011253441877168,2.1442003671346286,BASE,0.0
2020-06-21,0.0724433177078351,2.2995333555602198,BASE,0.0
2020-06-22,-0.0014999999999998,2.29608405552688,BASE,0.0
2020-06-23,0.0,2.29608405552688,BASE,0.0
2020-06-24,-0.0103669110751131,2.272280756302248,BASE,0.0
2020-06-25,-0.012301075268817,2.2443292596870887,BASE,0.0313629280692714
2020-06-26,-0.0378853858212856,2.159301979773843,BASE,0.0297745109240712
2020-06-27,0.0180592015931928,2.1982972495271595,BASE,0.0214908696510601
2020-06-28,0.0133374827724179,2.227617001221382,BASE,0.0194181827438451
2020-06-29,-0.010222436713026,2.204845327405536,BASE,0.0320038226585734
2020-06-30,0.0238918439716313,2.257523147949489,BASE,0.0207227455456388
2020-07-01,0.016737820553679,2.2953091652956443,BASE,0.1426342435087879
2020-07-02,-0.0143136928077339,2.2624548150048263,BASE,0.0
2020-07-03,0.0188336257371748,2.305065042237896,BASE,0.0534913916560816
2020-07-04,-0.0157883817427387,2.268671795409202,BASE,0.0174170215958133
2020-07-05,0.0682320391317643,2.4234678981306925,BASE,0.0193555636690168
2020-07-06,0.0647210586194675,2.580317306028007,BASE,0.0661599448883845
2020-07-07,0.1351837618781441,2.9291343062961515,BASE,0.1295453866139915
2020-07-08,-0.0641205164109746,2.7413167019393403,BASE,0.3844909830198151
2020-07-09,-0.0059754525167368,2.724936094153564,BASE,0.1004130903919908
2020-07-10,-0.0085799552350162,2.7015562644474467,BASE,0.0317915500719148
2020-07-11,0.0150507964379782,2.7422168378493903,BASE,0.0858319587464708
2020-07-12,-0.0135508052226203,2.7050575916015034,BASE,0.1874445309712751
2020-07-13,0.0039248434237995,2.7156745191008995,BASE,0.0192996275883809
2020-07-14,-0.0076110464149059,2.6950053942882453,BASE,0.1313676317960803
2020-07-15,-0.0211223335149407,2.6380805915255245,BASE,0.0712231515292061
2020-07-16,-0.0038532345763583,2.627915448175038,BASE,0.0141770434392687
2020-07-17,0.012893798083122,2.661799259343325,BASE,0.0280078239483391
2020-07-18,0.0145966818008231,2.700652696149626,BASE,0.1168886966757876
2020-07-19,-0.012964744259964,2.665639424609064,BASE,0.0358210854040139
2020-07-20,0.0405915003601542,2.773841728273124,BASE,0.0077296424735576
2020-07-21,0.0739036605724992,2.978838785841256,BASE,0.0061335017637096
2020-07-22,0.0438310457268522,3.109404404876385,BASE,0.0
2020-07-23,0.0139847439157281,3.152888629209018,BASE,0.0136606866567652
2020-07-24,0.093533942324915,3.447790732410335,BASE,0.009231256084272
2020-07-25,0.0188036427963047,3.5126217577789887,BASE,0.083968722264738
2020-07-26,0.0351446945337621,3.636071776468778,BASE,0.015105283537075
2020-07-27,-0.0160283291398751,3.5777916212593257,BASE,0.0754544673283457
2020-07-28,0.0029674527259526,3.5884085487587223,BASE,0.0914305948156094
2020-07-29,0.0540115199395678,3.78222394864132,BASE,0.053396262589519
2020-07-30,0.0342222354943708,3.911660107304172,BASE,0.0
2020-07-31,0.1174313516010741,4.371011640708904,BASE,0.0285031004610536
2020-08-01,-0.0376744186046511,4.206336318431034,BASE,0.0346778295403651
2020-08-02,0.0104093854859614,4.250121694653182,BASE,0.0324610801460695
2020-08-03,-0.0024813254413397,4.239575759563449,BASE,0.1035756653508537
2020-08-04,0.0494050645239396,4.449032273518812,BASE,0.0693447446106553
2020-08-05,0.0014942643238644,4.455680303720853,BASE,0.0
2020-08-06,-0.0143022803053101,4.391953915066188,BASE,0.0729390868566757
2020-08-07,0.0144192412950234,4.455282558324151,BASE,0.0039742656877986
2020-08-08,-0.0067789491225966,4.425080424534479,BASE,0.2403741161285097
2020-08-09,0.0180830154566808,4.505099222248392,BASE,0.0934162934295215
2020-08-10,-0.0421124500963597,4.315378456072307,BASE,0.0313057375995537
2020-08-11,0.0151201536506064,4.380627641388637,BASE,0.012185693401464
2020-08-12,0.0186495888650704,4.462324545871498,BASE,0.2515854960712544
2020-08-13,-0.0016519524617997,4.454952997852597,BASE,0.0898199505108583
2020-08-14,0.0078108658275894,4.489750037987041,BASE,0.1057627656878942
2020-08-15,0.004944146333232,4.511948019174483,BASE,0.126118863965893
2020-08-16,0.0310746368902694,4.6521551655381,BASE,0.1130289336350973
2020-08-17,-0.0273688170388228,4.524831181976273,BASE,0.0439961846394756
2020-08-18,-0.0159413847288533,4.452699107271277,BASE,0.006621062391465
2020-08-19,0.0084188389386612,4.490185663897715,BASE,0.0155461448985594
2020-08-20,-0.0271825739968194,4.368130859829358,BASE,0.0285902245054474
2020-08-21,0.0114141114562573,4.417989192318967,BASE,0.0090715823982264
2020-08-22,-0.0144613905475156,4.35409892517414,BASE,0.1313872621204641
2020-08-23,0.0055910785679764,4.37844303435753,BASE,0.0171082930554044
2020-08-24,-0.0637093799058085,4.099495143685705,BASE,0.0348426702482813
2020-08-25,0.009635155790296,4.138994418056679,BASE,0.0252714622132302
2020-08-26,-0.009583551489075,4.099328151938239,BASE,0.0641266248336591
2020-08-27,0.030892060427375,4.225964844919554,BASE,0.0477008538192657
2020-08-28,0.0089595302573965,4.263827504814305,BASE,0.0102346729821571
2020-08-29,0.0759814373510598,4.587799247247079,BASE,0.0730803223949276
2020-08-30,0.0113069426959482,4.639673230436216,BASE,0.0279329035301056
2020-08-31,0.0959219899029484,5.084719919199099,BASE,0.0706663510725977
2020-09-01,-0.0755153554901135,4.700745486933117,BASE,0.0922850721471031
2020-09-02,-0.1321956769055745,4.079327255327169,BASE,0.0780413849280721
2020-09-03,0.0271158186936992,4.189941553574887,BASE,0.2907923715996889
2020-09-04,-0.026761756611224,4.077811357502862,BASE,0.0450482719266691
2020-09-05,0.0088042420886247,4.1137133958860606,BASE,0.0
2020-09-06,0.0114311343382538,4.1607378063435085,BASE,0.1989643233301288
2020-09-07,-0.023790565135577,4.061751502549635,BASE,0.022623607864165
2020-09-08,0.0091392513812564,4.0988728705796325,BASE,0.1065852711989813
2020-09-09,0.0115145999686863,4.1460697520068575,BASE,0.0418792723069889
2020-09-10,0.0049357300614207,4.166533633118585,BASE,0.0371671728687086
2020-09-11,0.0051049828213429,4.187803715740204,BASE,0.029693112778788
2020-09-12,-0.0103525359834191,4.144449327081507,BASE,0.1171832962447618
2020-09-13,0.032802242947963,4.280396560793957,BASE,0.1036905468587041
2020-09-14,0.0106392847671941,4.325936918720762,BASE,0.0
2020-09-15,0.0156416459054029,4.393601692212502,BASE,0.0046923011722694
2020-09-16,-0.0012798965858163,4.387978336407202,BASE,0.012066784994992
2020-09-17,-0.0006032912278713,4.385331107568758,BASE,0.0676982362642695
2020-09-18,0.0134688326310503,4.44439639828834,BASE,0.0333085880639895
2020-09-19,-0.0144729776682774,4.38007274846694,BASE,0.0
2020-09-20,-0.0460665843732946,4.178297757638519,BASE,0.0083083240716322
2020-09-21,0.0107888668953906,4.22337685599499,BASE,0.0
2020-09-22,-0.0273656859085948,4.107801251480201,BASE,0.0291537016072387
2020-09-23,0.0483192826022853,4.306287261024495,BASE,0.0221636050762621
2020-09-24,-0.0046244895830229,4.286372880444382,BASE,0.2441745626651179
2020-09-25,0.0039235795622025,4.303190805474073,BASE,0.1789642036610456
2020-09-26,0.0042549820107,4.321500804939976,BASE,0.0571235442491728
2020-09-27,-0.0072515488317053,4.2901632308267,BASE,0.0568113215401533
2020-09-28,0.0134964828367669,4.3480653452384805,BASE,0.0352314353122201
2020-09-29,-0.005893650465662,4.3224393678917865,BASE,0.0572489174708057
2020-09-30,-0.0146113009773964,4.259282905330972,BASE,0.0187334198343328
2020-10-01,-0.0045888881669212,4.239737532407128,BASE,0.0148275639531749
2020-10-02,-0.0026810716718382,4.228370492212962,BASE,0.0080759087015978
2020-10-03,0.0118164760967021,4.278334931062197,BASE,0.0524880214787881
2020-10-04,0.0117731654702561,4.32870447614277,BASE,0.0535382267778736
2020-10-05,-0.0014999999999999,4.322211419428556,BASE,0.0122254716967546
2020-10-06,0.0,4.322211419428556,BASE,0.0
2020-10-07,0.0,4.322211419428556,BASE,0.0
2020-10-08,0.0,4.322211419428556,BASE,0.0
2020-10-09,0.0,4.322211419428556,BASE,0.0
2020-10-10,0.0,4.322211419428556,BASE,0.0
2020-10-11,0.072927474226262,4.637419381319387,BASE,0.0
2020-10-12,0.0024567459372337,4.6488123425436925,BASE,0.0
2020-10-13,0.003658187309605,4.665818568859922,BASE,0.0
2020-10-14,0.015811660937804,4.739592910068045,BASE,0.0
2020-10-15,-0.0406696120744695,4.546835505024672,BASE,0.0
2020-10-16,0.0047154582763337,4.568275918137968,BASE,0.0440218256913923
2020-10-17,0.0265801476976543,4.689701366765713,BASE,0.0099530648655907
2020-10-18,0.0031472322869008,4.704460946323121,BASE,0.002986886282791
2020-10-19,-0.0284207751120486,4.570756519744256,BASE,0.0184407862888968
2020-10-20,0.0593183544990776,4.841886275311416,BASE,0.041910151334768
2020-10-21,0.0604539166965518,5.13459726485327,BASE,0.0708010994258372
2020-10-22,-0.0117638533262476,5.0741946157401845,BASE,0.0477945095478504
2020-10-23,0.0074063210383517,5.111775730075432,BASE,0.0314510658377471
2020-10-24,-0.0152375406415296,5.033884839638023,BASE,0.0613414234582201
2020-10-25,-0.0328684768146652,4.868428712498686,BASE,0.0214199794808997
2020-10-26,0.0278457148680322,5.003993590282265,BASE,0.0633617057047342
2020-10-27,-0.0301168517259612,4.853289057286074,BASE,0.0168962020056877
2020-10-28,0.0142691310378098,4.922541274808857,BASE,0.0223038195156688
2020-10-29,0.0077587936710836,4.960734256897492,BASE,0.0
2020-10-30,0.0170278980243507,5.045205133949846,BASE,0.0
2020-10-31,-0.0021390762091219,5.034413055677674,BASE,0.0146329055305465
2020-11-01,-0.0154147440322638,4.956808867071715,BASE,0.0588057428757885
2020-11-02,0.0349949850066828,5.130272319055883,BASE,0.0
2020-11-03,0.0085912748074128,5.174347898385755,BASE,0.0
2020-11-04,0.1022347976281126,5.703346308634672,BASE,0.0290750137354354
2020-11-05,-0.000647850355548,5.69965139370081,BASE,0.0
2020-11-06,-0.0488847182783994,5.421025541034659,BASE,0.1193927232021436
2020-11-07,0.0443235728794801,5.6613047616842325,BASE,0.0173286791053853
2020-11-08,-0.0094790986811069,5.607640695184407,BASE,0.0361096204764082
2020-11-09,-0.0020354361606976,5.596226700537229,BASE,0.0006569494553914
2020-11-10,0.0253006920869884,5.737815109136505,BASE,0.0412818412379515
2020-11-11,0.0387407996817188,5.960102654890302,BASE,0.0030112500012116
2020-11-12,0.0017702091719422,5.970653283275706,BASE,0.0
2020-11-13,-0.01533328840062,5.87910353454313,BASE,0.0845275510388614
2020-11-14,-0.0070595409587161,5.83759976234049,BASE,0.0241335892656067
2020-11-15,0.0474130475653318,6.11437815753971,BASE,0.0150181561596711
2020-11-16,0.0565893462617501,6.460386820272007,BASE,0.1382003114584318
2020-11-17,0.0066106511100614,6.503094183576864,BASE,0.0045801711796036
2020-11-18,0.0015020150629045,6.512861928996084,BASE,0.0057377930158419
2020-11-19,0.0479053318519198,6.824862741010375,BASE,0.1089583499602497
2020-11-20,0.3998977599951505,9.554110063414788,BASE,0.0689974065805634
2020-11-21,0.0109042273920521,9.658290252074956,BASE,0.0
2020-11-22,0.0866917843686947,10.495584667978104,BASE,0.0809660290951237
2020-11-23,-0.005931841335568,10.433326525003638,BASE,0.2936628366888918
2020-11-24,-0.05863100649619,9.82161008973928,BASE,0.161909585941349
2020-11-25,-0.0872168568920103,8.965000128093363,BASE,0.0356195362516547
2020-11-26,-0.0014999999999999,8.951552627901224,BASE,0.0033645797271238
2020-11-27,0.0323591745859859,9.24121748220312,BASE,0.0
2020-11-28,0.0262496578695645,9.48379627940919,BASE,0.1291398379686763
2020-11-29,0.0830839060125958,10.27174711813023,BASE,0.059169874455057
2020-11-30,-0.047264223413335,9.786260967493645,BASE,0.0276751866245859
2020-12-01,0.0234015953138189,10.015275086290352,BASE,0.0179430596939965
2020-12-02,0.0113418547819761,10.1288668819206,BASE,0.024087933462378
2020-12-03,-0.0397170204768845,9.726578468563725,BASE,0.0235587447762439
2020-12-04,0.026655557056854,9.985845835900491,BASE,0.0
2020-12-05,0.0110582703056143,10.096272018384072,BASE,0.0553416014574548
2020-12-06,-0.0099434899841934,9.995879838691575,BASE,0.0502914229459194
2020-12-07,-0.04397111687336,9.556349838052403,BASE,0.0077890914204594
2020-12-08,0.0118515987952483,9.66960786228004,BASE,0.0
2020-12-09,-0.0154600976847336,9.52011478015612,BASE,0.0360237553124005
2020-12-10,-0.0119476538280972,9.406371744359063,BASE,0.0
2020-12-11,0.0428108954438573,9.809066941612873,BASE,0.0019292922006773
2020-12-12,0.0194750405264803,10.000098917827742,BASE,0.0191004618968626
2020-12-13,0.0051186467372341,10.0512858915255,BASE,0.0536956911808368
2020-12-14,-0.0014999999999999,10.036208962688212,BASE,0.0254538574819012
2020-12-15,0.0967728169818129,11.007441175825669,BASE,0.0
2020-12-16,0.0685073529963178,11.76153183404416,BASE,0.1185972276829872
2020-12-17,0.0136082740130787,11.921585982055383,BASE,0.0203379794788891
2020-12-18,0.0309087266021825,12.290067023839145,BASE,0.0688588084540036
2020-12-19,-0.0153679789065477,12.101193533056726,BASE,0.0652134610693009
2020-12-20,-0.0313704407320748,11.721573758540602,BASE,0.1958164276607152
2020-12-21,0.0480235002999596,12.284484759449876,BASE,0.0616198963281166
2020-12-22,-0.0242759690039682,11.986266988199752,BASE,0.0464714733716533
2020-12-23,0.0213681026274967,12.242390771324182,BASE,0.0
2020-12-24,0.0414371323095594,12.749680337500871,BASE,0.2785551219406412
2020-12-25,0.0720656413543445,13.668494228085748,BASE,0.1083873975203695
2020-12-26,-0.0079918047482786,13.559258291011911,BASE,0.0
2020-12-27,0.0303538665365885,13.97083420751242,BASE,0.1148318633955661
2020-12-28,0.0112849578332765,14.128494482439894,BASE,0.1092982961323194
2020-12-29,0.0544290670074858,14.897495255339509,BASE,0.0753802253326993
2020-12-30,0.001665423399874,14.922305892537263,BASE,0.0
2020-12-31,0.0141081876652411,15.132832584467314,BASE,0.0371745803847791
2021-01-01,0.0970499824592447,16.601473721348555,BASE,0.2019315477176615
2021-01-02,0.0255364402068101,17.0254162623787,BASE,0.7561894541604735
