ts,daily_accel_w_0p20_aggressive,daily_accel_w_0p20_balanced_v2,daily_accel_w_0p25_aggressive,daily_accel_w_0p25_balanced_v2
2020-09-24,2.794543749917018,2.5143816039436757,2.684591016226238,2.4638732466266755
2020-09-25,2.8055083646598726,2.524246980216487,2.6951242226703753,2.473540449340997
2020-09-26,2.8174457522823695,2.5349876057078724,2.7065919277544404,2.4840653194556825
2020-09-27,2.7970149068290135,2.516605019297314,2.68696494422283,2.4660519984905043
2020-09-28,2.8347647705132126,2.550570335747182,2.723229520475528,2.499335026962706
2020-09-29,2.8180576578034353,2.535538165700202,2.707179757544073,2.484604819917202
2020-09-30,2.7768821691936125,2.4984906544214804,2.667624339306681,2.448301511083502
2020-10-01,2.764139367466465,2.4908841393310452,2.655382909542245,2.440847794033556
2020-10-02,2.756728511711337,2.4875450198791493,2.6482636376455875,2.43757575009563
2020-10-03,2.7893033282750714,2.5022420280125854,2.679556781617592,2.451977527888083
2020-10-04,2.82214225790559,2.5298246559339974,2.711103646994523,2.4790060819073427
2020-10-05,2.817909044518732,2.5260299189500968,2.7070369915240313,2.475287572784482
2020-10-06,2.817909044518732,2.5260299189500968,2.7070369915240313,2.475287572784482
2020-10-07,2.817909044518732,2.5260299189500968,2.7070369915240313,2.475287572784482
2020-10-08,2.817909044518732,2.5260299189500968,2.7070369915240313,2.475287572784482
2020-10-09,2.817909044518732,2.5260299189500968,2.7070369915240313,2.475287572784482
2020-10-10,2.817909044518732,2.5260299189500968,2.7070369915240313,2.475287572784482
2020-10-11,3.0234120337348225,2.710246900759097,2.904454361952938,2.6558040434513086
2020-10-12,3.030839788965284,2.716905288821437,2.911589868406547,2.662328679245147
2020-10-13,3.0419271686187233,2.7268442372704027,2.9222410095139266,2.672067976233559
2020-10-14,3.0900250896064168,2.769960173780327,2.9684464935349073,2.7143178090765283
2020-10-15,2.964354967911746,2.711556100785304,2.8477209261790235,2.657086944548738
2020-10-16,2.9830772513478903,2.720118928520417,2.865706571927961,2.665477764040468
2020-10-17,3.024299813244439,2.738913324616971,2.9053072113298635,2.683894622347168
2020-10-18,2.9504562864778525,2.7054756643506197,2.8343690953780465,2.6511286506144622
2020-10-19,2.843133607981933,2.605035035210254,2.7312690818119547,2.5527056512474804
2020-10-20,3.0032542144045005,2.751746321805741,2.88508966219381,2.6964698330462338
2020-10-21,3.085828205656823,2.827405144031169,2.964414738101643,2.770608837109951
2020-10-22,3.0856368495819804,2.827229813094288,2.964230911028104,2.770437028183251
2020-10-23,3.0992331561490065,2.83968749529998,2.9772922640538995,2.7826444631459633
2020-10-24,3.05200846497461,2.7964176416811037,2.9319256521786667,2.7402438050478497
2020-10-25,3.1359180322765856,2.8733001919760697,3.01253375522268,2.815581955194624
2020-10-26,3.1799467590098414,2.9136417275879825,3.0548301494900763,2.8551131187085996
2020-10-27,3.084176773972291,2.825892011695642,2.9628282828298875,2.769126100251606
2020-10-28,3.128185296503871,2.866215035109227,3.0051052678401162,2.8086391234363157
2020-10-29,3.152456240784362,2.8884534061835976,3.0284212595731743,2.8304307748915916
2020-10-30,3.2061359441786665,2.9108792111532518,3.079988907955962,2.852406095110342
2020-10-31,3.199277775057263,2.902469459276681,3.073400576958594,2.8441652765222045
2020-11-01,3.149961727066645,2.8577286355004676,3.0260248937561656,2.800323196799162
2020-11-02,3.145236784476045,2.853442042547217,3.0214858564155316,2.7961227120039633
2020-11-03,3.145236784476045,2.853442042547217,3.0214858564155316,2.7961227120039633
2020-11-04,3.145236784476045,2.853442042547217,3.0214858564155316,2.7961227120039633
2020-11-05,3.138481286530226,2.8473132760415965,3.0149961569445463,2.7901170588428297
2020-11-06,2.985057513016167,2.7081231686919565,2.8676089192018552,2.6537229724575413
2020-11-07,3.117365927243779,2.8281568633260834,2.9947115921219463,2.771345456029214
2020-11-08,3.0878161079943145,2.8126315566820295,2.966324425418767,2.7561320184086227
2020-11-09,3.081531055430518,2.8047971510373277,2.960286661418909,2.7484549886208907
2020-11-10,3.159495923820458,2.875760460122186,3.035183962728688,2.8179928020029354
2020-11-11,3.281897322500394,2.987169720040387,3.1527694166259255,2.927164096649857
2020-11-12,3.2877069672420567,2.9924576352769505,3.1583504779642557,2.9323457893815266
2020-11-13,3.237295608136606,2.9465734193286113,3.1099225792153935,2.8873832857025956
2020-11-14,3.2144417871954936,2.9257719635869965,3.0879679533889863,2.8669996851336657
2020-11-15,3.3668482685477836,2.9929375172517383,3.2343779248432387,2.9328160315903324
2020-11-16,3.557376011027408,3.160061191617341,3.4174092571735537,3.096582561500317
2020-11-17,3.580892582703612,3.180951253641568,3.4400005574730224,3.117052988447896
2020-11-18,3.586271137301476,3.185729090338903,3.445167490126747,3.1217348489884165
2020-11-19,3.758072646244866,3.3383424996019033,3.610209382026715,3.27128259288291
2020-11-20,3.767768145600492,3.3469551318207325,3.619523407068804,3.2797222163965905
2020-11-21,3.80885274622065,3.3834510916491016,3.6589915133503372,3.315485053226944
2020-11-22,4.139048987188121,3.67676850410837,3.9761960166325885,3.6029103685389248
2020-11-23,4.114496805315978,3.6549584967143858,3.9526098527428064,3.581538475886479
2020-11-24,3.8732597163949447,3.4406646013502202,3.7208643587897385,3.3715492702404246
2020-11-25,3.535446178004538,3.140580649200852,3.3963422644945918,3.077493340033503
2020-11-26,3.5301430087375314,3.135869778227051,3.39124775109785,3.072877100023453
2020-11-27,3.644375522670767,3.1866068570433344,3.5009857291399573,3.122594983303922
2020-11-28,3.74003913328909,3.267864241662748,3.592885406736109,3.202220087043391
2020-11-29,4.050776193122711,3.5393711671789787,3.8913963601833994,3.4682730397869506
2020-11-30,3.8593194021335404,3.3720855375907153,3.707472533225853,3.304347807976014
2020-12-01,3.949633632969039,3.4509977187049947,3.7942333050855033,3.3816748181543734
2020-12-02,3.9944298040761828,3.4901384336834775,3.8372669482407202,3.420029282861746
2020-12-03,3.8357829537542116,3.3515205340457097,3.684862138282172,3.2841959098027815
2020-12-04,3.9380278851357153,3.3936752170564124,3.7830841912557935,3.325503798600247
2020-12-05,3.981575661960593,3.41243930599625,3.8249185588315964,3.343890958553882
2020-12-06,3.9419849042445785,3.3759484204559103,3.7868855194514977,3.3081330940803504
2020-12-07,3.76865142530702,3.227504197901609,3.6203719336896616,3.162670787167914
2020-12-08,3.8133159699988997,3.244209112184938,3.663279129337329,3.1790401367230214
2020-12-09,3.754361732599962,3.219131217292897,3.606644476151328,3.154466001194308
2020-12-10,3.7095059182734014,3.199900684587178,3.563553536469252,3.1356217672969215
2020-12-11,3.8683131882889747,3.268395991406473,3.7161124543276256,3.2027411551125375
2020-12-12,3.943648744400021,3.3295968388021446,3.7884838949766144,3.262712613037846
2020-12-13,3.9638348891783415,3.3466398687973844,3.807875805704701,3.279413286309105
2020-12-14,3.957889136844574,3.3416199089941885,3.802163991996144,3.2744941663796414
2020-12-15,4.340905217918739,3.6649978808700654,4.170110112128426,3.5913761910507125
2020-12-16,4.638289144006256,3.9160771844255877,4.455793317613522,3.837411867513595
2020-12-17,4.701408253629782,3.9693682358076168,4.516428974025252,3.8896324197077603
2020-12-18,4.8467227959864685,4.092056353391581,4.656026042401574,4.009856004751493
2020-12-19,4.772238462291866,4.029169717668256,4.58447233239361,3.9482326222521786
2020-12-20,4.62253123845121,3.9027728878406722,4.440655414802419,3.824374824779371
2020-12-21,4.844521368767546,3.9935582156497373,4.653911231447201,3.913336476433262
2020-12-22,4.726915918180282,3.945084467920409,4.540933026645368,3.8658364589312653
2020-12-23,4.8279211426315065,3.9872339528127423,4.637964149583316,3.9071392540290457
2020-12-24,5.0279763497988474,4.149463068200002,4.830148083696593,4.066109545809599
2020-12-25,5.390320690161578,4.448496785486001,5.178235803184647,4.359136338045391
2020-12-26,5.3472422996752,4.412945267753051,5.1368523537050494,4.324298971560606
2020-12-27,5.5095517787783415,4.546895219443698,5.292775684467573,4.4555581654076635
2020-12-28,5.571726838282108,4.598206740267446,5.35250443488778,4.505838951427999
2020-12-29,5.874990731710372,4.848482843047735,5.6438362574321514,4.7510875616402135
2020-12-30,5.884775078749006,4.856557619828435,5.653235634400336,4.75900013404022
2020-12-31,5.967798589927731,4.925074846136032,5.732992543646285,4.826141001030167
2021-01-01,6.546973338400523,5.403053273564002,6.289379369446138,5.294517900525987
2021-01-02,6.714159731592168,5.541028020418579,6.449987729651944,5.429721040316655
2021-01-03,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-04,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-05,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-06,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-07,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-08,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-09,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-10,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-11,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-12,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-13,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-14,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-15,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-16,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-17,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-18,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-19,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-20,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-21,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-22,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-23,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-24,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-25,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-26,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-27,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-28,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-29,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-30,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-01-31,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-01,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-02,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-03,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-04,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-05,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-06,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-07,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-08,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-09,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-10,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-11,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-12,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-13,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-14,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-15,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-16,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-17,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-18,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-19,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-20,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-21,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-22,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-23,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-24,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-25,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-26,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-27,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-02-28,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-01,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-02,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-03,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-04,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-05,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-06,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-07,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-08,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-09,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-10,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-11,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-12,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-13,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-14,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-15,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-16,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-17,6.70408849199478,5.532716478387951,6.440312748057467,5.42157645875618
2021-03-18,7.364567012331138,6.077792874299151,7.074804407799076,5.955703477163756
2021-03-19,7.353520161812642,6.0686761849877024,7.064192201187377,5.946769921948011
2021-03-20,7.353520161812642,6.0686761849877024,7.064192201187377,5.946769921948011
2021-03-21,7.353520161812642,6.0686761849877024,7.064192201187377,5.946769921948011
2021-03-22,7.353520161812642,6.0686761849877024,7.064192201187377,5.946769921948011
2021-03-23,7.066806406116151,5.950367340868427,6.788759342856159,5.830837640464719
2021-03-24,7.056206196506977,5.945904565362775,6.778576203841875,5.826464512234371
2021-03-25,7.558986682050628,6.157738283164927,7.261574537528522,6.034042959836583
2021-03-26,7.667723651671076,6.241699815453207,7.366033196221336,6.11631789090767
2021-03-27,7.6622960758139556,6.237281646415729,7.360819171074532,6.111988473100348
2021-03-28,7.917511654917805,6.44503287811878,7.605993164462008,6.315566442706887
2021-03-29,8.070145912949865,6.56928060318943,7.752621950607653,6.437318306177273
2021-03-30,8.069318932270042,6.568607422283188,7.751827507899889,6.436658647984409
2021-03-31,8.06655637720837,6.566358640219314,7.74917364696083,6.434455038971368
2021-04-01,8.098092914528522,6.5920300921538555,7.779469363309903,6.459610808296269
2021-04-02,7.837350851579267,6.379780178082348,7.528986328372035,6.251624524885919
2021-04-03,7.995338504477236,6.439298097503734,7.680757877361795,6.309946861132427
2021-04-04,8.122817164155567,6.490632577606067,7.8032208248619614,6.360250145230293
2021-04-05,8.117065766494337,6.4909048301028625,7.7976957188433,6.36051692877744
2021-04-06,7.545469020854288,6.0338209300978916,7.248588735531626,5.912614831928
2021-04-07,7.995052880424204,6.209053011830672,7.680483491331228,6.084326889260475
2021-04-08,7.942827522260641,6.188773595155808,7.630312966232359,6.064454841149709
2021-04-09,8.198843222102917,6.383610500258119,7.876255599204147,6.255377904372963
2021-04-10,8.26751630160129,6.437079285975238,7.942226701744014,6.30777262061309
2021-04-11,8.214983509394086,6.396177310555372,7.891760838749052,6.267692275285585
2021-04-12,8.835615984994918,6.879401087461608,8.487974216487626,6.741209156806582
2021-04-13,9.348300682022208,7.278576840260747,8.9804870754604,7.132366352866746
2021-04-14,9.66126853844903,7.522253276119843,9.281141053683493,7.371147868848603
2021-04-15,9.310140431355235,7.2488653102008165,8.943828259107805,7.103251661637621
2021-04-16,8.906364244287868,7.086238809083372,8.555938849826122,6.943891966726032
2021-04-17,8.591398066577376,6.960939332730145,8.253365175278422,6.821109479326812
2021-04-18,8.48653865193562,6.918459632794786,8.152631507207431,6.779483102474826
2021-04-19,8.607332669618636,6.967696934921044,8.268672823323998,6.827731336257115
2021-04-20,8.205015948965164,6.804857813385795,7.8821854570138505,6.668163292000983
2021-04-21,7.885180128169252,6.672229351864145,7.574933737944666,6.538199042512395
2021-04-22,7.79886730635049,6.635711546701774,7.492016937645274,6.502414799172414
2021-04-23,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-04-24,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-04-25,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-04-26,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-04-27,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-04-28,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-04-29,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-04-30,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-01,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-02,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-03,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-04,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-05,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-06,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-07,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-08,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-09,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-10,7.787169005390965,6.6307347630417475,7.480778912238806,6.497537988073035
2021-05-11,6.80828290277156,6.213976496642015,6.540407577176043,6.089151472166988
2021-05-12,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-13,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-14,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-15,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-16,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-17,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-18,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-19,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-20,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-21,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-22,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-23,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-24,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-25,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-26,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-27,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-28,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-29,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-30,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-05-31,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-01,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-02,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-03,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-04,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-05,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-06,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-07,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-08,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-09,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-10,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-11,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-12,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-13,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-14,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-15,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-16,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-17,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-18,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-19,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-20,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-21,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-22,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-23,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-24,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-25,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-26,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-27,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-28,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-29,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-06-30,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-01,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-02,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-03,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-04,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-05,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-06,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-07,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-08,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-09,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-10,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-11,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-12,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-13,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-14,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-15,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-16,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-17,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-18,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-19,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-20,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-21,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-22,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-23,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-24,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-25,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-26,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-27,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-28,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-29,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-30,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-07-31,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-01,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-02,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-03,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-04,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-05,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-06,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-07,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-08,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-09,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-10,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-11,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-12,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-13,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-14,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-15,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-16,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-17,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-18,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-19,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-20,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-21,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-22,6.798070478417403,6.209316014269533,6.530596965810279,6.084584608562863
2021-08-23,6.414092556910545,5.858592928254469,6.161726849342379,5.740906772528941
2021-08-24,6.40447141807518,5.849805038862088,6.152484259068366,5.732295412370148
2021-08-25,6.1295656147793,5.724256398829591,5.888394763293433,5.609268766438101
2021-08-26,6.486753705450439,5.891041155051147,6.231529108335344,5.772703186318882
2021-08-27,6.429345999560049,5.834487218451051,6.17638013759546,5.717285293043714
2021-08-28,6.387712036813859,5.796705331535534,6.136384284117898,5.680262360553192
2021-08-29,6.399938669376638,5.807800726217531,6.1481298536541455,5.691134873331227
2021-08-30,6.795391958554627,5.9828773686014864,6.528023833662821,5.862694613747112
2021-08-31,7.148539938624517,6.298287144574596,6.867277028293329,6.171768505922337
2021-09-01,7.05050588834063,6.211913339023417,6.773100177176144,6.087129758815257
2021-09-02,7.099320110315954,6.254921560195747,6.819993778961023,6.129274040083185
2021-09-03,6.983216965619532,6.152627812106699,6.708458771066842,6.029035146822725
2021-09-04,7.099624283781111,6.255189555036899,6.820285984567737,6.12953665150156
2021-09-05,7.0573531687099305,6.2179461986416795,6.779678047844855,6.093041431645975
2021-09-06,6.172751007228859,5.438559293126095,5.929881004689988,5.329310682797393
2021-09-07,6.163491880718016,5.430401454186406,5.920986183182953,5.321316716773198
2021-09-08,6.163491880718016,5.430401454186406,5.920986183182953,5.321316716773198
2021-09-09,6.163491880718016,5.430401454186406,5.920986183182953,5.321316716773198
