ts,selected,n_selected,gross_exposure,raw_strategy_ret,turnover,cost,strategy_ret,equity
2018-06-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-31,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-31,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-31,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-31,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-29,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-30,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-31,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-27,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-02-28,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-01,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-02,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-03,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-04,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-05,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-06,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-07,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-08,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-09,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-10,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-11,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-12,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-13,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-14,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-15,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-16,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-17,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-18,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-19,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-20,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-21,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-22,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-23,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-24,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-25,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-26,,0,0.0,0.0,0.0,0.0,0.0,1.0
2019-03-27,LTCUSDT,1,1.25,-0.019124348958333287,1.25,0.001875,-0.02099934895833329,0.9790006510416667
2019-03-28,BNBUSDT,1,1.25,-0.014340143401433969,2.5,0.00375,-0.01809014340143397,0.9612903888742257
2019-03-29,BNBUSDT,1,1.25,0.037275497259533774,0.0,0.0,0.037275497259533774,0.997122966130323
2019-03-30,BNBUSDT,1,1.25,0.04206794525715235,0.0,0.0,0.04206794525715235,1.039069880484143
2019-03-31,BNBUSDT,1,1.25,0.025031931393121043,0.0,0.0,0.025031931393121043,1.0650798064450806
2019-04-01,BNBUSDT,1,1.25,0.12764271499485697,0.0,0.0,0.12764271499485697,1.2010294846259273
2019-04-02,BNBUSDT,1,1.25,-0.0739646471050695,0.0,0.0,-0.0739646471050695,1.1121957626327872
2019-04-03,BNBUSDT,1,1.25,0.029860261255384435,0.0,0.0,0.029860261255384435,1.1454062186721337
2019-04-04,,0,0.0,0.0,1.25,0.001875,-0.001875,1.1432585820121235
2019-04-05,BNBUSDT,1,1.25,-0.01879611891127092,1.25,0.001875,-0.020671118911270922,1.11962614791702
2019-04-06,BNBUSDT,1,1.25,-0.008008073606123323,0.0,0.0,-0.008008073606123323,1.1106600993131601
2019-04-07,BNBUSDT,1,1.25,-0.06427979717501323,0.0,0.0,-0.06427979717501323,1.03926709339893
2019-04-08,BNBUSDT,1,1.25,0.022298458645989283,0.0,0.0,0.022298458645989283,1.0624411477032236
2019-04-09,ETHUSDT,1,1.25,0.018041237113401998,2.5,0.00375,0.014291237113401998,1.0776247460640855
2019-04-10,BNBUSDT,1,1.25,-0.04690926535087722,2.5,0.00375,-0.050659265350877225,1.0230330681045532
2019-04-11,,0,0.0,0.0,1.25,0.001875,-0.001875,1.021114881101857
2019-04-12,,0,0.0,0.0,0.0,0.0,0.0,1.021114881101857
2019-04-13,,0,0.0,0.0,0.0,0.0,0.0,1.021114881101857
2019-04-14,,0,0.0,0.0,0.0,0.0,0.0,1.021114881101857
2019-04-15,,0,0.0,0.0,0.0,0.0,0.0,1.021114881101857
2019-04-16,BTCUSDT,1,1.25,0.0070307245077042,1.25,0.001875,0.0051557245077042,1.0263794681195355
2019-04-17,BTCUSDT,1,1.25,0.013362945479566957,0.0,0.0,0.013362945479566957,1.0400949209933639
2019-04-18,BTCUSDT,1,1.25,5.705114064252781e-05,0.0,0.0,5.705114064252781e-05,1.040154259594983
2019-04-19,BTCUSDT,1,1.25,0.007856058934941623,0.0,0.0,0.007856058934941623,1.0483257727597919
2019-04-20,BTCUSDT,1,1.25,-0.008406985995128013,0.0,0.0,-0.008406985995128013,1.0395125126698685
2019-04-21,BTCUSDT,1,1.25,0.024019527638152738,0.0,0.0,0.024019527638152738,1.0644811121981481
2019-04-22,BTCUSDT,1,1.25,0.03177301694560902,0.0,0.0,0.03177301694560902,1.0983028886143005
2019-04-23,BTCUSDT,1,1.25,-0.01781940214551886,0.0,0.0,-0.01781940214551886,1.0787317877644973
2019-04-24,BTCUSDT,1,1.25,-0.04503693444136661,0.0,0.0,-0.04503693444136661,1.0301490149591295
2019-04-25,BTCUSDT,1,1.25,0.02255790340811137,0.0,0.0,0.02255790340811137,1.0533870169345385
2019-04-26,BTCUSDT,1,1.25,-0.004330460473081221,0.0,0.0,-0.004330460473081221,1.0488253660948466
2019-04-27,BTCUSDT,1,1.25,0.0027923651120062565,0.0,0.0,0.0027923651120062565,1.051754069455717
2019-04-28,BTCUSDT,1,1.25,-0.016340023212347843,0.0,0.0,-0.016340023212347843,1.0345683835471293
2019-04-29,BTCUSDT,1,1.25,0.01972789959794885,0.0,0.0,0.01972789959794885,1.0549782447449594
2019-04-30,BTCUSDT,1,1.25,0.014657072889278089,0.0,0.0,0.014657072889278089,1.0704411377747889
2019-05-01,BTCUSDT,1,1.25,0.025465801010551292,0.0,0.0,0.025465801010551292,1.0977007787828699
2019-05-02,BTCUSDT,1,1.25,0.06367800439478821,0.0,0.0,0.06367800439478821,1.167600173798368
2019-05-03,BTCUSDT,1,1.25,0.012290630537929448,0.0,0.0,0.012290630537929448,1.181950716150546
2019-05-04,BTCUSDT,1,1.25,-0.011542684129720593,0.0,0.0,-0.011542684129720593,1.1683078323771232
2019-05-05,BTCUSDT,1,1.25,-0.006023162881214489,0.0,0.0,-0.006023162881214489,1.1612709240073171
2019-05-06,BTCUSDT,1,1.25,0.02143215044390967,0.0,0.0,0.02143215044390967,1.18615945715678
2019-05-07,BTCUSDT,1,1.25,0.030136375920661318,0.0,0.0,0.030136375920661318,1.2219060044595043
2019-05-08,BTCUSDT,1,1.25,0.04632521558167402,0.0,0.0,0.04632521558167402,1.2785110635366328
2019-05-09,BTCUSDT,1,1.25,0.033045828917828146,0.0,0.0,0.033045828917828146,1.3207605214118148
2019-05-10,BTCUSDT,1,1.25,0.13785768193393416,0.0,0.0,0.13785768193393416,1.5028375052835017
2019-05-11,BTCUSDT,1,1.25,-0.01923873197837267,0.0,0.0,-0.01923873197837267,1.473924817312306
2019-05-12,BTCUSDT,1,1.25,0.14772559280410935,0.0,0.0,0.14772559280410935,1.691661234698455
2019-05-13,BTCUSDT,1,1.25,0.025166191528114834,0.0,0.0,0.025166191528114834,1.7342339053315634
2019-05-14,BTCUSDT,1,1.25,0.03496513395306211,0.0,0.0,0.03496513395306211,1.7948716261374236
2019-05-15,BTCUSDT,1,1.25,-0.04640220713426277,0.0,0.0,-0.04640220713426277,1.7115856211619838
2019-05-16,BTCUSDT,1,1.25,-0.08125026218475856,0.0,0.0,-0.08125026218475856,1.5725188406909096
