ts,old_baseline,phase42_full12,phase45_without_BNBUSDT,phase45_without_BNBUSDT_and_DOGEUSDT
2020-06-02,1.9447746745822023,2.4505797941815812,2.7506787994900086,2.7506787994900086
2020-06-03,1.9343556707227934,2.4374509722840765,2.735942216685608,2.735942216685608
2020-06-04,1.9090637376900295,2.393612389350626,2.6867351429306408,2.6867351429306408
2020-06-05,1.924254804385809,2.405478336599771,2.7000541989399927,2.7000541989399927
2020-06-06,1.9450928121046271,2.4315275770804337,2.7292934400792124,2.7292934400792124
2020-06-07,1.9597271381361636,2.4498217001660896,2.749827868970878,2.749827868970878
2020-06-08,1.939048199178558,2.423971308849402,2.7208118281456986,2.7208118281456986
2020-06-09,1.9707028826598159,2.4635422924803314,2.7652286906396277,2.7652286906396277
2020-06-10,1.8333470073529508,2.291836039388333,2.5724952194662225,2.5724952194662225
2020-06-11,1.8893392112996983,2.3618309451073642,2.6510617300082475,2.6510617300082475
2020-06-12,1.8937931366136442,2.3673987216986507,2.6573113388013634,2.6573113388013634
2020-06-13,1.843368339309329,2.304363536718728,2.5865568392507328,2.5865568392507328
2020-06-14,1.836130710674167,2.2953158997578873,2.57640122496192,2.57640122496192
2020-06-15,1.833376514608156,2.3394604141602304,2.6259516946787653,2.6259516946787653
2020-06-16,1.833376514608156,2.3247455760261158,2.6094348714398166,2.6094348714398166
2020-06-17,1.833376514608156,2.3041551238211806,2.58632290402439,2.58632290402439
2020-06-18,1.833376514608156,2.2799535669248336,2.5591576145579986,2.5591576145579986
2020-06-19,1.833376514608156,2.3236276408642187,2.6081800334801075,2.6081800334801075
2020-06-20,1.833376514608156,2.3262425217242835,2.611115133721303,2.611115133721303
2020-06-21,1.833376514608156,2.4947632477910315,2.800272976925212,2.800272976925212
2020-06-22,1.833376514608156,2.491021102919345,2.796072567459824,2.796072567459824
2020-06-23,1.833376514608156,2.491021102919345,2.796072567459824,2.796072567459824
2020-06-24,1.833376514608156,2.4651969086591503,2.7670859317934053,2.7670859317934053
2020-06-25,1.833376514608156,2.4348723359332785,2.7330477994711293,2.7330477994711293
2020-06-26,1.833376514608156,2.342626258060872,2.6295052291201504,2.6295052291201504
2020-06-27,1.833376514608156,2.3849322179127004,2.676991994143186,2.676991994143186
2020-06-28,1.833376514608156,2.4167412102824954,2.7126963287469716,2.7126963287469716
2020-06-29,1.833376514608156,2.3920362262086208,2.6849659622046977,2.6849659622046977
2020-06-30,1.833376514608156,2.449186382499687,2.7491147500428332,2.7491147500428332
2020-07-01,1.833376514608156,2.4901804246724812,2.7951289394105223,2.7951289394105223
2020-07-02,1.833376514608156,2.4545367470378867,2.755120322413793,2.755120322413793
2020-07-03,1.833376514608156,2.500764573489741,2.807009227427019,2.807009227427019
2020-07-04,1.833376514608156,2.461281547754768,2.762691094189011,2.762691094189011
2020-07-05,1.833376514608156,2.62921980663546,2.951195141036692,2.951195141036692
2020-07-06,1.9547846482535778,2.7993856958641787,3.1421996147572155,3.1421996147572155
2020-07-07,2.2190397906661414,3.1778171851789647,3.5669739792521513,3.5669739792521513
2020-07-08,2.0767538133521275,2.97405390620562,3.3382577656779944,3.3382577656779944
2020-07-09,2.0643442695514893,2.9562825883068724,3.318310164910557,3.318310164910557
2020-07-10,2.046632288129076,2.930917816037142,3.2898392122397255,3.2898392122397255
2020-07-11,2.0774357340811003,2.9750304634627605,3.3393539125368243,3.3393539125368243
2020-07-12,2.049284807086056,2.934716405121015,3.2941029780986426,3.2941029780986426
2020-07-13,2.05732792908464,2.9462347075043707,3.3070318165095514,3.3070318165095514
2020-07-14,2.0416695107256944,2.923810778396348,3.2818618438585263,3.2818618438585263
2020-07-15,1.9985446863928604,2.8620530720004815,3.212541263442588,3.212541263442588
2020-07-16,1.9908438249048543,2.8510249101440768,3.2001625883683134,3.2001625883683134
2020-07-17,2.016513363198208,2.887785449665426,3.2414248386158957,3.2414248386158957
2020-07-18,2.0459477671079203,2.9299375349832393,3.2887388855664565,3.2887388855664565
2020-07-19,2.019422577538122,2.891951644144512,3.246101226977288,3.246101226977288
2020-07-20,2.1013939698215642,3.009340300349353,3.377865346101234,3.377865346101234
2020-07-21,2.256694676496353,3.2317415644535137,3.627501960099106,3.627501960099106
2020-07-22,2.3556079640534087,3.3733921767424446,3.786499164386456,3.786499164386456
2020-07-23,2.3885505381965455,3.4205682024615083,3.8394523855375193,3.8394523855375193
2020-07-24,2.611961086476366,3.7405074314289815,4.198571503525644,4.198571503525644
2020-07-25,2.6610754697443157,3.8108425970464954,4.277519942332684,4.277519942332684
2020-07-26,2.7545981542597673,3.944773496035943,4.427852074068042,4.427852074068042
2020-07-27,2.7104465483951996,3.8815453680592227,4.356881003642201,4.356881003642201
2020-07-28,2.718489670393784,3.893063670442579,4.36980984205311,4.36980984205311
2020-07-29,2.8653194294317665,4.103333956504695,4.605829913469281,4.605829913469281
2020-07-30,2.963377065712377,4.2437592174762475,4.763451709415044,4.763451709415044
2020-07-31,3.311370439842606,4.742109598254,5.322830281938099,5.322830281938099
2020-08-01,3.1866164837369078,4.563453376180245,5.12229574573485,5.12229574573485
2020-08-02,3.219787203112044,4.610956121520117,5.175615696725305,5.175615696725305
2020-08-03,3.2439167414228964,4.6455112754372285,5.1627733098224216,5.1627733098224216
2020-08-04,3.38819240545139,4.852123922259222,5.417840458316673,5.417840458316673
2020-08-05,3.311890815625625,4.742854812068095,5.425936144025925,5.425936144025925
2020-08-06,3.251268831264914,4.656039972374171,5.348332884375352,5.348332884375352
2020-08-07,3.33732467890088,4.77927784879847,5.425451786761268,5.425451786761268
2020-08-08,3.264327889855586,4.7325415338723165,5.388672925131712,5.388672925131712
2020-08-09,3.2956143078169617,4.7637021813083935,5.486116380927867,5.486116380927867
2020-08-10,3.0995537258319237,4.4803030530016015,5.255082578613219,5.255082578613219
2020-08-11,3.137120793237316,4.534605014405263,5.334540234648476,5.334540234648476
2020-08-12,3.195626806251256,4.619173533589407,5.434027216808847,5.434027216808847
2020-08-13,3.1903477826816764,4.611542878499114,5.425050462170553,5.425050462170553
2020-08-14,3.2152671611555506,4.647563021181247,5.46742480343847,5.46742480343847
2020-08-15,3.231163912500739,4.670541252850885,5.494456551732612,5.494456551732612
2020-08-16,3.216952366756637,4.649998930498308,5.665194793987065,5.665194793987065
2020-08-17,3.1449902043566103,4.5459799895732225,5.5101451141811415,5.5101451141811415
2020-08-18,3.063608337289304,4.428345175102387,5.422305771004169,5.422305771004169
2020-08-19,3.1611871674690977,4.5693921674869165,5.467955289966426,5.467955289966426
2020-08-20,3.0256419985649363,4.373466080128022,5.319322190685613,5.319322190685613
2020-08-21,3.0511000875675944,4.41026491117638,5.380037527041841,5.380037527041841
2020-08-22,3.006976937601721,4.346486347877855,5.302234703202999,5.302234703202999
2020-08-23,3.137581218605794,4.3707878945434775,5.331879914014459,5.331879914014459
2020-08-24,2.9471006084201257,4.092327708082299,4.992189150960362,4.992189150960362
2020-08-25,2.9692656248780946,4.131757923094617,5.040289671164491,5.040289671164491
2020-08-26,2.9497173117519697,4.0921610082982465,4.991985795581033,4.991985795581033
2020-08-27,3.040840157190286,4.074289666695071,5.14619852243072,5.14619852243072
2020-08-28,3.0680846565865387,4.098570519241139,5.192306043803008,5.192306043803008
2020-08-29,3.301202138708717,4.40998579837776,5.586824920177755,5.586824920177755
2020-08-30,3.3385286421188383,4.459849255089963,5.649994829402501,5.649994829402501
2020-08-31,3.6587669528188655,4.887646870305374,6.1919535763801585,6.1919535763801585
2020-09-01,3.38247386572127,4.518554479384123,5.724366000881531,5.724366000881531
2020-09-02,2.935325443426831,3.9212211113472226,4.967629562539741,4.967629562539741
2020-09-03,3.014919195957795,4.02754823206042,5.1023309050950285,5.1023309050950285
2020-09-04,2.934234662233065,3.9197639665340533,4.965783567262949,4.965783567262949
2020-09-05,2.960068374544199,3.954274517425687,5.009503527948846,5.009503527948846
2020-09-06,2.99390531378403,3.9994763606447137,5.066767835744786,5.066767835744786
2020-09-07,2.922678614406701,3.9043265577785946,4.946226565521653,4.946226565521653
2020-09-08,2.949389708970386,3.940009179664649,4.991431373492604,4.991431373492604
2020-09-09,2.9833507516209403,3.9853768092414392,5.048905709029522,5.048905709029522
2020-09-10,2.998075765609478,4.005047553364902,5.073825744714858,5.073825744714858
2020-09-11,3.0133808908899993,4.025493252323491,5.099727537980115,5.099727537980115
2020-09-12,2.982184756785313,3.9838191885778014,5.046932425137543,5.046932425137543
2020-09-13,3.0800071056930967,4.114497393462288,5.212483128688857,5.212483128688857
2020-09-14,3.112776178375547,4.158272702905211,5.267940221039172,5.267940221039172
2020-09-15,3.1614651211404707,4.223314932102157,5.350339476627497,5.350339476627497
2020-09-16,3.157418772725745,4.217909525739731,5.343491595398403,5.343491595398403
2020-09-17,3.1555139296774435,4.215364897922897,5.340267913792695,5.340267913792695
2020-09-18,3.198015018661217,4.272140942211825,5.412195088528537,5.412195088528537
2020-09-19,3.1517302187133174,4.21031034175946,5.3338645098759025,5.3338645098759025
2020-09-20,3.0065407726710984,4.016355725163042,5.088151590395983,5.088151590395983
2020-09-21,3.0389779408830115,4.0596876524863665,5.143046980648335,5.143046980648335
2020-09-22,2.955814225069658,3.9485915153014233,5.002303972362765,5.002303972362765
2020-09-23,2.9513805037320537,4.139384624610259,5.2440117116658955,5.2440117116658955
2020-09-24,2.93330480458141,4.120242083533624,5.219760834132047,5.219760834132047
2020-09-25,2.944813859362376,4.136408181163902,5.240240981060432,5.240240981060432
2020-09-26,2.9573439893588236,4.154008523563668,5.262538112166578,5.262538112166578
2020-09-27,2.935898665007838,4.123885527907727,5.224376560067493,5.224376560067493
2020-09-28,2.9755229709506033,4.179543478155925,5.294887268643252,5.294887268643252
2020-09-29,2.957986278607272,4.154910709789637,5.263681053826785,5.263681053826785
2020-09-30,2.9147662508035324,4.094202058874693,5.186771825700302,5.186771825700302
2020-10-01,2.9013907144458786,4.075414223493738,5.162970309844825,5.162970309844825
2020-10-02,2.893611877992443,4.064487745868122,5.149128016404557,5.149128016404557
2020-10-03,2.9278041735818743,4.112515668162511,5.20997256452926,5.20997256452926
2020-10-04,2.9622736965819603,4.16093299562281,5.271310433626958,5.271310433626958
2020-10-05,2.9578302860370873,4.154691596129376,5.263403467976518,5.263403467976518
2020-10-06,2.9578302860370873,4.154691596129376,5.263403467976518,5.263403467976518
2020-10-07,2.9578302860370873,4.154691596129376,5.263403467976518,5.263403467976518
2020-10-08,2.9578302860370873,4.154691596129376,5.263403467976518,5.263403467976518
2020-10-09,2.9578302860370873,4.154691596129376,5.263403467976518,5.263403467976518
2020-10-10,2.9578302860370873,4.154691596129376,5.263403467976518,5.263403467976518
2020-10-11,3.173537377987714,4.457682760424168,5.263403467976518,5.263403467976518
2020-10-12,3.1813339530477447,4.468634154435318,5.181019172404754,5.181019172404754
2020-10-13,3.1929718685424,4.484981255190341,5.149066109589429,5.149066109589429
2020-10-14,3.243458057111739,4.555896258109818,5.134789209182582,5.134789209182582
2020-10-15,3.1115478761491917,4.370609724640964,4.969721046383418,4.969721046383418
2020-10-16,3.1311998010681013,4.398213636769997,5.008064721761807,5.008064721761807
2020-10-17,3.174469239548673,4.458991691979286,5.141179821745648,5.141179821745648
2020-10-18,3.0969590657114967,4.350117673961401,5.1573603088734075,5.1573603088734075
2020-10-19,2.9843073570087886,4.191882392631643,5.010784131363111,5.010784131363111
2020-10-20,3.152378636675014,4.427962311238312,5.30801560078566,5.30801560078566
2020-10-21,3.23905277991614,4.549708422306804,5.628905933739555,5.628905933739555
2020-10-22,3.2388519221933945,4.482537194482672,5.562688309947798,5.562688309947798
2020-10-23,3.25312334355826,4.515736304011362,5.603887365407556,5.603887365407556
2020-10-24,3.2035537443988833,4.446927588552559,5.518497903926605,5.518497903926605
2020-10-25,3.291629780755279,4.300763852211724,5.3371132835196144,5.3371132835196144
2020-10-26,3.3378447221639065,4.348244885233196,5.485729018230889,5.485729018230889
2020-10-27,3.237319347582214,4.217289438756459,5.320516130780026,5.320516130780026
2020-10-28,3.2835130815641014,4.277466494382446,5.396435272638907,5.396435272638907
2020-10-29,3.3089891820802615,4.3106544743473325,5.43830510047867,5.43830510047867
2020-10-30,3.365334312436404,4.3840558591547305,5.530908005154928,5.530908005154928
2020-10-31,3.35813560587293,4.374678029566951,5.5190769714262595,5.5190769714262595
2020-11-01,3.3063708050827674,4.307243487517608,5.434001812617362,5.434001812617362
2020-11-02,3.3014112488751435,4.457975408783419,5.624164624576194,5.624164624576194
2020-11-03,3.3014112488751435,4.496275100604966,5.672483368428058,5.672483368428058
2020-11-04,3.3014112488751435,4.9559508755956365,6.252408557648135,6.252408557648135
2020-11-05,3.294320311550437,4.952740161058803,6.248357932541031,6.248357932541031
2020-11-06,3.133278391201485,4.7106268535793285,5.94290871530616,5.94290871530616
2020-11-07,3.272156484325605,4.919418666231988,6.2063196628651305,6.2063196628651305
2020-11-08,3.2411393901106584,4.872787011241095,6.1474893463343365,6.1474893463343365
2020-11-09,3.234542257794166,4.862868764355037,6.134976524221304,6.134976524221304
2020-11-10,3.3163784155009686,4.985902709621418,6.29019567622153,6.29019567622153
2020-11-11,3.4448575673646675,5.179060567727401,6.533882886872842,6.533882886872842
2020-11-12,3.450955685826451,5.188228588246436,6.545449226287581,6.545449226287581
2020-11-13,3.398041187037915,5.108675983014511,6.445085965589298,6.445085965589298
2020-11-14,3.3740525760986166,5.072611075667611,6.3995866172327736,6.3995866172327736
2020-11-15,3.5340266913771106,5.3131190258786685,6.703010521914092,6.703010521914092
2020-11-16,3.7340149515137173,5.613784958164009,7.082329505334844,7.082329505334844
2020-11-17,3.7586992215979276,5.650895731929342,7.129148314741107,7.129148314741107
2020-11-18,3.7643448444456955,5.659383462437604,7.1398564028955285,7.1398564028955285
2020-11-19,3.9446770334239307,5.930498105282945,7.481893593251295,7.481893593251295
2020-11-20,3.954853955808316,8.30209101324108,10.473886081714555,10.473886081714555
2020-11-21,3.8936676680383315,8.392618901478974,10.58809571722802,10.58809571722802
2020-11-22,3.883850204786577,9.120190009574621,11.505996628021052,11.505996628021052
2020-11-23,3.8491602709863098,9.066090489487593,11.43774488161605,11.43774488161605
2020-11-24,3.623480130133235,8.5345364791034,10.767138387160257,10.767138387160257
2020-11-25,3.3074515821723613,7.790181032365796,9.828062419310829,9.828062419310829
2020-11-26,3.302490404799103,7.778495760817248,9.813320325681863,9.813320325681863
2020-11-27,3.4093562683765404,8.030201463157885,10.130871271368806,10.130871271368806
2020-11-28,3.49885070397688,8.240991504189457,10.396803176162837,10.396803176162837
2020-11-29,3.7895488870181997,8.925685267774135,11.26061019408261,11.26061019408261
2020-11-30,3.6104388017864166,8.503819685160947,10.728386198099011,10.728386198099011
2020-12-01,3.6949288295311318,8.70282263205477,10.979447550277285,10.979447550277285
2020-12-02,3.736836175745411,8.801528782540831,11.103974849978854,11.103974849978854
2020-12-03,3.588420176834568,8.45195828365677,10.662958053487435,10.662958053487435
2020-12-04,3.6840715156021484,8.677249939928934,10.94718514027701,10.94718514027701
2020-12-05,3.7248109742468913,8.773205315274044,11.068242072643798,11.068242072643798
2020-12-06,3.687773353631453,8.685969036092342,10.958185118451834,10.958185118451834
2020-12-07,3.5256178404964627,8.304037276447941,10.476341479888475,10.476341479888475
2020-12-08,3.5674020486473967,8.40245339462919,10.600502875950133,10.600502875950133
2020-12-09,3.5122496644945893,8.2725506443568,10.436618065980642,10.436618065980642
2020-12-10,3.470286521345357,8.17371307298262,10.311924966192237,10.311924966192237
2020-12-11,3.618852594770901,8.52363704873817,10.753387707744796,10.753387707744796
2020-12-12,3.689329895713423,8.689635225695355,10.96281036915008,10.96281036915008
2020-12-13,3.7082142721466966,8.734114398691116,11.018925122677047,11.018925122677047
2020-12-14,3.7026519507384767,8.72101322709308,11.002396734993031,11.002396734993031
2020-12-15,4.060968010314644,9.564970244014528,12.067129660589808,12.067129660589808
2020-12-16,4.339174179304024,10.220241036920507,12.893816771900172,12.893816771900172
2020-12-17,4.398222850526469,10.359320877430633,13.06927936360662,13.06927936360662
2020-12-18,4.534166318148863,10.679514294215416,13.47323414634388,13.47323414634388
2020-12-19,4.464485345812773,10.51539174380974,13.266177768179892,13.266177768179892
2020-12-20,4.324432472872736,10.185519270336005,12.850011924762033,12.850011924762033
2020-12-21,4.532106857030897,10.674663558070232,13.46711447628533,13.46711447628533
2020-12-22,4.422085571446941,10.415525756406728,13.140187222686132,13.140187222686132
2020-12-23,4.516577149765192,10.638085779688963,13.42096809180501,13.42096809180501
2020-12-24,4.703731154706345,11.078897547662377,13.97709452234751,13.97709452234751
2020-12-25,5.04270855712867,11.877305404933741,14.98436280337078,14.98436280337078
2020-12-26,5.002408214937623,11.782384299201837,14.864610701568871,14.864610701568871
2020-12-27,5.154250646255374,12.140025219702606,15.31580911092264,15.31580911092264
2020-12-28,5.212416147460503,12.277024892401862,15.48864737092191,15.48864737092191
2020-12-29,5.496123095221532,12.945251902922974,16.33167999652914,16.33167999652914
2020-12-30,5.505276467232902,12.966811228359367,16.358879158554615,16.358879158554615
2020-12-31,5.58294594078166,13.149749434588816,16.589673295716505,16.589673295716505
2021-01-01,6.124770746405432,14.425932386559126,18.199700798070392,18.199700798070392
2021-01-02,6.281175588351434,14.794319346375978,18.66445636928215,18.66445636928215
2021-01-03,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-04,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-05,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-06,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-07,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-08,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-09,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-10,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-11,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-12,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-13,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-14,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-15,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-16,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-17,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-18,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-19,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-20,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-21,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-22,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-23,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-24,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-25,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-26,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-27,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-28,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-29,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-30,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-01-31,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-01,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-02,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-03,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-04,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-05,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-06,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-07,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-08,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-09,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-10,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-11,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-12,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-13,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-14,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-15,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-16,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-17,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-18,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-19,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-20,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-21,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-22,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-23,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-24,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-25,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-26,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-27,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-02-28,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-01,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-02,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-03,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-04,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-05,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-06,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-07,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-08,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-09,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-10,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-11,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-12,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-13,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-14,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-15,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-16,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-17,6.271753824968908,14.772127867356415,18.636459684728226,18.636459684728226
2021-03-18,6.8896392677365075,16.227459664915667,20.472500681438728,20.472500681438728
2021-03-19,6.879304808834903,16.203118475418293,20.44179193041657,20.44179193041657
2021-03-20,6.879304808834903,16.203118475418293,20.44179193041657,20.44179193041657
2021-03-21,6.879304808834903,16.203118475418293,20.44179193041657,20.44179193041657
2021-03-22,6.879304808834903,16.203118475418293,20.44179193041657,20.44179193041657
2021-03-23,6.611080710046848,15.571358875953589,19.644766450297233,19.644766450297233
2021-03-24,6.601164088981778,15.54800183763966,19.61529930062179,19.61529930062179
2021-03-25,7.071521160952626,16.655853804470194,21.012961079742237,21.012961079742237
2021-03-26,7.173245878033389,16.89545034635059,21.315235155180048,21.315235155180048
2021-03-27,7.168168316828334,16.883490951025347,21.300147228049042,21.300147228049042
2021-03-28,7.406925500052798,17.44584587410926,22.009612035466613,22.009612035466613
2021-03-29,7.549716647988411,17.782167922853247,22.433914638232007,22.433914638232007
2021-03-30,7.548942997812395,17.78034571177104,22.43161574374128,22.43161574374128
2021-03-31,7.54635859498188,17.774258558139287,22.423936214138532,22.423936214138532
2021-04-01,7.575861397458326,17.84374776048845,22.5116035244768,22.5116035244768
2021-04-02,7.33193412343965,17.269215503212322,21.78677583909212,21.78677583909212
2021-04-03,7.47973343538845,17.617333493131323,22.225960155861447,22.225960155861447
2021-04-04,7.5989912244815025,17.898226423374727,22.580333595978658,22.580333595978658
2021-04-05,7.593610724160869,17.885553502698166,22.564345488009568,22.564345488009568
2021-04-06,7.058875229531223,16.626068305681144,20.975383809063562,20.975383809063562
2021-04-07,7.479466230719353,17.616704134637857,22.22516615960742,22.22516615960742
2021-04-08,7.430608792424229,17.501628137411412,22.079986724237806,22.079986724237806
2021-04-09,7.670114498032856,18.065746087023314,22.791675759140208,22.791675759140208
2021-04-10,7.734358973554114,18.217063825833954,22.982577636259784,22.982577636259784
2021-04-11,7.685213927086538,18.101310412876963,22.836543575810733,22.836543575810733
2021-04-12,8.265822925222132,19.46884341891602,24.56181795492718,24.56181795492718
2021-04-13,8.745445503805843,20.59851882656723,25.987012103025787,25.987012103025787
2021-04-14,9.03823062336103,21.288128040262713,26.857020433894167,26.857020433894167
2021-04-15,8.709746139400355,20.51443459901325,25.880931765040486,25.880931765040486
2021-04-16,8.332008755907433,19.624733713907837,24.758488551332963,24.758488551332963
2021-04-17,8.037354183231313,18.930721297963807,23.88292515744823,23.88292515744823
2021-04-18,7.939256964549203,18.699668756960836,23.591430160646087,23.591430160646087
2021-04-19,8.052261192244204,18.96583240873183,23.927221199710377,23.927221199710377
2021-04-20,7.6758891567884815,18.079347385784253,22.808835105328804,22.808835105328804
2021-04-21,7.3766789755932205,17.374604951820306,21.919734761991688,21.919734761991688
2021-04-22,7.295932313159979,17.184418912059407,21.679796785931075,21.679796785931075
2021-04-23,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-04-24,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-04-25,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-04-26,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-04-27,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-04-28,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-04-29,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-04-30,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-01,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-02,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-03,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-04,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-05,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-06,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-07,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-08,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-09,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-10,7.28498841469024,17.158642283691318,21.64727709075218,21.64727709075218
2021-05-11,6.3692289246949905,15.001715105188426,18.926106060687342,18.926106060687342
2021-05-12,6.359675081307948,14.979212532530644,18.89771690159631,18.89771690159631
2021-05-13,6.359675081307948,14.979212532530644,18.89771690159631,18.89771690159631
2021-05-14,6.359675081307948,14.979212532530644,18.89771690159631,18.89771690159631
2021-05-15,6.359675081307948,14.979212532530644,18.89771690159631,18.89771690159631
2021-05-16,6.359675081307948,14.979212532530644,18.89771690159631,18.89771690159631
2021-05-17,6.359675081307948,14.979212532530644,18.89771690159631,18.89771690159631
2021-05-18,6.359675081307948,14.979212532530644,18.89771690159631,18.89771690159631
