ts,n_selected,selected,raw_strategy_ret,turnover,cost,strategy_ret,equity,window
2020-06-21,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-22,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-23,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-24,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-25,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-26,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-27,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-28,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-29,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-06-30,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-01,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-02,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-03,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-04,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-05,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-06,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-07,0,,0.0,0.0,0.0,0.0,0.9902304995331986,1
2020-07-08,1,ETHUSDT,-0.011002162407991612,0.5466768625057395,0.0005466768625057395,-0.011548839270497352,0.9787944866533455,1
2020-07-09,0,,0.0,0.5466768625057395,0.0005466768625057395,-0.0005466768625057395,0.9782594023543438,1
2020-07-10,0,,0.0,0.0,0.0,0.0,0.9782594023543438,1
2020-07-11,0,,0.0,0.0,0.0,0.0,0.9782594023543438,1
2020-07-12,1,ETHUSDT,-0.0074200413314901145,0.5475719862834325,0.0005475719862834325,-0.007967613317773547,0.9704650097119082,1
2020-07-13,1,ETHUSDT,0.002356616173723964,0.05286373031965297,5.286373031965297e-05,0.002303752443404311,0.9727007208492705,1
2020-07-14,1,ETHUSDT,-0.004505612221495467,0.008452436528562202,8.452436528562202e-06,-0.004514064658024029,0.9683098869024502,1
2020-07-15,1,ETHUSDT,-0.013096273757204265,0.028036934450576312,2.8036934450576312e-05,-0.013124310691654841,0.9556014871009413,1
2020-07-16,1,ETHUSDT,-0.0028059461714524236,0.10818517132615713,0.00010818517132615713,-0.0029141313427785806,0.9528167388561746,1
2020-07-17,1,ETHUSDT,0.010861378881264441,0.11416695558333867,0.00011416695558333867,0.010747211925681103,0.9630568622749982,1
2020-07-18,1,ETHUSDT,0.012191304508133745,0.007161663111374561,7.1616631113745615e-06,0.01218414284502237,0.9747908846528359,1
2020-07-19,1,ETHUSDT,-0.010655638523300492,0.013317217901810618,1.3317217901810619e-05,-0.010668955741202302,0.9643908838475473,1
2020-07-20,1,ETHUSDT,0.03288191659222264,0.011824448424493372,1.1824448424493373e-05,0.03287009214379815,0.9960905010622552,1
2020-07-21,1,ETHUSDT,0.05243216885728975,0.10060254645081368,0.00010060254645081369,0.052331566310838934,1.0482174771701915,1
2020-07-22,1,ETHUSDT,0.031149561705937634,0.0012070123365941487,1.2070123365941488e-06,0.03114835469360104,1.0808677269451203,1
2020-07-23,1,ETHUSDT,0.009760181229007901,0.01275714220843549,1.2757142208435491e-05,0.009747424086799466,1.0914034030613893,1
2020-07-24,1,ETHUSDT,0.06334112891442623,0.020716943239866947,2.0716943239866946e-05,0.06332041197118636,1.1605115161699913,1
2020-07-25,1,ETHUSDT,0.012536510100770918,0.010492933660642634,1.0492933660642633e-05,0.012526017167110276,1.1750481033441658,1
2020-07-26,1,ETHUSDT,0.023157031127051832,0.007800998525526515,7.800998525526515e-06,0.023149230128526307,1.2022495623005682,1
2020-07-27,1,ETHUSDT,-0.0104066124456788,0.009641750047185704,9.641750047185705e-06,-0.010416254195725986,1.1897266252529453,1
2020-07-28,1,ETHUSDT,0.0018915288447746827,0.011838612159274953,1.1838612159274952e-05,0.0018796902326154077,1.1919629427699159,1
2020-07-29,1,ETHUSDT,0.03462038769787492,0.003556450646569176,3.556450646569176e-06,0.03461683124722835,1.2332249228127319,1
2020-07-30,1,ETHUSDT,0.021562521515028868,0.010908112411045057,1.0908112411045056e-05,0.021551613402617822,1.2598029095876653,1
2020-07-31,1,ETHUSDT,0.07340592753180075,0.004976930693601944,4.976930693601944e-06,0.07340095060110716,1.3522736407214404,1
2020-08-01,1,ETHUSDT,-0.022662286523324793,0.023566678112720285,2.3566678112720284e-05,-0.022685853201437515,1.3215961594198602,1
2020-08-02,0,,0.0,0.601529827470967,0.0006015298274709669,-0.0006015298274709669,1.320801179910098,1
2020-08-03,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-04,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-05,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-06,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-07,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-08,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-09,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-10,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-11,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-12,0,,0.0,0.0,0.0,0.0,1.320801179910098,1
2020-08-13,1,BTCUSDT,-0.00108718492661924,0.6581211940172166,0.0006581211940172166,-0.0017453061206364566,1.318495977526657,1
2020-08-14,0,,0.0,0.6581211940172166,0.0006581211940172166,-0.0006581211940172166,1.3176282473796201,1
2020-08-15,0,,0.0,0.0,0.0,0.0,1.3176282473796201,1
2020-08-16,0,,0.0,0.0,0.0,0.0,1.3176282473796201,1
2020-08-17,0,,0.0,0.0,0.0,0.0,1.3176282473796201,1
2020-08-18,0,,0.0,0.0,0.0,0.0,1.3176282473796201,1
2020-08-19,0,,0.0,0.0,0.0,0.0,1.3176282473796201,1
2020-08-20,0,,0.0,0.0,0.0,0.0,1.3176282473796201,1
2020-08-21,0,,0.0,0.0,0.0,0.0,1.3176282473796201,1
2020-08-22,1,ETHUSDT,-0.005321628657820888,0.4643091635137123,0.0004643091635137123,-0.005785937821334601,1.3100045322686475,1
2020-08-23,1,ETHUSDT,0.01817302498584111,0.04590123232821103,4.590123232821103e-05,0.0181271237535129,1.3337511465427443,1
2020-08-24,1,ETHUSDT,-0.03480967133558257,0.15497416215148047,0.00015497416215148047,-0.03496464549773405,1.287117010521681,1
2020-08-25,1,ETHUSDT,0.003089563730522102,0.1625881213478098,0.0001625881213478098,0.0029269756091742922,1.2908843706176312,1
2020-08-26,1,ETHUSDT,-0.0027394538450257687,0.005311810668066741,5.311810668066741e-06,-0.0027447656556938353,1.287341195531688,1
2020-08-27,1,ETHUSDT,0.01198671612740779,0.028086467610653032,2.8086467610653034e-05,0.011958629659797137,1.302736032134852,1
2020-08-28,1,ETHUSDT,0.004173642015786871,0.07781336768154001,7.781336768154001e-05,0.004095828648105331,1.308071815696189,1
2020-08-29,1,ETHUSDT,0.03650053247184864,0.014554813802163113,1.4554813802163114e-05,0.036485977658046474,1.3557980947388004,1
2020-08-30,1,ETHUSDT,0.004578450287324765,0.07546368905707823,7.546368905707823e-05,0.004502986598267687,1.361903235389366,1
2020-08-31,1,ETHUSDT,0.04096066501360112,0.0220967855633199,2.20967855633199e-05,0.0409385682280378,1.417657603911339,1
2020-09-01,1,ETHUSDT,-0.034885286630583524,0.034942227692701056,3.494222769270106e-05,-0.034920228858276225,1.3681526759400797,1
2020-09-02,1,ETHUSDT,-0.06645414679121478,0.040732489335121136,4.073248933512114e-05,-0.0664948792805499,1.277177528916083,1
2020-09-03,0,,0.0,0.5026953100643526,0.0005026953100643526,-0.0005026953100643526,1.2765354977621772,1
2020-09-04,0,,0.0,0.0,0.0,0.0,1.2765354977621772,1
2020-09-05,0,,0.0,0.0,0.0,0.0,1.2765354977621772,1
2020-09-06,1,BTCUSDT,0.009705642049766781,0.8490532752543418,0.0008490532752543419,0.008856588774512439,1.2878412477219243,1
2020-09-07,1,BTCUSDT,-0.019618090079991938,0.02443687929262983,2.443687929262983e-05,-0.01964252695928457,1.2625447912942678,1
2020-09-08,1,BTCUSDT,0.007349496688997284,0.020448047548599635,2.0448047548599635e-05,0.007329048641448684,1.2717980434816714,1
2020-09-09,1,BTCUSDT,0.009256402540285312,0.000284360653408644,2.8436065340864403e-07,0.009256118179631904,1.2835699564727625,1
2020-09-10,1,BTCUSDT,0.0036845259740368543,0.05738328205128862,5.738328205128862e-05,0.003627142691985566,1.288225647860035,1
2020-09-11,1,BTCUSDT,0.0039209744788271965,0.021567398739329446,2.1567398739329446e-05,0.003899407080087867,1.2932489640720513,1
2020-09-12,1,BTCUSDT,-0.007984128162144003,0.003156277185082601,3.1562771850826013e-06,-0.007987284439329086,1.28291941674514,1
2020-09-13,1,BTCUSDT,0.026108518104029598,0.02471259576983731,2.471259576983731e-05,0.026083805508259762,1.3163828372942903,1
2020-09-14,1,BTCUSDT,0.007912748488800355,0.052207613827487176,5.2207613827487174e-05,0.007860540874972868,1.3267303183939547,1
2020-09-15,1,BTCUSDT,0.012129282572250075,0.03171860690089412,3.171860690089412e-05,0.012097563965349181,1.3427805232854937,1
2020-09-16,1,BTCUSDT,-0.0008974548364716879,0.07425472844616365,7.425472844616366e-05,-0.0009717095649178516,1.3414757306074316,1
2020-09-17,1,BTCUSDT,-0.00046167657715548264,0.064069960593519,6.4069960593519e-05,-0.0005257465377490017,1.3407704543865906,1
2020-09-18,1,BTCUSDT,0.010617172167463081,0.02301388554728745,2.301388554728745e-05,0.010594158281915794,1.3549747888000783,1
2020-09-19,1,BTCUSDT,-0.011263673340816516,0.010021666309272814,1.0021666309272815e-05,-0.011273695007125788,1.3396992162888015,1
2020-09-20,1,BTCUSDT,-0.036238022620181075,0.008389021462833823,8.389021462833823e-06,-0.03624641164164391,1.2911399270192099,1
2020-09-21,1,BTCUSDT,0.008689078200783223,0.018730049199635057,1.8730049199635057e-05,0.008670348151583587,1.3023345596988765,1
2020-09-22,1,BTCUSDT,-0.02021967922974533,0.06650467952957406,6.650467952957406e-05,-0.020286183909274905,1.2759151613094204,1
2020-09-23,1,BTCUSDT,0.03172739213992978,0.08225012761785722,8.225012761785722e-05,0.03164514201231192,1.3162916777847187,1
2020-09-24,1,BTCUSDT,-0.003438653258419315,0.08695497225559456,8.695497225559456e-05,-0.0035256082306749092,1.311650949011552,1
2020-09-25,1,BTCUSDT,0.0034342482939821563,0.13170982163931733,0.00013170982163931733,0.003302538472342839,1.3159827267329476,1
2020-09-26,1,BTCUSDT,0.003615212124315174,0.02564231504513692,2.564231504513692e-05,0.003589569809270037,1.320706538598349,1
2020-09-27,1,BTCUSDT,-0.005872989529563606,0.03974766225644888,3.974766225644888e-05,-0.005912737191820055,1.3128975479280987,1
2020-09-28,1,BTCUSDT,0.012836326402649359,0.14119227803785617,0.00014119227803785617,0.012695134124611502,1.3295649583909195,1
2020-09-29,1,BTCUSDT,-0.005381073298200651,0.03805786362515706,3.8057863625157064e-05,-0.005419131161825808,1.3223598714932316,1
2020-09-30,1,BTCUSDT,-0.013269979256895567,0.004829210043960641,4.829210043960642e-06,-0.013274808466939528,1.3048057974747922,1
2020-10-01,1,BTCUSDT,-0.004079820111242184,0.019134651179598783,1.9134651179598782e-05,-0.004098954762421783,1.2994574575371973,1
2020-10-02,1,BTCUSDT,-0.002319617343218831,0.023882162965584985,2.3882162965584986e-05,-0.0023434995061844158,1.2964121796271513,1
2020-10-03,1,BTCUSDT,0.010664576008968146,0.03733456916253031,3.733456916253031e-05,0.010627241439805616,1.3101894648655537,1
2020-10-04,1,BTCUSDT,0.009506507898628457,0.09504491519608615,9.504491519608616e-05,0.009411462983432371,1.3225202645154188,1
2020-10-05,0,,0.0,0.8074725461598039,0.000807472546159804,-0.000807472546159804,1.3214523657100827,1
2020-10-06,0,,0.0,0.0,0.0,0.0,1.3214523657100827,1
2020-10-07,0,,0.0,0.0,0.0,0.0,1.3214523657100827,1
2020-10-08,0,,0.0,0.0,0.0,0.0,1.3214523657100827,1
2020-10-09,0,,0.0,0.0,0.0,0.0,1.3214523657100827,1
2020-10-10,0,,0.0,0.0,0.0,0.0,1.3214523657100827,1
2020-10-11,1,BNBUSDT,0.04429811345681518,0.5951849625065525,0.0005951849625065526,0.04370292849430863,1.3792037039573455,1
2020-10-12,1,BNBUSDT,0.00148335059420494,0.00860176681033864,8.60176681033864e-06,0.0014747488273946015,1.3812376830024948,1
2020-10-13,1,BNBUSDT,0.0023050632376359643,0.026324044831739224,2.6324044831739223e-05,0.002278739192804225,1.3843851634453308,1
2020-10-14,1,BNBUSDT,0.010202529561822608,0.015142725907736576,1.5142725907736576e-05,0.010187386835914872,1.3984884306352496,1
2020-10-15,1,BNBUSDT,-0.025316455657600163,0.02276279099222378,2.276279099222378e-05,-0.025339218448592386,1.3630518267935539,1
2020-10-16,1,BNBUSDT,0.003854518135431722,0.0121933581750866,1.21933581750866e-05,0.0038423247772566356,1.3682891146003275,1
2020-10-17,1,BNBUSDT,0.008597866584157236,0.011888632643204722,1.1888632643204722e-05,0.00858597795151403,1.3800372147695827,1
2020-10-18,1,BNBUSDT,-0.014423181780907395,0.031477117415013134,3.1477117415013134e-05,-0.014454658898322408,1.3600892475630975,1
2020-10-19,1,BNBUSDT,-0.016909528741559116,0.12584136489468034,0.00012584136489468035,-0.017035370106453798,1.3369196238530519,1
2020-10-20,1,BNBUSDT,0.013817437947540768,0.027319853748842493,2.7319853748842493e-05,0.013790118093791926,1.3553559033478932,2
2020-10-21,1,BNBUSDT,0.01915827548415214,0.19069883884230576,0.00019069883884230575,0.018967576645309837,1.3810637203263176,2
2020-10-22,1,BNBUSDT,-4.222610792698533e-05,0.05269617496761225,5.2696174967612256e-05,-9.492228289459758e-05,1.3809326266051614,2
2020-10-23,1,BNBUSDT,0.0005357781322782707,0.05441557413479037,5.441557413479037e-05,0.0004813625581434803,1.381597355866928,2
2020-10-24,1,BNBUSDT,-0.009861255006083019,0.06227155928726025,6.227155928726025e-05,-0.009923526565370279,1.367887037803337,2
2020-10-25,1,BNBUSDT,0.01852788320549488,0.04335094347306545,4.335094347306545e-05,0.018484532262021815,1.393171789884414,2
2020-10-26,1,BNBUSDT,0.00976644744118876,0.08800253020778948,8.800253020778947e-05,0.00967844491098097,1.4066555263043432,2
2020-10-27,1,BNBUSDT,-0.025247753756974085,0.0037001118929778087,3.700111892977809e-06,-0.02525145386886706,1.3711354291724822,2
2020-10-28,1,BNBUSDT,-0.011235062868746976,0.04321222779659761,4.321222779659762e-05,-0.011278275096543574,1.3556713866076577,2
2020-10-29,1,BTCUSDT,0.006364167345086578,1.5553732874200232,0.0015553732874200232,0.004808794057666555,1.3621905311157254,2
2020-10-30,1,BTCUSDT,0.013244895365508403,0.04241715201886165,4.241715201886165e-05,0.01320247821348954,1.3801748219254026,2
2020-10-31,1,BTCUSDT,-0.0016742981846838358,0.004885194416927696,4.885194416927696e-06,-0.0016791833791007635,1.3778572553041721,2
2020-11-01,1,BTCUSDT,-0.01179722353228673,0.01739945793104336,1.739945793104336e-05,-0.011814622990217773,1.3615783912984172,2
2020-11-02,1,BTCUSDT,0.02686816117886905,0.002451004104943033,2.451004104943033e-06,0.026865710174764107,1.398158161739262,2
2020-11-03,1,BTCUSDT,0.006170808797693409,0.04950713123251882,4.950713123251882e-05,0.00612130166646089,1.4067167096246926,2
2020-11-04,1,BTCUSDT,0.07319298636033708,0.002334356422834305,2.334356422834305e-06,0.07319065200391425,1.5096752227869248,2
2020-11-05,1,BTCUSDT,-0.0005382343429962227,0.11487014217845015,0.00011487014217845015,-0.0006531044851746728,1.5086892471277655,2
2020-11-06,1,BTCUSDT,-0.04070709144744693,0.0019156765608575599,1.91567656085756e-06,-0.04070900712400778,1.4472720058185273,2
2020-11-07,1,BTCUSDT,0.030976602741223817,0.13384186246745822,0.00013384186246745823,0.03084276087875636,1.491909870220506,2
2020-11-08,1,BTCUSDT,-0.006587409963172677,0.003933686422807781,3.933686422807781e-06,-0.0065913436495954845,1.4820761795716593,2
2020-11-09,1,BTCUSDT,-0.0013377426394815663,0.037714013417312064,3.7714013417312066e-05,-0.0013754566528988784,1.4800376480303645,2
2020-11-10,1,BTCUSDT,0.015514514694304817,0.04402137700613151,4.402137700613151e-05,0.015470493317298686,1.5029345605735687,2
2020-11-11,1,BTCUSDT,0.02222722840021631,0.03946303392136774,3.946303392136774e-05,0.02218776536629494,1.5362813199644707,2
2020-11-12,1,BTCUSDT,0.001056007007024689,0.02280151458528812,2.2801514585288118e-05,0.001033205492439401,1.53786861426219,2
2020-11-13,1,BTCUSDT,-0.00909192500446137,0.0035902626671499016,3.5902626671499015e-06,-0.00909551526712852,1.5238809068023305,2
2020-11-14,1,BTCUSDT,-0.004172020097926016,0.0019772521144815203,1.9772521144815203e-06,-0.004173997350040497,1.51752023193556,2
2020-11-15,1,BTCUSDT,0.027845182452150122,0.003686669896117767,3.686669896117767e-06,0.027841495782254005,1.559770265072479,2
2020-11-16,1,BTCUSDT,0.030966254374229403,0.04007947799846101,4.007947799846101e-05,0.03092617489623094,1.6080079930880509,2
2020-11-17,1,BTCUSDT,0.004322387344281529,0.1066420157620871,0.0001066420157620871,0.004215745328519442,1.6147869452731338,2
2020-11-18,1,BTCUSDT,0.0009627353062657015,0.012889499705809548,1.288949970580955e-05,0.000949845806559892,1.6163207438815894,2
2020-11-19,1,BTCUSDT,0.030524542021125648,0.003777836198652351,3.777836198652351e-06,0.030520764184926996,1.6656520881528052,2
2020-11-20,1,BTCUSDT,0.0016240055236400102,0.007703843523980125,7.703843523980126e-06,0.00161630168011603,1.6683442844213754,2
2020-11-21,1,BTCUSDT,-0.009723685236020135,0.0009779746362276187,9.779746362276188e-07,-0.009724663210656362,1.6521201981359541,2
2020-11-22,1,BTCUSDT,-0.0015625527865635298,0.008784567897495044,8.784567897495044e-06,-0.001571337354461025,1.6495241599545636,2
2020-11-23,1,ETHUSDT,-0.0036968397364433693,1.2429378540164633,0.0012429378540164634,-0.004939777590459833,1.641375877474298,2
2020-11-24,1,BTCUSDT,-0.01431775041609943,1.2454201842237804,0.0012454201842237804,-0.01556317060032321,1.6158308646739101,2
2020-11-25,1,BTCUSDT,-0.048189497681408254,0.04750543422198328,4.750543422198328e-05,-0.048237003115630235,1.5378880262203032,2
2020-11-26,0,,0.0,0.574695158089133,0.000574695158089133,-0.000574695158089133,1.537004209417951,2
2020-11-27,1,BTCUSDT,0.017316799687837194,0.5114359667528479,0.0005114359667528479,0.016805363721084345,1.5628341241980572,2
2020-11-28,1,BTCUSDT,0.015408667715733194,0.07556854935549084,7.556854935549084e-05,0.015333099166377703,1.586797214804985,2
2020-11-29,0,,0.0,0.5870045161083387,0.0005870045161083387,-0.0005870045161083387,1.5858657576737463,2
2020-11-30,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-01,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-02,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-03,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-04,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-05,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-06,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-07,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-08,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-09,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-10,0,,0.0,0.0,0.0,0.0,1.5858657576737463,2
2020-12-11,1,BTCUSDT,0.022956158721836824,0.5362223444249531,0.0005362223444249531,0.02241993637741187,1.6214207670639076,2
2020-12-12,1,BTCUSDT,0.00892651874955084,0.0778654677132764,7.786546771327641e-05,0.008848653281837563,1.635768157255627,2
2020-12-13,1,BTCUSDT,0.0021412737230685546,0.04002878473915267,4.002878473915267e-05,0.002101244938329402,1.6392053068163408,2
2020-12-14,0,,0.0,0.418328091972524,0.00041832809197252404,-0.00041832809197252404,1.6385195811879891,2
2020-12-15,1,BTCUSDT,0.040330642746026435,0.41039469493878744,0.00041039469493878747,0.039920248051087646,1.7039296893055778,2
2020-12-16,1,BTCUSDT,0.04154856517683033,0.19608860005968531,0.00019608860005968531,0.041352476576770644,1.7743914018710505,2
2020-12-17,1,BTCUSDT,0.008972606908336579,0.052866075811750735,5.2866075811750735e-05,0.008919740832524828,1.7902185133112005,2
2020-12-18,1,BTCUSDT,0.02033670416175387,0.0013894223625909863,1.3894223625909863e-06,0.02033531473939128,1.8266231702316689,2
2020-12-19,1,BTCUSDT,-0.00996434914617777,0.009576110418516581,9.57611041851658e-06,-0.009973925256596287,1.8084045672598112,2
2020-12-20,1,BTCUSDT,-0.019910367464470738,0.013698223168972956,1.3698223168972956e-05,-0.01992406568763971,1.772373795871899,2
2020-12-21,1,BTCUSDT,0.033175347496193934,0.05612924221977056,5.612924221977056e-05,0.03311921825397416,1.8310734304450051,2
2020-12-22,1,BTCUSDT,-0.015390419910665837,0.056837284108472885,5.6837284108472884e-05,-0.01544725719477431,1.8027883682224033,2
2020-12-23,1,BTCUSDT,0.012064726496432218,0.06936373211000835,6.936373211000835e-05,0.011995362764322209,1.8244134686865314,2
2020-12-24,1,BTCUSDT,0.025917343681591213,0.060847966871148795,6.08479668711488e-05,0.025856495714720065,1.8715864077215023,2
2020-12-25,1,BTCUSDT,0.04166703275697479,0.04728013927147279,4.728013927147279e-05,0.041619752617703315,1.9494813710135273,2
2020-12-26,1,BTCUSDT,-0.005015497853793381,0.04939846040448548,4.939846040448548e-05,-0.005064896314197867,1.9396074500028835,2
2020-12-27,1,BTCUSDT,0.018321404365588965,0.023986371098215442,2.3986371098215444e-05,0.01829741799449075,1.9750972582608146,2
2020-12-28,1,BTCUSDT,0.00690076338013269,0.007907275916964274,7.907275916964273e-06,0.006892856104215726,1.9887113194538373,2
2020-12-29,1,BTCUSDT,0.033328900911139686,0.0008354024069803234,8.354024069803235e-07,0.033328065508732706,2.054991220586553,2
2020-12-30,1,BTCUSDT,0.001033931327468151,0.008485468744604319,8.485468744604319e-06,0.0010254458587235467,2.0570985028234166,2
2020-12-31,1,BTCUSDT,0.008809474048890193,0.003600895450067032,3.600895450067032e-06,0.008805873153440126,2.075213051303411,2
2021-01-01,1,BTCUSDT,0.06116529019483197,0.005822447007252207,5.822447007252207e-06,0.061159467747824714,2.2021319769844667,2
2021-01-02,1,BTCUSDT,0.015236655800583533,0.033581981889473145,3.3581981889473146e-05,0.01520307381869406,2.2356111519890685,2
2021-01-03,0,,0.0,0.5966632654037733,0.0005966632654037734,-0.0005966632654037734,2.2342772449389496,2
2021-01-04,0,,0.0,0.0,0.0,0.0,2.2342772449389496,2
