ts,full12,without_BNBUSDT,without_DOGEUSDT,without_BNBUSDT_and_DOGEUSDT
2022-05-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-05-31,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-06-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-07-31,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-08-31,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-09-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-10-31,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-11-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-13,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-14,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-15,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-16,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-17,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-18,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-19,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-20,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-21,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-22,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-23,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-24,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-25,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-26,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-27,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-28,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-29,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-30,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2022-12-31,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-01,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-02,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-03,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-04,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-05,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-06,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-07,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-08,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-09,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-10,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-11,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-12,19.859621009482797,27.41396164231963,18.893558120009462,27.460065749523842
2023-01-13,20.200630485834363,27.88468667276737,19.21797933418298,27.931582433419944
2023-01-14,20.092544234373275,27.735485821945414,19.11515089284571,27.78213066038138
2023-01-15,19.756786942600524,27.272010838541036,18.795726372946945,27.317876216474353
2023-01-16,20.012054472646927,27.624378805375866,19.038576521637097,27.67083678684202
2023-01-17,19.000183182372893,26.22760488278734,18.07592728358604,26.271713805204413
2023-01-18,19.365836671358277,26.732348186631825,18.42379371279085,26.777305973568907
2023-01-19,20.761759110440867,28.659261302566456,19.751812093465837,28.707459723237157
2023-01-20,20.216728438179626,27.90690807608127,19.233294208424695,27.953841208127805
2023-01-21,20.140838091409073,27.80215003188713,19.161095515570867,27.848906984504985
2023-01-22,20.67437022628084,28.538630827433813,19.668674204725065,28.586626374823002
2023-01-23,20.05114949977115,27.678345070566785,19.075769787652707,27.724893811132564
2023-01-24,20.55478543743027,28.373557545673346,19.554906567500847,28.4212754769931
2023-01-25,20.1270398465417,27.783103114760923,19.147968480506535,27.829828034755383
2023-01-26,20.44209977101339,28.21800772247599,19.447702447808798,28.265464054038002
2023-01-27,20.621476954289243,28.465617645116684,19.618353903645122,28.513490400782853
2023-01-28,21.810425720361234,30.10682700415821,20.74946675835512,30.157459904207048
2023-01-29,21.012427225531486,29.00528029702589,19.990286563801217,29.054060643688295
2023-01-30,21.63794765951907,29.86874054008062,20.585378820050963,29.918973032337
2023-01-31,23.07296512572588,31.849619921206166,21.950590466741556,31.90318380629579
2023-02-01,22.684314561961532,31.31313175548466,21.580845645762853,31.365793388348614
2023-02-02,22.964878874264784,31.700419070384203,21.84776202540428,31.75373203325722
2023-02-03,22.65441836474889,31.271863435044544,21.552403736456796,31.324455663891136
2023-02-04,22.222073358904524,30.675060031756715,21.141089971107704,30.72664857173688
2023-02-05,22.06109383545184,30.452845998617637,20.98794122869049,30.504060824658175
2023-02-06,23.194849622054335,32.01786768915433,22.066545943143154,32.07171452908395
2023-02-07,22.81769759567947,31.497251954371333,21.707740318051396,31.55022323592811
2023-02-08,21.168807334028372,29.22114535778957,20.139059627863645,29.27028874085046
2023-02-09,21.13705412302733,29.17731363975289,20.10885103842185,29.226383307739187
2023-02-10,21.13705412302733,29.17731363975289,20.10885103842185,29.226383307739187
2023-02-11,20.708524339490662,28.585776719543972,19.701166905500124,28.633851555701863
2023-02-12,20.677461552981427,28.542898054464658,19.671615155141875,28.59090077836831
2023-02-13,20.677461552981427,28.542898054464658,19.671615155141875,28.59090077836831
2023-02-14,22.157009239496347,30.585246370514376,21.079190868351482,30.63668386415106
2023-02-15,21.236853341299017,29.315075178118963,20.203795565804693,29.36437652997556
2023-02-16,21.57517764110459,29.782093625908377,20.525662222713,29.832180397576387
2023-02-17,21.48682543542288,29.660133394320056,20.441607872819745,29.710015056355786
2023-02-18,20.995500974558734,28.981915521097218,19.97418368316947,29.03065657347051
2023-02-19,20.66579640213674,28.52679563248715,19.660517450640995,28.57477127574486
2023-02-20,20.213260714498706,27.90212127557137,19.22999517069995,27.94904635729789
2023-02-21,20.53219062769122,28.342367965207252,19.533410872753638,28.390033442679563
2023-02-22,20.38350033032444,28.1371178193635,19.39195355220158,28.184438112332703
2023-02-23,19.72840104917224,27.23282732173304,18.768721299334544,27.278626801818994
2023-02-24,20.073190144515504,27.70876968890697,19.096738274527723,27.75536959682621
2023-02-25,20.530035695845324,28.339393325412416,19.53136076665868,28.387053800210765
2023-02-26,20.271443874337876,27.982436550031974,19.285348035263798,28.029496703955356
2023-02-27,20.213260714498702,27.902121275571375,19.22999517069995,27.94904635729789
2023-02-28,21.070923589165066,29.086027913916517,20.045937396492977,29.134944059878336
2023-03-01,20.555894877996067,28.375089002950464,19.55596203979817,28.42280950983631
2023-03-02,19.515062796428598,26.938337982044178,18.56576079593377,26.983642197408283
2023-03-03,19.485790202233957,26.897930475071114,18.315647852348974,26.620125816215282
2023-03-04,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-05,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-06,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-07,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-08,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-09,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-10,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-11,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-12,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-13,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-14,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-15,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-16,19.485790202233957,26.897930475071114,18.288174380570453,26.580195627490962
2023-03-17,19.109709695668307,26.37879385224775,17.935208151650606,26.067191364771617
2023-03-18,19.866342979396038,27.423240561855653,18.645338009939337,27.09930042942983
2023-03-19,19.68463110947678,27.17240786824372,18.47479433018023,26.851430725396103
2023-03-20,19.960515550142905,27.55323514941503,18.73372264191017,27.22775944121312
2023-03-21,19.353649323120294,26.715524930188128,18.164155009790434,26.399944768748412
2023-03-22,20.095411010834155,27.739443082756118,18.86032729497608,27.411767772269815
2023-03-23,19.49817510100105,26.915026427686872,18.299798091284135,26.59708963223182
2023-03-24,19.504197600246396,26.923339807042098,18.305450441805345,26.60530480885265
2023-03-25,19.862919813551393,27.418515268401382,18.642125235232704,27.094630954039218
2023-03-26,19.26412146287633,26.591941840386202,18.080129619848933,26.277821518179778
2023-03-27,19.360822346985632,26.725426478712635,18.170887172557446,26.409729354110492
2023-03-28,20.133186569190308,27.791587970480723,18.895781130379767,27.46329669260732
2023-03-29,19.905872732697475,27.477806917387742,18.68243822574248,27.15322221371232
2023-03-30,20.216109565875104,27.90605379282939,18.973607598169473,27.576410374476225
2023-03-31,20.207139735041522,27.89367195541706,18.965189061956863,27.56417479891949
2023-04-01,20.007672855554606,27.618330478328623,18.777981612972486,27.292085824187552
2023-04-02,19.743570639237582,27.253767225872323,18.53011137850044,26.931829016405867
2023-04-03,20.00312757310529,27.612056229758643,18.77371568805082,27.285885690888815
2023-04-04,20.006351882842775,27.616507024837976,18.77674182854213,27.29028391044761
2023-04-05,19.566056068627095,27.008728429444886,18.36350702790836,26.689684768490487
2023-04-06,19.475248485225826,26.883378826499015,18.278280567852853,26.565815871914317
2023-04-07,19.3195484860683,26.668452579790905,18.132150043707053,26.35342846581709
2023-04-08,19.425090096235483,26.81414084098231,18.231204962758905,26.497395767936688
2023-04-09,20.267698389732555,27.977266331967236,19.022025722197377,27.64678170743689
2023-04-10,20.652764512714256,28.508806582414948,19.383425302714887,28.17204307852564
2023-04-11,20.439161821243534,28.21395221495856,19.182950842647678,27.880671711651356
2023-04-12,20.77135897006932,28.67251282350439,19.494730828134628,28.33381552111677
2023-04-13,21.61732276562828,29.840270205740985,20.28870085717958,29.487778637129075
2023-04-14,21.520661990686854,29.706840933586403,20.197980948490056,29.35592551335104
2023-04-15,21.809614914287057,30.105707778035736,20.469174541345755,29.750080698063453
2023-04-16,21.349781387489017,29.470959579191717,20.037602835151816,29.12283053414812
2023-04-17,21.65345474859361,29.890146323447336,20.322612132951708,29.537065587550902
2023-04-18,19.905840290467278,27.477762134556606,18.682407777443643,27.153177959883436
2023-04-19,20.00105990369499,27.609202045890996,18.771775099635136,27.283065222391087
2023-04-20,19.03136395060846,26.27064640830186,17.86167761310124,25.960321424745594
2023-04-21,19.002816904682547,26.231240438689408,17.83488509668159,25.921380942608476
2023-04-22,18.851017841338937,26.021698992865506,17.692415752999704,25.714314728825652
2023-04-23,18.646916595537974,25.739960297002902,17.500858770410833,25.435904103190246
2023-04-24,19.126343190372268,26.40175451124393,17.950819335418224,26.089880798385106
2023-04-25,19.203724998275778,26.5085713489201,18.023445181336495,26.195435850078542
2023-04-26,19.91839499147932,27.495092479975106,18.694190854189376,27.170303588635534
2023-04-27,19.809540076204048,27.34483057565632,18.59202626901858,27.02181667006556
2023-04-28,19.754629404656797,27.269032601322795,18.540490461325483,26.946914067881355
2023-04-29,19.75649467793028,27.271607400204772,18.54224109306989,26.949458451660167
2023-04-30,18.96919391708141,26.184827705437467,17.80332861095206,25.875516465020265
2023-05-01,19.32001318780822,26.145550463879314,18.13258618442121,26.354062356617895
2023-05-02,19.682015488298468,26.596225665869117,18.47233946765087,26.847862806318386
