ts,always_daily,soft_kill_4h,phase20_btc_3d_neg,phase20_combo_all_2d
2020-08-11 16:00:00,2.7454177997953133,2.2330430721028303,2.6228350982134803,2.4047572982971244
2020-08-11 20:00:00,2.705571574765171,2.2249406316692064,2.58476800418205,2.369855324376081
2020-08-12 00:00:00,2.7131497516852017,2.228890960693795,2.58476800418205,2.369855324376081
2020-08-12 04:00:00,2.7163566360007336,2.2302082111438373,2.58476800418205,2.369855324376081
2020-08-12 08:00:00,2.7450384594318105,2.2419825189204374,2.58476800418205,2.369855324376081
2020-08-12 12:00:00,2.74208281660737,2.240775523163821,2.58476800418205,2.369855324376081
2020-08-12 16:00:00,2.7409806723304135,2.2403251979760035,2.58476800418205,2.369855324376081
2020-08-12 20:00:00,2.741663290721303,2.240604165134938,2.58476800418205,2.369855324376081
2020-08-13 00:00:00,2.7289163403525465,2.2353954894041026,2.58476800418205,2.369855324376081
2020-08-13 04:00:00,2.7380842845746276,2.239150456322308,2.58476800418205,2.369855324376081
2020-08-13 08:00:00,2.7256810136040612,2.23407888310411,2.58476800418205,2.369855324376081
2020-08-13 12:00:00,2.7271955731588466,2.2346995803723635,2.58476800418205,2.369855324376081
2020-08-13 16:00:00,2.7920988349564806,2.2612908694847857,2.58476800418205,2.369855324376081
2020-08-13 20:00:00,2.7786431939666265,2.252269701028806,2.58476800418205,2.369855324376081
2020-08-14 00:00:00,2.772421411758001,2.2463819437255967,2.58476800418205,2.364548877068908
2020-08-14 04:00:00,2.787550415886632,2.2586403693592225,2.58476800418205,2.3774521354162172
2020-08-14 08:00:00,2.782700981068024,2.2549817377547403,2.58476800418205,2.3733161387722266
2020-08-14 12:00:00,2.7972990597815186,2.2570935341015494,2.58476800418205,2.385766580282657
2020-08-14 16:00:00,2.787486420412487,2.2551141207103655,2.58476800418205,2.377397554815344
2020-08-14 20:00:00,2.8178558281988173,2.2612564358652523,2.58476800418205,2.4032990821855575
2020-08-15 00:00:00,2.818483931926545,2.260660483201561,2.5853441523307565,2.4038347806756146
2020-08-15 04:00:00,2.807035852662674,2.2575171556070575,2.574843037016597,2.3940709176304162
2020-08-15 08:00:00,2.8091619245259642,2.257525517632438,2.5767932441463692,2.395884206481667
2020-08-15 12:00:00,2.805635062839704,2.255970373000778,2.5735581179377838,2.3928762089224014
2020-08-15 16:00:00,2.8092591028385563,2.256698882472329,2.576882384048622,2.395967088134846
2020-08-15 20:00:00,2.8274124856712657,2.263143994602893,2.5935341526182185,2.411449785249375
2020-08-16 00:00:00,2.810797364420803,2.2564943790854994,2.578293403476964,2.3972790440595526
2020-08-16 04:00:00,2.7851422898965508,2.2504992516002753,2.5547604692822503,2.3753982876203747
2020-08-16 08:00:00,2.8110391251009097,2.260118120618446,2.578515166160617,2.3974852374406317
2020-08-16 12:00:00,2.8011767114742088,2.256153355498014,2.5694685531539463,2.389073760394861
2020-08-16 16:00:00,2.8231484909309548,2.265001726924305,2.589622867638887,2.4078131000281933
2020-08-16 20:00:00,2.8074364169267723,2.261000916374563,2.5752104673453946,2.394412551761812
2020-08-17 00:00:00,2.7898616446689957,2.249390499257677,2.559089447753798,2.379423341308226
2020-08-17 04:00:00,2.79106704966397,2.250362384923991,2.560195143876329,2.3804514097740053
2020-08-17 08:00:00,2.8155006089121057,2.264293590871787,2.5826076042800383,2.4012903575753577
2020-08-17 12:00:00,2.8561107031928015,2.270760275341894,2.6198585066481184,2.435925984187472
2020-08-17 16:00:00,2.832231630242354,2.266013991329929,2.5979546664607733,2.415559947880378
2020-08-17 20:00:00,2.821768714885975,2.258036098005427,2.5883572241172024,2.4066363135974123
2020-08-18 00:00:00,2.827976550610094,2.2575844796930484,2.5940515591482383,2.411930866196177
2020-08-18 04:00:00,2.785642727186585,2.249135666467709,2.5552195113249394,2.375825101677998
2020-08-18 08:00:00,2.7483354425921203,2.233231238048998,2.520998216332596,2.3440063826621196
2020-08-18 12:00:00,2.785365484037741,2.2399162064592537,2.5549652012167576,2.3755886459308684
2020-08-18 16:00:00,2.7688755437064883,2.2324458540411487,2.5398392782605295,2.361524669319004
2020-08-18 20:00:00,2.717356534221272,2.211676881706694,2.4925818259835415,2.317585023091584
2020-08-19 00:00:00,2.7266260986326274,2.2154491657360253,2.501084629165807,2.325490869593429
2020-08-19 04:00:00,2.72364874829504,2.2142395814213995,2.4983535597431548,2.3229515404829537
2020-08-19 08:00:00,2.7090874559557463,2.210449774992,2.484996750582977,2.310532473416336
2020-08-19 12:00:00,2.6533013127883205,2.1868618148378847,2.4338251340322286,2.262953464820057
2020-08-19 16:00:00,2.697226270805196,2.2049633800356414,2.474116700737269,2.3004162797130654
2020-08-19 20:00:00,2.6743838461504263,2.1956266198201266,2.4531637592153004,2.2809343822865418
2020-08-20 00:00:00,2.6738173058027885,2.195394059510905,2.4531637592153004,2.2809343822865418
2020-08-20 04:00:00,2.704820322273536,2.2081218995991345,2.4531637592153004,2.2809343822865418
2020-08-20 08:00:00,2.8054475312540186,2.2491961887146816,2.4531637592153004,2.2809343822865418
2020-08-20 12:00:00,2.7840274844933193,2.2303363140002164,2.4531637592153004,2.2809343822865418
2020-08-20 16:00:00,2.7831354847970387,2.229621716416043,2.4531637592153004,2.2809343822865418
2020-08-20 20:00:00,2.788704455873822,2.234083122955076,2.4531637592153004,2.2809343822865418
2020-08-21 00:00:00,2.76741700366257,2.2170293481760024,2.4531637592153004,2.2809343822865418
2020-08-21 04:00:00,2.709147726205496,2.1703487438260356,2.4531637592153004,2.2809343822865418
2020-08-21 08:00:00,2.709750428702983,2.1689624003709276,2.4531637592153004,2.2809343822865418
2020-08-21 12:00:00,2.699793783444493,2.1649776073488938,2.4531637592153004,2.2809343822865418
2020-08-21 16:00:00,2.6638003902945506,2.150545969891993,2.4531637592153004,2.2809343822865418
2020-08-21 20:00:00,2.6458880720692277,2.1433154611963636,2.4531637592153004,2.2809343822865418
2020-08-22 00:00:00,2.6622992691527028,2.1458352118905704,2.4531637592153004,2.2809343822865418
2020-08-22 04:00:00,2.6580182948891804,2.1433052733691578,2.4531637592153004,2.2809343822865418
2020-08-22 08:00:00,2.6631016644362524,2.1453547725726945,2.4531637592153004,2.2809343822865418
2020-08-22 12:00:00,2.664747839287317,2.1460178394620257,2.4531637592153004,2.2809343822865418
2020-08-22 16:00:00,2.681462491755526,2.152748296627304,2.4531637592153004,2.2809343822865418
2020-08-22 20:00:00,2.6667986604704863,2.146862042779272,2.4531637592153004,2.2809343822865418
2020-08-23 00:00:00,2.6661860868651384,2.145933683957291,2.4531637592153004,2.2809343822865418
2020-08-23 04:00:00,2.618377107076111,2.125888947667108,2.4531637592153004,2.2809343822865418
2020-08-23 08:00:00,2.6776438737475305,2.137121572971888,2.4531637592153004,2.2809343822865418
2020-08-23 12:00:00,2.6868510239208807,2.139994427264874,2.4531637592153004,2.2809343822865418
2020-08-23 16:00:00,2.6646856623924444,2.1311674119732062,2.4531637592153004,2.2809343822865418
2020-08-23 20:00:00,2.681940543828427,2.1338182597394484,2.4531637592153004,2.2809343822865418
2020-08-24 00:00:00,2.7174051222739255,2.1408723837798846,2.4531637592153004,2.3110962650753986
2020-08-24 04:00:00,2.775580671147022,2.152330596706324,2.4531637592153004,2.360573353573273
2020-08-24 08:00:00,2.749186840650084,2.1472138071338414,2.4531637592153004,2.3381259523438738
2020-08-24 12:00:00,2.7520512873706817,2.1477731161136204,2.4531637592153004,2.340562104415281
2020-08-24 16:00:00,2.7804229501270803,2.1674988622457616,2.4531637592153004,2.3646916106463665
2020-08-24 20:00:00,2.737797254880087,2.13426969258074,2.4531637592153004,2.3284393476789904
2020-08-25 00:00:00,2.695989972981836,2.116373405507578,2.4157029470089637,2.2928831281605886
2020-08-25 04:00:00,2.6957171685322554,2.1162663286846333,2.4154585045149584,2.2926511136775973
2020-08-25 08:00:00,2.6295620895089216,2.0902988852445676,2.3561811997186344,2.23638760155223
2020-08-25 12:00:00,2.5876184053858804,2.0811795253514602,2.318598166265295,2.2007153747923325
2020-08-25 16:00:00,2.611625196948987,2.0860065936477867,2.340109105737776,2.2211326492955585
2020-08-25 20:00:00,2.6345407707137705,2.0905824835980757,2.3606422752342344,2.24062186586682
2020-08-26 00:00:00,2.6011222256401276,2.0839528438393256,2.3606422752342344,2.24062186586682
2020-08-26 04:00:00,2.6082151413292274,2.085373509665378,2.3606422752342344,2.24062186586682
2020-08-26 08:00:00,2.658888567838853,2.0955023732330984,2.3606422752342344,2.24062186586682
2020-08-26 12:00:00,2.639519451918619,2.0916861143581293,2.3606422752342344,2.24062186586682
2020-08-26 16:00:00,2.631267117318801,2.0900512245602036,2.3606422752342344,2.24062186586682
2020-08-26 20:00:00,2.6196047270992238,2.0877353258056366,2.3606422752342344,2.24062186586682
2020-08-27 00:00:00,2.6318127262179623,2.090167665191989,2.3606422752342344,2.24062186586682
2020-08-27 04:00:00,2.605282493496234,2.0849001328527237,2.3606422752342344,2.24062186586682
2020-08-27 08:00:00,2.6174904926149734,2.087342522406262,2.3606422752342344,2.24062186586682
2020-08-27 12:00:00,2.5767062274026498,2.079211573004252,2.3606422752342344,2.24062186586682
2020-08-27 16:00:00,2.613944034770423,2.086723612910953,2.3606422752342344,2.24062186586682
2020-08-27 20:00:00,2.642042893077241,2.092331475048084,2.3606422752342344,2.24062186586682
2020-08-28 00:00:00,2.641292680840894,2.092182944844507,2.3606422752342344,2.2399856377627247
2020-08-28 04:00:00,2.6849413927738155,2.1008265430467152,2.3606422752342344,2.2770025456373415
2020-08-28 08:00:00,2.702332676434589,2.1094567521466874,2.3606422752342344,2.2917514698686343
2020-08-28 12:00:00,2.7003548441751284,2.1078937521280117,2.3606422752342344,2.2900741412305656
2020-08-28 16:00:00,2.694694151846328,2.1056843873072486,2.3606422752342344,2.2852735109905766
2020-08-28 20:00:00,2.689715470641479,2.103739170022525,2.3606422752342344,2.2810512699361283
2020-08-29 00:00:00,2.7506872651227785,2.127583467628896,2.414154476513696,2.332759263123483
2020-08-29 04:00:00,2.712699245518658,2.112892106036745,2.380814100548752,2.300542985488856
2020-08-29 08:00:00,2.7448901705691875,2.125428687734411,2.4090666273987584,2.3278429550463855
2020-08-29 12:00:00,2.7472090083906235,2.126326451237069,2.411101767044733,2.329809478277224
2020-08-29 16:00:00,2.718837345634225,2.1027721769998027,2.386201234905744,2.3057484881587236
2020-08-29 20:00:00,2.7615312419936138,2.1177050111092686,2.4236717472110496,2.341955651173583
2020-08-30 00:00:00,2.764804895388583,2.1187936945895016,2.426544885534779,2.3447319192641793
2020-08-30 04:00:00,2.7734664366627726,2.123771989550148,2.43414673068298,2.352077461920549
2020-08-30 08:00:00,2.8426905657438897,2.1494796394984848,2.4949016348201765,2.4107839642529485
2020-08-30 12:00:00,2.899024684582316,2.1904641609011692,2.5443435568076875,2.458558910978625
2020-08-30 16:00:00,2.9254185150792544,2.210406985148205,2.567508234542757,2.4809425724590572
2020-08-30 20:00:00,2.8988882823575257,2.1945436665750986,2.5442238427108657,2.458443233141517
2020-08-31 00:00:00,2.8707212229383128,2.1785511974368412,2.51950288171711,2.434555759778679
2020-08-31 04:00:00,2.9488114966308046,2.2229974304692197,2.58803920214774,2.50078132152311
2020-08-31 08:00:00,2.960883093524753,2.231264126649114,2.5986338997164924,2.5110188101071835
2020-08-31 12:00:00,2.9786835838598975,2.244678231247986,2.6142565893517715,2.5261147678498004
2020-08-31 16:00:00,2.958496054590922,2.2324267787467105,2.5965389030221067,2.5089944479577904
2020-08-31 20:00:00,3.025674150300183,2.2704452965271833,2.655498095706972,2.5659657827335667
2020-09-01 00:00:00,3.160439548393077,2.3462905748937253,2.7737756233671687,2.6802554857964447
2020-09-01 04:00:00,3.1952221157146234,2.371233076592702,2.8043027180567943,2.70975333425903
2020-09-01 08:00:00,3.287020812998548,2.4393585775765607,2.8848703052180418,2.787604518632832
2020-09-01 12:00:00,3.244395117751555,2.407725265455527,2.8474596499611478,2.7514551945365273
2020-09-01 16:00:00,3.2422808832673042,2.406156253174324,2.8456040814604058,2.7496621880613508
2020-09-01 20:00:00,3.2055204836862976,2.3788756848011445,2.8133411323668605,2.718487010960698
2020-09-02 00:00:00,3.1847873455181603,2.363489241785474,2.795144589649907,2.700903979720255
2020-09-02 04:00:00,3.0136707545186296,2.236500473606795,2.6449632551866307,2.5557861330680476
2020-09-02 08:00:00,2.949629909979547,2.188974585476154,2.588757486728673,2.5014753885457592
2020-09-02 12:00:00,2.9715906681707978,2.2052720678809106,2.6080314563170246,2.520099520320175
2020-09-02 16:00:00,2.997438889768574,2.2244545083511054,2.630717277664805,2.5420204704521745
2020-09-02 20:00:00,3.01933144684743,2.2358054897394957,2.649931390204746,2.5605867633080366
2020-09-03 00:00:00,2.97963839943343,2.205574485259317,2.649931390204746,2.5605867633080366
2020-09-03 04:00:00,2.8825200153826804,2.1508309959567606,2.649931390204746,2.5605867633080366
2020-09-03 08:00:00,2.7528697007194256,2.101654273167847,2.649931390204746,2.5605867633080366
2020-09-03 12:00:00,2.7380700593296696,2.0980414886513183,2.649931390204746,2.5605867633080366
2020-09-03 16:00:00,2.6011904267525248,2.0718205427044034,2.649931390204746,2.5605867633080366
2020-09-03 20:00:00,2.6138076325456345,2.0743329103001056,2.649931390204746,2.5605867633080366
2020-09-04 00:00:00,2.6136481726143352,2.07430127321832,2.649931390204746,2.5605867633080366
2020-09-04 04:00:00,2.645781890612966,2.080676941226758,2.649931390204746,2.5605867633080366
2020-09-04 08:00:00,2.6464165429671813,2.0808017159222643,2.649931390204746,2.5605867633080366
2020-09-04 12:00:00,2.683343155544846,2.0880603010285084,2.649931390204746,2.5605867633080366
2020-09-04 16:00:00,2.6518948620887683,2.0819423793451564,2.649931390204746,2.5605867633080366
2020-09-04 20:00:00,2.6423014571024495,2.0800594882953667,2.649931390204746,2.5605867633080366
2020-09-05 00:00:00,2.641872432111,2.079975054562249,2.649931390204746,2.5605867633080366
2020-09-05 04:00:00,2.5958956769622246,2.070925554041632,2.649931390204746,2.5605867633080366
2020-09-05 08:00:00,2.6081393901797467,2.073367468291456,2.649931390204746,2.5605867633080366
2020-09-05 12:00:00,2.527607083648655,2.0573624701367623,2.649931390204746,2.5605867633080366
2020-09-05 16:00:00,2.5809254972309934,2.068212188807552,2.649931390204746,2.5605867633080366
2020-09-05 20:00:00,2.580171530234186,2.0680611418541988,2.649931390204746,2.5605867633080366
2020-09-06 00:00:00,2.5970913619975673,2.0714515411151138,2.649931390204746,2.5773781652528447
2020-09-06 04:00:00,2.6062176628511833,2.0732713355825445,2.649931390204746,2.586435193008521
2020-09-06 08:00:00,2.582621288321458,2.0685785495929596,2.649931390204746,2.5630179265303537
2020-09-06 12:00:00,2.6041816980988606,2.0728958106435487,2.649931390204746,2.584414682226865
2020-09-06 16:00:00,2.60364859012132,2.0727897238357356,2.649931390204746,2.583885620800247
2020-09-06 20:00:00,2.5904224350594722,2.0701573564722913,2.649931390204746,2.570759858739865
2020-09-07 00:00:00,2.5674378653992096,2.065565279585182,2.6264188032966267,2.570759858739865
2020-09-07 04:00:00,2.5453265773783476,2.0611180143330885,2.6037995596507555,2.570759858739865
2020-09-07 08:00:00,2.575167931073553,2.0671591400789864,2.6343264493243743,2.570759858739865
2020-09-07 12:00:00,2.576300150873473,2.067386356183977,2.635484679251591,2.570759858739865
2020-09-07 16:00:00,2.6334112469246027,2.07884374603069,2.6939077704457546,2.570759858739865
2020-09-07 20:00:00,2.6154810486133107,2.0753051721877283,2.675565667360704,2.570759858739865
2020-09-08 00:00:00,2.605755635937315,2.0733759669236664,2.675565667360704,2.5612007374721406
2020-09-08 04:00:00,2.5342912422432513,2.059160075539559,2.675565667360704,2.4909582882923673
2020-09-08 08:00:00,2.563635028492752,2.065120672343012,2.675565667360704,2.5198003354689864
2020-09-08 12:00:00,2.536377979183911,2.0596314845911334,2.675565667360704,2.4930093448525525
2020-09-08 16:00:00,2.5707609051258813,2.0666115322598597,2.675565667360704,2.5268043692456774
2020-09-08 20:00:00,2.545382426785519,2.0615111497325675,2.675565667360704,2.501859828573936
2020-09-09 00:00:00,2.5868429957816983,2.0699059025563917,2.675565667360704,2.501859828573936
2020-09-09 04:00:00,2.5948066135223926,2.0714989582031826,2.675565667360704,2.501859828573936
2020-09-09 08:00:00,2.6010871332197074,2.072752432155939,2.675565667360704,2.501859828573936
2020-09-09 12:00:00,2.6088705096918043,2.074303035008385,2.675565667360704,2.501859828573936
2020-09-09 16:00:00,2.5942557352789337,2.071397997099455,2.675565667360704,2.501859828573936
2020-09-09 20:00:00,2.6328502142434766,2.079101991480107,2.675565667360704,2.501859828573936
2020-09-10 00:00:00,2.60849479549811,2.074293761283144,2.675565667360704,2.501859828573936
2020-09-10 04:00:00,2.6128942056175304,2.0751683718995606,2.675565667360704,2.501859828573936
2020-09-10 08:00:00,2.643748464470063,2.081294508002921,2.675565667360704,2.501859828573936
2020-09-10 12:00:00,2.607154409726007,2.0740923283905324,2.675565667360704,2.501859828573936
2020-09-10 16:00:00,2.624127552287142,2.0774680264929732,2.675565667360704,2.501859828573936
2020-09-10 20:00:00,2.594651758347965,2.0716341809344025,2.675565667360704,2.501859828573936
2020-09-11 00:00:00,2.6048036574059936,2.073660562800711,2.675565667360704,2.5116486676176737
2020-09-11 04:00:00,2.6027346907312516,2.073248791400306,2.675565667360704,2.5096536929188376
2020-09-11 08:00:00,2.619530130633206,2.076593458607625,2.675565667360704,2.525848481394298
2020-09-11 12:00:00,2.620657273214293,2.076816839977,2.675565667360704,2.5269353142363635
2020-09-11 16:00:00,2.6370795375319687,2.0800704164207895,2.675565667360704,2.5427702729195185
2020-09-11 20:00:00,2.6255136330287487,2.077789683563296,2.675565667360704,2.5316179971797665
2020-09-12 00:00:00,2.6259325035825305,2.0778725554349604,2.6759925231418618,2.532021887762966
2020-09-12 04:00:00,2.625325775931901,2.0777525311452893,2.6753742290103664,2.531436858372756
2020-09-12 08:00:00,2.629996817258926,2.078676727680181,2.680134317721463,2.535940850330865
2020-09-12 12:00:00,2.6557383167458997,2.083763069949497,2.7063665457271804,2.5607617625347903
2020-09-12 16:00:00,2.650541783269585,2.079142243640742,2.7010709470360856,2.5557510714813945
2020-09-12 20:00:00,2.6798221042836636,2.083324916069946,2.7309094596414063,2.583984247157931
2020-09-13 00:00:00,2.6762705897094747,2.079691680786735,2.727290240018132,2.5805597445767385
2020-09-13 04:00:00,2.6210862982057432,2.067411180685328,2.6710539311040993,2.527348996106429
2020-09-13 08:00:00,2.609726021065289,2.065171044220541,2.659477084918144,2.516394993925702
2020-09-13 12:00:00,2.6170651408894345,2.066622972280091,2.666956115604981,2.523471646507709
2020-09-13 16:00:00,2.6231019540827307,2.0678147478142286,2.6731080128631266,2.5292925665492216
2020-09-13 20:00:00,2.6269885650999454,2.0685807103769784,2.677068717111327,2.533040181596974
2020-09-14 00:00:00,2.6399811680954417,2.071138415451443,2.677068717111327,2.533040181596974
2020-09-14 04:00:00,2.657878364484314,2.0801156966926264,2.677068717111327,2.533040181596974
2020-09-14 08:00:00,2.715811969986507,2.1141208087534515,2.677068717111327,2.533040181596974
2020-09-14 12:00:00,2.707426943082614,2.109225322599941,2.677068717111327,2.533040181596974
2020-09-14 16:00:00,2.7091455816578294,2.1102295037134433,2.677068717111327,2.533040181596974
2020-09-14 20:00:00,2.7303074297567855,2.122592171628153,2.677068717111327,2.533040181596974
2020-09-15 00:00:00,2.7268143031991845,2.1205554550834718,2.673643703601732,2.529799436678152
2020-09-15 04:00:00,2.7470673291269034,2.132368048416996,2.6935018124531487,2.548589162668242
2020-09-15 08:00:00,2.737753171176439,2.126945571344567,2.684369272797113,2.539947961282225
2020-09-15 12:00:00,2.7374739241405845,2.1267828622152867,2.684095470845038,2.539688890104122
2020-09-15 16:00:00,2.7379689529768725,2.1270713084821264,2.684580847032808,2.5401481526471237
2020-09-15 20:00:00,2.7364711734209246,2.126198613071421,2.683112272926223,2.5387585890554774
2020-09-16 00:00:00,2.771016570365574,2.1463295692601245,2.7169840635065796,2.570808048979413
2020-09-16 04:00:00,2.7668278648277527,2.1438962539971733,2.7128770342254516,2.56692198130786
2020-09-16 08:00:00,2.7937371246464826,2.159534377547408,2.739261585970879,2.5918870221069277
2020-09-16 12:00:00,2.7879516337854557,2.156180277148568,2.733588907345612,2.5865195383351285
2020-09-16 16:00:00,2.7807952938393234,2.152029283585383,2.7265721100465212,2.579880250598093
2020-09-16 20:00:00,2.7599990054963954,2.13995875606318,2.706181331942885,2.5605865134069647
2020-09-17 00:00:00,2.7626137731957625,2.1414792715657733,2.708745113857771,2.563012361711025
2020-09-17 04:00:00,2.7614104723321704,2.1407797047600976,2.7075652763551927,2.561896000452652
2020-09-17 08:00:00,2.751423582886238,2.1349729629372827,2.6977731229055215,2.552630673046658
2020-09-17 12:00:00,2.7713059718390958,2.146543799335479,2.717267821893275,2.5710765409276295
2020-09-17 16:00:00,2.7772361634368843,2.1499887679168412,2.72308237971189,2.5765782706735374
2020-09-17 20:00:00,2.7732683169183305,2.1476849958538042,2.7191919028837677,2.5728971047519393
2020-09-18 00:00:00,2.7808282957617436,2.1520759665269047,2.7266044684590396,2.5799108681009604
2020-09-18 04:00:00,2.786697560733527,2.155482623485787,2.732359287669929,2.585356073226191
2020-09-18 08:00:00,2.766924331985594,2.144011827844846,2.71297162035435,2.5670114786239324
2020-09-18 12:00:00,2.758592615879455,2.1391698185229857,2.7048023657478883,2.559281736746334
2020-09-18 16:00:00,2.7755606812217564,2.1490383216819975,2.721439567999439,2.5750238436049164
2020-09-18 20:00:00,2.7863776959470026,2.152420086958593,2.73204565997937,2.5850593189676365
2020-09-19 00:00:00,2.7671578840519455,2.144996630108027,2.7132006183506316,2.567228156336529
2020-09-19 04:00:00,2.828010890383528,2.1685821100449454,2.7728670419251262,2.6236844764303457
2020-09-19 08:00:00,2.8154600054265653,2.163769960156228,2.7605608887336737,2.612040404570856
2020-09-19 12:00:00,2.8062296215868576,2.160223039362721,2.751510489663261,2.60347692453827
2020-09-19 16:00:00,2.812944243494455,2.1628074823523145,2.7580941820563414,2.6097064087753954
2020-09-19 20:00:00,2.7794752169425556,2.1499407038477445,2.7252777735458023,2.5786555504834228
2020-09-20 00:00:00,2.7829784979378247,2.1511668326855533,2.7287127434900187,2.5819057161723586
2020-09-20 04:00:00,2.7800743287649357,2.148115301188693,2.725865203188437,2.579211375920082
2020-09-20 08:00:00,2.7504766815737494,2.1252457116411296,2.6968446853771217,2.5517521862336356
2020-09-20 12:00:00,2.759729912898209,2.1272266831769744,2.705917486425432,2.560336862998976
2020-09-20 16:00:00,2.7722325642762513,2.1352684285616577,2.718176346552435,2.5719361862004297
2020-09-20 20:00:00,2.7830165770790782,2.1435746444137513,2.728750080119848,2.5819410440602826
2020-09-21 00:00:00,2.767739225608407,2.1318075052899523,2.728750080119848,2.5819410440602826
2020-09-21 04:00:00,2.70018429041631,2.0797743814575465,2.728750080119848,2.5819410440602826
2020-09-21 08:00:00,2.644916224801822,2.066792296217912,2.728750080119848,2.5819410440602826
2020-09-21 12:00:00,2.6651717893389586,2.0707493255888547,2.728750080119848,2.5819410440602826
2020-09-21 16:00:00,2.6445252789516256,2.0667389136117214,2.728750080119848,2.5819410440602826
2020-09-21 20:00:00,2.6528341475730133,2.0683622921292746,2.728750080119848,2.5819410440602826
2020-09-22 00:00:00,2.6332741620160967,2.0645496587049865,2.728750080119848,2.5819410440602826
2020-09-22 04:00:00,2.6534205663483084,2.0684984739089027,2.728750080119848,2.5819410440602826
2020-09-22 08:00:00,2.653118471827702,2.0684395987664947,2.728750080119848,2.5819410440602826
2020-09-22 12:00:00,2.663501384342665,2.0704632953733864,2.728750080119848,2.5819410440602826
2020-09-22 16:00:00,2.673056710187731,2.0723202449843234,2.728750080119848,2.5819410440602826
2020-09-22 20:00:00,2.6594497637133543,2.0696830066361995,2.728750080119848,2.5819410440602826
2020-09-23 00:00:00,2.6474243709056817,2.0673433543252444,2.728750080119848,2.5819410440602826
2020-09-23 04:00:00,2.6590537406443238,2.0696136647171466,2.728750080119848,2.5819410440602826
2020-09-23 08:00:00,2.6536591956334936,2.0685639845340527,2.728750080119848,2.5819410440602826
2020-09-23 12:00:00,2.612990672775375,2.060638565755058,2.728750080119848,2.5819410440602826
2020-09-23 16:00:00,2.599906679840872,2.058059013834359,2.728750080119848,2.5819410440602826
2020-09-23 20:00:00,2.615211956015129,2.0610878880852974,2.728750080119848,2.5819410440602826
2020-09-24 00:00:00,2.6112891380811063,2.0603149801272655,2.728750080119848,2.5819410440602826
2020-09-24 04:00:00,2.6112891380811063,2.0603149801272655,2.728750080119848,2.5819410440602826
2020-09-24 08:00:00,2.6112891380811063,2.0603149801272655,2.728750080119848,2.5819410440602826
2020-09-24 12:00:00,2.6112891380811063,2.0603149801272655,2.728750080119848,2.5819410440602826
2020-09-24 16:00:00,2.6112891380811063,2.0603149801272655,2.728750080119848,2.5819410440602826
2020-09-24 20:00:00,2.6112891380811063,2.0603149801272655,2.728750080119848,2.5819410440602826
2020-09-25 00:00:00,2.6121382641349626,2.0604824708795597,2.729637401540407,2.5827806268464477
2020-09-25 04:00:00,2.5982207954526415,2.0577379090149877,2.7150938976334222,2.569019575610768
2020-09-25 08:00:00,2.602525091615193,2.0585901377209552,2.719591809537216,2.5732754960930357
2020-09-25 12:00:00,2.6198058263507056,2.0620073910467456,2.7376498658460284,2.590362013872497
2020-09-25 16:00:00,2.612072269815605,2.060485651288969,2.729568438666243,2.58271537423258
2020-09-25 20:00:00,2.6165183315530727,2.0613624500016865,2.7342144930404624,2.5871114669964896
2020-09-26 00:00:00,2.616757866490001,2.061409627993762,2.7344648027318716,2.587348309817195
2020-09-26 04:00:00,2.6177600024506176,2.0616069917567823,2.7355120167469513,2.5883391828425952
2020-09-26 08:00:00,2.6204633253102325,2.0621392396808793,2.738336940407142,2.5910121232476993
2020-09-26 12:00:00,2.619864487967913,2.062021427883071,2.737711166178619,2.5904200161959356
2020-09-26 16:00:00,2.6223209431884498,2.0625047795339526,2.740278117605827,2.592848863489905
2020-09-26 20:00:00,2.6351776142929473,2.06503278298742,2.753713107165142,2.6055610393767465
2020-09-27 00:00:00,2.6083105936122175,2.0597692593651433,2.725637554838908,2.5789959752421145
2020-09-27 04:00:00,2.596632043319957,2.057463636815354,2.7134336802924426,2.567448679350987
2020-09-27 08:00:00,2.6287297248682955,2.0638218550293743,2.7469751789412875,2.5991856173255123
2020-09-27 12:00:00,2.6231519827655463,2.0627270804368716,2.741146538984186,2.5936705630719437
2020-09-27 16:00:00,2.633478871627999,2.0647572290379816,2.7519379517005556,2.603881388760519
2020-09-27 20:00:00,2.660582983011606,2.0700699173719266,2.7802612595376743,2.6306808789523792
2020-09-28 00:00:00,2.65297163817902,2.0685894132804092,2.772307541384118,2.623155077486291
2020-09-28 04:00:00,2.6588158017932506,2.0700921137020383,2.7784145870184,2.6289335589588076
2020-09-28 08:00:00,2.6646795192798836,2.072374790696411,2.7845420660968783,2.634731374539137
2020-09-28 12:00:00,2.656637989254447,2.0669071055695576,2.7761388121709953,2.6267802227011696
2020-09-28 16:00:00,2.6143820709931256,2.0422502672856173,2.7319821392619774,2.584999215717954
2020-09-28 20:00:00,2.61287153435005,2.040423586946425,2.7304036556977844,2.5835056558894243
2020-09-29 00:00:00,2.6219274215063546,2.042191550421813,2.73986689454137,2.5835056558894243
2020-09-29 04:00:00,2.629731860828914,2.04446512623154,2.748022392956369,2.5835056558894243
2020-09-29 08:00:00,2.6216707769310754,2.041331611907467,2.7395987055862894,2.5835056558894243
2020-09-29 12:00:00,2.624493867259154,2.0422147358986615,2.7425487840921843,2.5835056558894243
2020-09-29 16:00:00,2.6496670337430364,2.056905857542328,2.768854289314881,2.5835056558894243
