profile,decision_date,period_start,period_end,incumbent_asset_before,incumbent_hold_periods_before,core_asset_today,core_is_bnb,approved_shortlist_size,approved_shortlist,selected_asset,selected,keep_reason,best_passed_asset,best_passed_score,required_recent_delta_pct
phase68_dynamic_admit_base,2026-02-21,2026-02-22,2026-02-27,ZRO,1,CASH,False,3,"ADA,ZEC,ZRO",ZRO,True,min_hold,ZRO,63.76569417475418,2.0
phase68_dynamic_admit_base,2026-02-28,2026-03-01,2026-03-06,ZRO,2,CASH,False,3,"ADA,ZEC,ZRO",ZRO,True,incumbent_best,ZRO,64.32822137740287,2.0
phase68_dynamic_admit_base,2026-03-07,2026-03-08,2026-03-13,ZRO,3,CASH,False,3,"ADA,ZEC,ZRO",ZRO,True,incumbent_best,ZRO,33.89560936638575,2.0
phase68_dynamic_admit_base,2026-03-14,2026-03-15,2026-03-16,ZRO,4,CASH,False,2,"ZEC,ZRO",,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-05-04,2019-05-05,2019-05-10,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-05-11,2019-05-12,2019-05-17,,0,0.0601288053556083,False,1,BNB,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-05-18,2019-05-19,2019-05-24,,0,0.0,False,1,BNB,BNB,True,best_passed,BNB,30.29917348788606,2.0
phase68_dynamic_admit_strict,2019-05-25,2019-05-26,2019-05-31,BNB,1,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-06-01,2019-06-02,2019-06-07,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-06-08,2019-06-09,2019-06-14,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-06-15,2019-06-16,2019-06-21,,0,0.0236228761604484,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-06-22,2019-06-23,2019-06-28,,0,0.0776286080195676,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-06-29,2019-06-30,2019-07-05,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-07-06,2019-07-07,2019-07-12,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-07-13,2019-07-14,2019-07-19,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-07-20,2019-07-21,2019-07-26,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-07-27,2019-07-28,2019-08-02,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-08-03,2019-08-04,2019-08-09,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-08-10,2019-08-11,2019-08-16,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-08-17,2019-08-18,2019-08-23,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-08-24,2019-08-25,2019-08-30,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-08-31,2019-09-01,2019-09-06,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-09-07,2019-09-08,2019-09-13,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-09-14,2019-09-15,2019-09-20,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-09-21,2019-09-22,2019-09-27,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-09-28,2019-09-29,2019-10-04,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-10-05,2019-10-06,2019-10-11,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-10-12,2019-10-13,2019-10-18,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-10-19,2019-10-20,2019-10-25,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-10-26,2019-10-27,2019-11-01,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-11-02,2019-11-03,2019-11-08,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-11-09,2019-11-10,2019-11-15,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-11-16,2019-11-17,2019-11-22,,0,CASH,False,2,"ATOM,LINK",,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-11-23,2019-11-24,2019-11-29,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-11-30,2019-12-01,2019-12-06,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-12-07,2019-12-08,2019-12-13,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-12-14,2019-12-15,2019-12-20,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-12-21,2019-12-22,2019-12-27,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2019-12-28,2019-12-29,2020-01-03,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-01-04,2020-01-05,2020-01-10,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-01-11,2020-01-12,2020-01-17,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-01-18,2020-01-19,2020-01-24,,0,0.0,False,1,ETC,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-01-25,2020-01-26,2020-01-31,,0,BTC,False,2,"ETC,THETA",ETC,True,best_passed,ETC,465.8239632244226,2.0
phase68_dynamic_admit_strict,2020-02-01,2020-02-02,2020-02-07,ETC,1,BTC,False,1,ETC,ETC,True,min_hold,ETC,524.4502996696048,2.0
phase68_dynamic_admit_strict,2020-02-08,2020-02-09,2020-02-14,ETC,2,BTC,False,5,"ETC,IOTA,LINK,TRX,XTZ",ETC,True,incumbent_best,ETC,553.1134867189027,2.0
phase68_dynamic_admit_strict,2020-02-15,2020-02-16,2020-02-21,ETC,3,0.0480623480130599,False,8,"DOGE,ETC,ETH,IOTA,LINK,TRX,XLM,XTZ",ETC,True,incumbent_best,ETC,556.8730583275263,2.0
phase68_dynamic_admit_strict,2020-02-22,2020-02-23,2020-02-28,ETC,4,0.0,False,11,"ADA,ALGO,DOGE,ETC,ETH,IOTA,LINK,NEO,TRX,XLM,XTZ",XTZ,True,best_passed,XTZ,502.48755647245525,2.0
phase68_dynamic_admit_strict,2020-02-29,2020-03-01,2020-03-06,XTZ,1,0.0,False,12,"ADA,ALGO,BNB,DOGE,ETH,IOTA,LINK,NEO,THETA,TRX,XLM,XTZ",XTZ,True,min_hold,XTZ,502.48755647245525,2.0
phase68_dynamic_admit_strict,2020-03-07,2020-03-08,2020-03-13,XTZ,2,0.0,False,12,"ADA,ALGO,BNB,DOGE,ETH,IOTA,LINK,NEO,THETA,TRX,XLM,XTZ",XTZ,True,incumbent_best,XTZ,505.27262890011116,2.0
phase68_dynamic_admit_strict,2020-03-14,2020-03-15,2020-03-20,XTZ,3,CASH,False,11,"ADA,ALGO,BNB,DOGE,ETH,LINK,NEO,THETA,TRX,XLM,XTZ",XTZ,True,incumbent_best,XTZ,364.616572913444,2.0
phase68_dynamic_admit_strict,2020-03-21,2020-03-22,2020-03-27,XTZ,4,CASH,False,8,"ADA,ALGO,ETH,LINK,NEO,THETA,TRX,XTZ",ALGO,True,best_passed,ALGO,277.9104278079167,2.0
phase68_dynamic_admit_strict,2020-03-28,2020-03-29,2020-04-03,ALGO,1,CASH,False,1,ALGO,ALGO,True,min_hold,ALGO,264.2452224474196,2.0
phase68_dynamic_admit_strict,2020-04-04,2020-04-05,2020-04-10,ALGO,2,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-04-11,2020-04-12,2020-04-17,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-04-18,2020-04-19,2020-04-24,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-04-25,2020-04-26,2020-05-01,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-05-02,2020-05-03,2020-05-08,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-05-09,2020-05-10,2020-05-15,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-05-16,2020-05-17,2020-05-22,,0,BTC,False,2,"DOGE,LINK",,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-05-23,2020-05-24,2020-05-29,,0,BTC,False,2,"DOGE,LINK",,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-05-30,2020-05-31,2020-06-05,,0,BTC,False,9,"ADA,BNB,DOGE,ETH,IOTA,LINK,NEO,TRX,XTZ",XTZ,True,best_passed,XTZ,169.4112795607943,2.0
phase68_dynamic_admit_strict,2020-06-06,2020-06-07,2020-06-12,XTZ,1,0.0034316480664173,False,9,"ADA,BNB,DOGE,ETH,IOTA,LINK,NEO,TRX,XTZ",XTZ,True,min_hold,ADA,306.8021749998814,2.0
phase68_dynamic_admit_strict,2020-06-13,2020-06-14,2020-06-19,XTZ,2,BTC,False,9,"ADA,BNB,DOGE,ETH,IOTA,LINK,NEO,TRX,XTZ",ADA,True,best_passed,ADA,262.7314249970819,2.0
phase68_dynamic_admit_strict,2020-06-20,2020-06-21,2020-06-26,ADA,1,0.0,False,9,"ADA,BNB,CHZ,ETH,IOTA,NEO,THETA,TRX,XTZ",ADA,True,min_hold,ADA,273.96970500112064,2.0
phase68_dynamic_admit_strict,2020-06-27,2020-06-28,2020-07-03,ADA,2,0.0214908696510601,False,7,"ADA,BNB,ETH,IOTA,NEO,TRX,XTZ",ADA,True,incumbent_best,ADA,260.1030035645006,2.0
phase68_dynamic_admit_strict,2020-07-04,2020-07-05,2020-07-10,ADA,3,0.0174170215958133,False,8,"ADA,BNB,DOGE,ETH,IOTA,NEO,TRX,XTZ",ADA,True,incumbent_best,ADA,341.48810871788197,2.0
phase68_dynamic_admit_strict,2020-07-11,2020-07-12,2020-07-17,ADA,4,0.0858319587464708,False,5,"BNB,ETH,IOTA,NEO,TRX",TRX,True,best_passed,TRX,88.49379659965174,2.0
phase68_dynamic_admit_strict,2020-07-18,2020-07-19,2020-07-24,TRX,1,0.1168886966757876,False,5,"BNB,ETH,IOTA,NEO,TRX",TRX,True,min_hold,TRX,85.49241705572094,2.0
phase68_dynamic_admit_strict,2020-07-25,2020-07-26,2020-07-31,TRX,2,0.083968722264738,False,1,ETH,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-08-01,2020-08-02,2020-08-07,,0,0.0346778295403651,False,1,ETH,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-08-08,2020-08-09,2020-08-14,,0,0.2403741161285097,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-08-15,2020-08-16,2020-08-21,,0,0.126118863965893,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-08-22,2020-08-23,2020-08-28,,0,0.1313872621204641,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-08-29,2020-08-30,2020-09-04,,0,0.0730803223949276,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-09-05,2020-09-06,2020-09-11,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-09-12,2020-09-13,2020-09-18,,0,0.1171832962447618,False,1,NEO,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-09-19,2020-09-20,2020-09-25,,0,0.0,False,1,NEO,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-09-26,2020-09-27,2020-10-02,,0,0.0571235442491728,False,1,NEO,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-10-03,2020-10-04,2020-10-09,,0,0.0524880214787881,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-10-10,2020-10-11,2020-10-16,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-10-17,2020-10-18,2020-10-23,,0,0.0099530648655907,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-10-24,2020-10-25,2020-10-30,,0,0.0613414234582201,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-10-31,2020-11-01,2020-11-06,,0,0.0146329055305465,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-11-07,2020-11-08,2020-11-13,,0,0.0173286791053853,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-11-14,2020-11-15,2020-11-20,,0,0.0241335892656067,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-11-21,2020-11-22,2020-11-27,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-11-28,2020-11-29,2020-12-04,,0,0.1291398379686763,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-12-05,2020-12-06,2020-12-11,,0,0.0553416014574548,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-12-12,2020-12-13,2020-12-18,,0,0.0191004618968626,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-12-19,2020-12-20,2020-12-25,,0,0.0652134610693009,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2020-12-26,2020-12-27,2021-01-01,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-01-02,2021-01-03,2021-01-08,,0,0.7561894541604735,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-01-09,2021-01-10,2021-01-15,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-01-16,2021-01-17,2021-01-22,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-01-23,2021-01-24,2021-01-29,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-01-30,2021-01-31,2021-02-05,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-02-06,2021-02-07,2021-02-12,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-02-13,2021-02-14,2021-02-19,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-02-20,2021-02-21,2021-02-26,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-02-27,2021-02-28,2021-03-05,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-03-06,2021-03-07,2021-03-12,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-03-13,2021-03-14,2021-03-19,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-03-20,2021-03-21,2021-03-26,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-03-27,2021-03-28,2021-04-02,,0,0.0405220984693996,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-04-03,2021-04-04,2021-04-09,,0,0.1308764684467428,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-04-10,2021-04-11,2021-04-16,,0,0.317341521684193,False,4,"DCR,ETH,TRX,XTZ",TRX,True,best_passed,TRX,211.68453739592906,2.0
phase68_dynamic_admit_strict,2021-04-17,2021-04-18,2021-04-23,TRX,1,0.0559843475707952,False,4,"DCR,ETH,TRX,XTZ",TRX,True,min_hold,XTZ,268.29898523907866,2.0
phase68_dynamic_admit_strict,2021-04-24,2021-04-25,2021-04-30,TRX,2,0.0,False,4,"DCR,ETH,TRX,XTZ",XTZ,True,best_passed,XTZ,240.7055789333153,2.0
phase68_dynamic_admit_strict,2021-05-01,2021-05-02,2021-05-07,XTZ,1,0.0,False,4,"DCR,ETH,TRX,XTZ",XTZ,True,min_hold,XTZ,241.4275468534444,2.0
phase68_dynamic_admit_strict,2021-05-08,2021-05-09,2021-05-14,XTZ,2,0.0,False,3,"DCR,ETH,XTZ",ETH,True,best_passed,ETH,637.3381810856303,2.0
phase68_dynamic_admit_strict,2021-05-15,2021-05-16,2021-05-21,ETH,1,0.0,False,2,"DCR,ETH",ETH,True,min_hold,ETH,524.3120924467732,2.0
phase68_dynamic_admit_strict,2021-05-22,2021-05-23,2021-05-28,ETH,2,CASH,False,1,ETH,ETH,True,incumbent_best,ETH,436.8487440318192,2.0
phase68_dynamic_admit_strict,2021-05-29,2021-05-30,2021-06-04,ETH,3,CASH,False,1,ETH,ETH,True,incumbent_best,ETH,337.1066660533226,2.0
phase68_dynamic_admit_strict,2021-06-05,2021-06-06,2021-06-11,ETH,4,CASH,False,1,ETH,ETH,True,incumbent_best,ETH,329.10576684792915,2.0
phase68_dynamic_admit_strict,2021-06-12,2021-06-13,2021-06-18,ETH,5,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-06-19,2021-06-20,2021-06-25,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-06-26,2021-06-27,2021-07-02,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-07-03,2021-07-04,2021-07-09,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-07-10,2021-07-11,2021-07-16,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-07-17,2021-07-18,2021-07-23,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-07-24,2021-07-25,2021-07-30,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-07-31,2021-08-01,2021-08-06,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-08-07,2021-08-08,2021-08-13,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-08-14,2021-08-15,2021-08-20,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-08-21,2021-08-22,2021-08-27,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-08-28,2021-08-29,2021-09-03,,0,BTC,False,3,"ATOM,BNB,CAKE",ATOM,True,best_passed,ATOM,75.26810884507783,2.0
phase68_dynamic_admit_strict,2021-09-04,2021-09-05,2021-09-10,ATOM,1,0.0408110839483409,False,6,"ATOM,BNB,CAKE,CHZ,MANA,XTZ",ATOM,True,min_hold,XTZ,209.5918217681202,2.0
phase68_dynamic_admit_strict,2021-09-11,2021-09-12,2021-09-17,ATOM,2,0.0,False,9,"ATOM,BNB,CAKE,CHZ,ETH,JST,MANA,TRX,XTZ",ETH,True,best_passed,ETH,455.8402983695752,2.0
phase68_dynamic_admit_strict,2021-09-18,2021-09-19,2021-09-24,ETH,1,0.0,False,9,"ATOM,BNB,CAKE,CHZ,ETH,JST,MANA,TRX,XTZ",ETH,True,min_hold,ETH,380.86100241213467,2.0
phase68_dynamic_admit_strict,2021-09-25,2021-09-26,2021-10-01,ETH,2,0.0,False,10,"ATOM,BNB,CAKE,CHZ,ETH,JST,MANA,STX,TRX,XTZ",ETH,True,incumbent_best,ETH,335.1395688094762,2.0
phase68_dynamic_admit_strict,2021-10-02,2021-10-03,2021-10-08,ETH,3,0.0,False,8,"BNB,CHZ,ETH,JST,MANA,STX,TRX,XTZ",ETH,True,incumbent_best,ETH,363.8819705983029,2.0
phase68_dynamic_admit_strict,2021-10-09,2021-10-10,2021-10-15,ETH,4,BTC,False,4,"ETH,JST,STX,TRX",ETH,True,incumbent_best,ETH,366.5056629444005,2.0
phase68_dynamic_admit_strict,2021-10-16,2021-10-17,2021-10-22,ETH,5,0.035099536675172,False,2,"JST,TRX",JST,True,best_passed,JST,133.16823216753312,2.0
phase68_dynamic_admit_strict,2021-10-23,2021-10-24,2021-10-29,JST,1,0.0839639239993117,False,1,TRX,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2021-10-30,2021-10-31,2021-11-05,,0,0.0369330786345417,False,1,BNB,BNB,True,best_passed,BNB,146.91285940835385,2.0
phase68_dynamic_admit_strict,2021-11-06,2021-11-07,2021-11-12,BNB,1,0.0850259731672533,False,3,"BNB,ETH,LINK",BNB,True,min_hold,BNB,288.17800003351874,2.0
phase68_dynamic_admit_strict,2021-11-13,2021-11-14,2021-11-19,BNB,2,0.1550469403701755,False,4,"BNB,ETH,LINK,VET",BNB,True,incumbent_best,BNB,284.2867283551625,2.0
phase68_dynamic_admit_strict,2021-11-20,2021-11-21,2021-11-26,BNB,3,0.0968467929965992,False,3,"BNB,LINK,VET",VET,True,best_passed,VET,96.8390089007308,2.0
phase68_dynamic_admit_strict,2021-11-27,2021-11-28,2021-12-03,VET,1,0.0753273594720138,False,3,"BNB,LINK,VET",VET,True,min_hold,VET,106.52584091769366,2.0
phase68_dynamic_admit_strict,2021-12-04,2021-12-05,2021-12-10,VET,2,0.0,False,5,"AVAX,BNB,LINK,VET,ZEC",BNB,True,best_passed,BNB,122.27213453127582,2.0
phase68_dynamic_admit_strict,2021-12-11,2021-12-12,2021-12-17,BNB,1,CASH,False,5,"AVAX,BNB,LINK,VET,ZEC",VET,True,best_passed,VET,106.5829902334074,2.0
phase68_dynamic_admit_strict,2021-12-18,2021-12-19,2021-12-24,VET,1,CASH,False,3,"AVAX,LINK,ZEC",ZEC,True,best_passed,ZEC,137.0302541396578,2.0
phase68_dynamic_admit_strict,2021-12-25,2021-12-26,2021-12-31,ZEC,1,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-01-01,2022-01-02,2022-01-07,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-01-08,2022-01-09,2022-01-14,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-01-15,2022-01-16,2022-01-21,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-01-22,2022-01-23,2022-01-28,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-01-29,2022-01-30,2022-02-04,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-02-05,2022-02-06,2022-02-11,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-02-12,2022-02-13,2022-02-18,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-02-19,2022-02-20,2022-02-25,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-02-26,2022-02-27,2022-03-04,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-03-05,2022-03-06,2022-03-11,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-03-12,2022-03-13,2022-03-18,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-03-19,2022-03-20,2022-03-25,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-03-26,2022-03-27,2022-04-01,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-04-02,2022-04-03,2022-04-08,,0,0.0,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-04-09,2022-04-10,2022-04-15,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-04-16,2022-04-17,2022-04-22,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-04-23,2022-04-24,2022-04-29,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-04-30,2022-05-01,2022-05-06,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-05-07,2022-05-08,2022-05-13,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-05-14,2022-05-15,2022-05-20,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-05-21,2022-05-22,2022-05-27,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-05-28,2022-05-29,2022-06-03,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-06-04,2022-06-05,2022-06-10,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-06-11,2022-06-12,2022-06-17,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-06-18,2022-06-19,2022-06-24,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-06-25,2022-06-26,2022-07-01,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-07-02,2022-07-03,2022-07-08,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-07-09,2022-07-10,2022-07-15,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-07-16,2022-07-17,2022-07-22,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-07-23,2022-07-24,2022-07-29,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-07-30,2022-07-31,2022-08-05,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-08-06,2022-08-07,2022-08-12,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-08-13,2022-08-14,2022-08-19,,0,CASH,False,1,TWT,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-08-20,2022-08-21,2022-08-26,,0,CASH,False,1,TWT,TWT,True,best_passed,TWT,45.2217150632724,2.0
phase68_dynamic_admit_strict,2022-08-27,2022-08-28,2022-09-02,TWT,1,CASH,False,1,TWT,TWT,True,min_hold,TWT,45.20359758229384,2.0
phase68_dynamic_admit_strict,2022-09-03,2022-09-04,2022-09-09,TWT,2,CASH,False,1,TWT,TWT,True,incumbent_best,TWT,44.722459239782566,2.0
phase68_dynamic_admit_strict,2022-09-10,2022-09-11,2022-09-16,TWT,3,CASH,False,1,TWT,TWT,True,incumbent_best,TWT,60.16448177264613,2.0
phase68_dynamic_admit_strict,2022-09-17,2022-09-18,2022-09-23,TWT,4,CASH,False,0,,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-09-24,2022-09-25,2022-09-30,,0,CASH,False,1,NEXO,,False,best_passed,,,2.0
phase68_dynamic_admit_strict,2022-10-01,2022-10-02,2022-10-07,,0,CASH,False,2,"CAKE,NEXO",NEXO,True,best_passed,NEXO,67.16922942457109,2.0
phase68_dynamic_admit_strict,2022-10-08,2022-10-09,2022-10-14,NEXO,1,CASH,False,3,"CAKE,NEXO,QNT",NEXO,True,min_hold,NEXO,94.47497947356582,2.0
phase68_dynamic_admit_strict,2022-10-15,2022-10-16,2022-10-21,NEXO,2,CASH,False,3,"CAKE,QNT,XRP",QNT,True,best_passed,QNT,334.19058689212875,2.0
phase68_dynamic_admit_strict,2022-10-22,2022-10-23,2022-10-28,QNT,1,CASH,False,3,"CAKE,QNT,XRP",QNT,True,min_hold,QNT,266.19201049276563,2.0
