ts,phase51_main_current,phase51_btc_top_override,phase51_btc_trend_override,phase51_btc_gap_override
2022-05-31,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-13,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-14,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-15,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-16,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-17,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-18,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-19,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-20,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-21,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-22,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-23,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-24,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-25,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-26,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-27,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-28,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-29,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-06-30,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-13,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-14,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-15,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-16,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-17,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-18,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-19,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-20,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-21,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-22,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-23,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-24,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-25,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-26,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-27,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-28,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-29,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-30,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-07-31,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-13,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-14,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-15,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-16,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-17,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-18,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-19,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-20,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-21,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-22,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-23,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-24,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-25,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-26,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-27,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-28,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-29,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-30,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-08-31,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-13,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-14,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-15,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-16,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-17,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-18,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-19,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-20,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-21,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-22,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-23,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-24,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-25,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-26,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-27,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-28,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-29,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-09-30,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-13,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-14,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-15,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-16,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-17,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-18,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-19,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-20,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-21,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-22,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-23,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-24,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-25,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-26,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-27,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-28,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-29,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-30,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-10-31,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-13,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-14,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-15,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-16,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-17,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-18,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-19,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-20,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-21,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-22,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-23,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-24,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-25,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-26,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-27,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-28,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-29,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-11-30,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-13,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-14,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-15,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-16,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-17,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-18,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-19,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-20,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-21,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-22,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-23,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-24,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-25,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-26,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-27,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-28,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-29,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-30,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2022-12-31,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-01,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-02,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-03,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-04,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-05,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-06,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-07,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-08,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-09,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-10,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-11,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-12,19.859621009482797,19.859621009482797,14.103248260079349,19.859621009482797
2023-01-13,20.200630485834363,20.200630485834363,14.3454150819804,20.200630485834363
2023-01-14,20.092544234373275,20.092544234373275,14.268657965763065,20.092544234373275
2023-01-15,19.756786942600524,19.756786942600524,14.030220966449638,19.756786942600524
2023-01-16,20.012054472646927,20.012054472646927,14.211498411133134,20.012054472646927
2023-01-17,19.000183182372893,19.000183182372893,13.492921152928288,19.000183182372893
2023-01-18,19.365836671358277,19.365836671358277,13.7525888439614,19.365836671358277
2023-01-19,20.761759110440867,20.761759110440867,14.743898834257632,20.761759110440867
2023-01-20,20.216728438179626,20.216728438179626,14.356846992906384,20.216728438179626
2023-01-21,20.140838091409073,20.140838091409073,14.302953698541021,20.140838091409073
2023-01-22,20.67437022628084,20.67437022628084,14.68183988923085,20.67437022628084
2023-01-23,20.05114949977115,20.05114949977115,14.239261623381955,20.05114949977115
2023-01-24,20.55478543743027,20.55478543743027,14.596917122352094,20.55478543743027
2023-01-25,20.1270398465417,20.1270398465417,14.293154917747318,20.1270398465417
2023-01-26,20.44209977101339,20.44209977101339,14.51689374587019,20.44209977101339
2023-01-27,20.621476954289243,20.621476954289243,14.644277896188322,20.621476954289243
2023-01-28,21.810425720361234,21.810425720361234,15.488606174579019,21.810425720361234
2023-01-29,21.012427225531486,21.012427225531486,14.921910018676561,21.012427225531486
2023-01-30,21.63794765951907,21.63794765951907,15.36612141465774,21.63794765951907
2023-01-31,23.07296512572588,23.07296512572588,16.385194617202796,23.07296512572588
2023-02-01,22.684314561961532,22.684314561961532,16.109195624846844,22.684314561961532
2023-02-02,22.964878874264784,22.964878874264784,16.30843750098546,22.964878874264784
2023-02-03,22.65441836474889,22.65441836474889,16.087964933127154,22.65441836474889
2023-02-04,22.222073358904524,22.222073358904524,15.780936468257808,22.222073358904524
2023-02-05,22.06109383545184,22.06109383545184,15.666617358997948,22.06109383545184
2023-02-06,23.194849622054335,23.194849622054335,16.471750514213834,23.194849622054335
2023-02-07,22.81769759567947,22.81769759567947,16.2039171725193,22.81769759567947
2023-02-08,21.168807334028372,21.168807334028372,15.032962867671856,21.168807334028372
2023-02-09,21.13705412302733,21.13705412302733,15.010413423370348,21.13705412302733
2023-02-10,21.13705412302733,21.13705412302733,15.010413423370348,21.13705412302733
2023-02-11,20.708524339490662,20.708524339490662,14.706094326788904,20.708524339490662
2023-02-12,20.677461552981427,20.677461552981427,14.684035185298722,20.677461552981427
2023-02-13,20.677461552981427,20.677461552981427,14.684035185298722,20.677461552981427
2023-02-14,22.157009239496347,22.157009239496347,15.734731385673465,22.157009239496347
2023-02-15,21.236853341299017,21.236853341299017,15.081285528672632,21.236853341299017
2023-02-16,21.57517764110459,21.57517764110459,15.321545480778324,21.57517764110459
2023-02-17,21.48682543542288,21.48682543542288,15.258802435960913,21.48682543542288
2023-02-18,20.995500974558734,20.995500974558734,14.909889894049464,20.995500974558734
2023-02-19,20.66579640213674,20.66579640213674,14.675751214608884,20.66579640213674
2023-02-20,20.213260714498706,20.213260714498706,14.35438439969044,20.213260714498706
2023-02-21,20.53219062769122,20.53219062769122,14.580871488299628,20.53219062769122
2023-02-22,20.38350033032444,20.38350033032444,14.475279534826427,20.38350033032444
2023-02-23,19.72840104917224,19.72840104917224,14.010062812277823,19.72840104917224
2023-02-24,20.073190144515504,20.073190144515504,14.254913718882353,20.073190144515504
2023-02-25,20.530035695845324,20.530035695845324,14.57934117013335,20.530035695845324
2023-02-26,20.271443874337876,20.271443874337876,14.395702990179954,20.271443874337876
2023-02-27,20.213260714498702,20.213260714498702,14.35438439969044,20.213260714498702
2023-02-28,21.070923589165066,21.070923589165066,14.963451029869205,21.070923589165066
2023-03-01,20.555894877996067,20.555894877996067,14.59770498812869,20.555894877996067
2023-03-02,19.515062796428598,19.515062796428598,13.858561313816272,19.515062796428598
2023-03-03,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-04,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-05,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-06,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-07,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-08,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-09,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-10,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-11,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-12,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-13,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-14,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-15,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-16,19.485790202233957,19.485790202233957,13.83777347184555,19.485790202233957
2023-03-17,19.109709695668307,19.109709695668307,13.570701066619934,19.109709695668307
2023-03-18,19.866342979396038,19.866342979396038,14.108021846163307,19.866342979396038
2023-03-19,19.68463110947678,19.68463110947678,13.978979725367001,19.68463110947678
2023-03-20,19.960515550142905,19.960515550142905,14.174898205178355,19.960515550142905
2023-03-21,19.353649323120294,19.353649323120294,13.743934036412456,19.353649323120294
2023-03-22,20.095411010834155,20.095411010834155,14.270693798174722,20.095411010834155
2023-03-23,19.49817510100105,19.49817510100105,13.846568569290001,19.49817510100105
2023-03-24,19.504197600246396,19.504197600246396,13.85084542844873,19.504197600246396
2023-03-25,19.862919813551393,19.862919813551393,14.105590895556578,19.862919813551393
2023-03-26,19.26412146287633,19.26412146287633,13.68035610415426,19.26412146287633
2023-03-27,19.360822346985632,19.360822346985632,13.749027937061417,19.360822346985632
2023-03-28,20.133186569190308,20.133186569190308,14.297519993770576,20.133186569190308
2023-03-29,19.905872732697475,19.905872732697475,14.136093777858463,19.905872732697475
2023-03-30,20.216109565875104,20.216109565875104,14.35640750265894,20.216109565875104
2023-03-31,20.207139735041522,20.207139735041522,14.350037605114744,20.207139735041522
2023-04-01,20.007672855554606,20.007672855554606,14.208386819345767,20.007672855554606
2023-04-02,19.743570639237582,19.743570639237582,14.02083544961028,19.743570639237582
2023-04-03,20.00312757310529,20.00312757310529,14.205159001112765,20.00312757310529
2023-04-04,20.006351882842775,20.006351882842775,14.207448734671802,20.006351882842775
2023-04-05,19.566056068627095,19.566056068627095,13.894774027899075,19.566056068627095
2023-04-06,19.475248485225826,19.475248485225826,13.830287304210115,19.475248485225826
2023-04-07,19.3195484860683,19.3195484860683,13.719717432752637,19.3195484860683
2023-04-08,19.425090096235483,19.425090096235483,13.794667479847975,19.425090096235483
2023-04-09,20.267698389732555,20.267698389732555,14.393043145905084,20.267698389732555
2023-04-10,20.652764512714256,20.652764512714256,14.666496658757323,20.652764512714256
2023-04-11,20.439161821243534,20.439161821243534,14.51480736995396,20.439161821243534
2023-04-12,20.77135897006932,20.77135897006932,14.750716144796316,20.77135897006932
2023-04-13,21.61732276562828,21.61732276562828,15.351474710234708,21.61732276562828
2023-04-14,21.520661990686854,21.520661990686854,15.282831360728709,21.520661990686854
2023-04-15,21.809614914287057,21.809614914287057,15.488030383160384,21.809614914287057
2023-04-16,21.349781387489017,21.349781387489017,15.161481030398615,21.349781387489017
2023-04-17,21.65345474859361,21.65345474859361,15.377133725864747,21.65345474859361
2023-04-18,19.905840290467278,19.905840290467278,14.136070739109313,19.905840290467278
2023-04-19,20.00105990369499,20.00105990369499,14.203690652094457,20.00105990369499
2023-04-20,19.03136395060846,19.03136395060846,13.515064078775483,19.03136395060846
2023-04-21,19.002816904682547,19.002816904682547,13.49479148265732,19.002816904682547
2023-04-22,18.851017841338937,18.851017841338937,13.386991848668323,18.851017841338937
2023-04-23,18.646916595537974,18.646916595537974,13.242049982036125,18.646916595537974
2023-04-24,19.126343190372268,19.126343190372268,13.582513291290818,19.126343190372268
2023-04-25,19.203724998275778,19.203724998275778,13.637465742153594,19.203724998275778
2023-04-26,19.91839499147932,19.91839499147932,14.144986421091328,19.91839499147932
2023-04-27,19.809540076204048,19.809540076204048,14.067683440650564,19.809540076204048
2023-04-28,19.754629404656797,19.754629404656797,14.028688797571082,19.754629404656797
2023-04-29,19.75649467793028,19.75649467793028,14.030013415600614,19.75649467793028
2023-04-30,18.96919391708141,18.96919391708141,13.470914222302858,18.96919391708141
2023-05-01,19.32001318780822,19.32001318780822,13.72004743925185,19.32001318780822
2023-05-02,19.682015488298468,19.682015488298468,13.977122250100255,19.682015488298468
2023-05-03,19.49549068088827,19.49549068088827,13.84466223667334,19.49549068088827
2023-05-04,19.94670758428845,19.94670758428845,14.165092521055827,19.94670758428845
2023-05-05,19.50227803231555,19.50227803231555,13.84948225323668,19.50227803231555
2023-05-06,19.219629463416585,19.219629463416585,13.648760248741485,19.219629463416585
2023-05-07,18.704960288605605,18.704960288605605,13.28326953063042,18.704960288605605
2023-05-08,18.677567511729773,18.677567511729773,13.263816635097903,18.677567511729773
2023-05-09,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-10,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-11,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-12,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-13,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-14,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-15,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-16,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-17,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-18,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-19,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-20,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-21,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
2023-05-22,18.64955116046218,18.64955116046218,13.243920910145258,18.64955116046218
