ts,phase59_phase42_core,phase59_phase49_strict,phase59_restore_trx_only,phase59_restore_trx_sol
2022-08-23,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-24,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-25,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-26,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-27,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-28,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-29,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-30,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-08-31,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-01,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-02,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-03,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-04,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-05,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-06,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-07,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-08,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-09,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-10,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-11,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-12,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-13,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-14,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-15,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-16,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-17,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-18,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-19,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-20,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-21,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-22,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-23,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-24,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-25,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-26,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-27,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-28,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-29,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-09-30,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-01,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-02,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-03,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-04,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-05,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-06,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-07,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-08,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-09,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-10,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-11,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-12,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-13,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-14,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-15,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-16,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-17,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-18,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-19,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-20,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-21,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-22,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-23,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-24,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-25,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-26,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-27,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-28,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-29,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-30,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-10-31,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-01,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-02,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-03,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-04,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-05,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-06,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-07,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-08,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-09,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-10,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-11,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-12,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-13,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-14,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-15,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-16,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-17,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-18,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-19,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-20,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-21,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-22,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-23,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-24,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-25,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-26,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-27,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-28,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-29,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-11-30,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-01,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-02,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-03,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-04,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-05,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-06,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-07,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-08,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-09,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-10,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-11,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-12,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-13,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-14,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-15,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-16,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-17,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-18,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-19,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-20,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-21,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-22,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-23,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-24,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-25,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-26,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-27,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-28,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-29,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-30,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2022-12-31,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-01,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-02,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-03,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-04,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-05,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-06,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-07,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-08,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-09,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-10,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-11,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-12,19.859621009482797,26.698528107130898,25.836505723240318,25.836505723240318
2023-01-13,20.200630485834363,27.156968431083857,26.28014426413843,26.28014426413843
2023-01-14,20.092544234373275,27.011661336791857,26.139528738134956,26.139528738134956
2023-01-15,19.756786942600524,26.560281852395423,25.70272306161353,25.70272306161353
2023-01-16,20.012054472646927,26.90345392614887,26.0348150485579,26.0348150485579
2023-01-17,19.000183182372893,25.54313219235141,24.71841437958922,24.71841437958922
2023-01-18,19.365836671358277,26.034703000700944,25.19411371223926,25.19411371223926
2023-01-19,20.761759110440867,27.911328665280625,27.010148271475604,27.010148271475604
2023-01-20,20.216728438179626,27.178609913212444,26.301087002053833,26.301087002053833
2023-01-21,20.140838091409073,27.076585783177634,26.202356951881182,26.202356951881182
2023-01-22,20.67437022628084,27.79384633372539,26.896459122791946,26.896459122791946
2023-01-23,20.05114949977115,26.956011811318316,26.085675983495324,26.085675983495324
2023-01-24,20.55478543743027,27.63308103791296,26.740884498277463,26.740884498277463
2023-01-25,20.1270398465417,27.058035941353122,26.184406033667976,26.184406033667976
2023-01-26,20.44209977101339,27.481590663012785,26.59428533286959,26.59428533286959
2023-01-27,20.621476954289243,27.722738606731426,26.82764726964131,26.82764726964131
2023-01-28,21.810425720361234,29.321116643943444,28.374418055679513,28.374418055679513
2023-01-29,21.012427225531486,28.248317458425902,27.336256619015575,27.336256619015575
2023-01-30,21.63794765951907,29.08924362113706,28.1500315780144,28.1500315780144
2023-01-31,23.07296512572588,31.018427170886184,30.016927072188164,30.016927072188164
2023-02-01,22.684314561961532,30.495939959495797,29.511309542516102,29.511309542516102
2023-02-02,22.964878874264784,30.87312007659418,29.876311546184688,29.876311546184688
2023-02-03,22.65441836474889,30.45574863554269,29.47241588638748,29.47241588638748
2023-02-04,22.222073358904524,29.87452025837468,28.909953782373584,28.909953782373584
2023-02-05,22.06109383545184,29.658105437088725,28.70052640321948,28.70052640321948
2023-02-06,23.194849622054335,31.182284107002697,30.175493516404845,30.175493516404845
2023-02-07,22.81769759567947,30.675255097132737,29.68483508524379,29.68483508524379
2023-02-08,21.168807334028372,28.458548999103694,27.539700358765277,27.539700358765277
2023-02-09,21.13705412302733,28.41586117560504,27.498390808227132,27.498390808227132
2023-02-10,21.13705412302733,28.41586117560504,27.498390808227132,27.498390808227132
2023-02-11,20.708524339490662,27.839761839921174,26.94089214298889,26.94089214298889
2023-02-12,20.677461552981427,27.798002197161292,26.900480804774407,26.900480804774407
2023-02-13,20.677461552981427,27.798002197161292,26.900480804774407,26.900480804774407
2023-02-14,22.157009239496347,29.78705050152709,28.825308184521333,28.825308184521333
2023-02-15,21.236853341299017,28.55002749392623,27.628225263417406,27.628225263417406
2023-02-16,21.57517764110459,29.00485796744692,28.068370506071545,28.068370506071545
2023-02-17,21.48682543542288,28.88608058264215,27.9534281178625,27.9534281178625
2023-02-18,20.995500974558734,28.22556244275223,27.314236300504902,27.314236300504902
2023-02-19,20.66579640213674,27.782320006773467,26.885304949383354,26.885304949383354
2023-02-20,20.213260714498706,27.17394803582222,26.296575643922402,26.296575643922402
2023-02-21,20.53219062769122,27.602705424873573,26.711489630628215,26.711489630628215
2023-02-22,20.38350033032444,27.40281177727531,26.518050001691048,26.518050001691048
2023-02-23,19.72840104917224,26.522120924088746,25.665794245214244,25.665794245214244
2023-02-24,20.073190144515504,26.98564242576589,26.114349906517827,26.114349906517827
2023-02-25,20.530035695845324,27.599808415488095,26.70868615774507,26.70868615774507
2023-02-26,20.271443874337876,27.25216728923024,26.372269411767384,26.372269411767384
2023-02-27,20.213260714498702,27.173948035822225,26.296575643922406,26.296575643922406
2023-02-28,21.070923589165066,28.326957771244107,27.412357851415063,27.412357851415063
2023-03-01,20.555894877996067,27.634572528113882,26.742327832342838,26.742327832342838
2023-03-02,19.515062796428598,26.23531699492602,25.388250429782655,25.388250429782655
2023-03-03,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-04,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-05,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-06,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-07,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-08,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-09,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-10,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-11,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-12,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-13,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-14,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-15,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-16,19.485790202233957,26.19596401943363,25.35016805413798,25.35016805413798
2023-03-17,19.109709695668307,25.690375520524583,24.86090362378239,24.86090362378239
2023-03-18,19.866342979396038,26.707564870852554,25.84525071460005,25.84525071460005
2023-03-19,19.68463110947678,26.46327826215433,25.608851451748663,25.608851451748663
2023-03-20,19.960515550142905,26.834166935705934,25.967765145359422,25.967765145359422
2023-03-21,19.353649323120294,26.018318787763175,25.17825850068457,25.17825850068457
2023-03-22,20.095411010834155,27.015515323324713,26.14325828999317,26.14325828999317
2023-03-23,19.49817510100105,26.212613811878278,25.366280270364307,25.366280270364307
2023-03-24,19.504197600246396,26.220710233521988,25.374115280717543,25.374115280717543
2023-03-25,19.862919813551393,26.702962895342804,25.840797324281343,25.840797324281343
2023-03-26,19.26412146287633,25.897960897149172,25.061786636872153,25.061786636872153
2023-03-27,19.360822346985632,26.027961931466184,25.18759029367605,25.18759029367605
2023-03-28,20.133186569190308,27.066299364271547,26.192402653281942,26.192402653281942
2023-03-29,19.905872732697475,26.760707185556466,25.896677209442178,25.896677209442178
2023-03-30,20.216109565875104,27.177777924545154,26.300281876023,26.300281876023
2023-03-31,20.207139735041522,27.165719221082874,26.288612515084154,26.288612515084154
2023-04-01,20.007672855554606,26.897563444802937,26.029114754729115,26.029114754729115
2023-04-02,19.743570639237582,26.54251435085856,25.685529224061785,25.685529224061785
2023-04-03,20.00312757310529,26.891452937902027,26.023201539368188,26.023201539368188
2023-04-04,20.006351882842775,26.895787578734865,26.02739622651485,26.02739622651485
2023-04-05,19.566056068627095,26.303870433605237,25.454590465595725,25.454590465595725
2023-04-06,19.475248485225826,26.181792131273998,25.336453737450697,25.336453737450697
2023-04-07,19.3195484860683,25.972474904031714,25.133894790458648,25.133894790458648
2023-04-08,19.425090096235483,26.11436107820266,25.271199848486816,25.271199848486816
2023-04-09,20.267698389732555,27.247132000492233,26.367396698718345,26.367396698718345
2023-04-10,20.652764512714256,27.76480042440737,26.868351026371037,26.868351026371037
2023-04-11,20.439161821243534,27.47764099375827,26.59046318762287,26.59046318762287
2023-04-12,20.77135897006932,27.924234355776562,27.02263727255547,27.02263727255547
2023-04-13,21.61732276562828,29.061516288929337,28.123199485458567,28.123199485458567
2023-04-14,21.520661990686854,28.931569175870205,27.99744800894275,27.99744800894275
2023-04-15,21.809614914287057,29.320026626729618,28.373363232137542,28.373363232137542
2023-04-16,21.349781387489017,28.7018437150841,27.775139754399344,27.775139754399344
2023-04-17,21.65345474859361,29.110090768890743,28.170205628437326,28.170205628437326
2023-04-18,19.905840290467278,26.760663571441455,25.89663500350754,25.89663500350754
2023-04-19,20.00105990369499,26.888673240855404,26.02051159112962,26.02051159112962
2023-04-20,19.03136395060846,25.585050445310117,24.75897920691341,24.75897920691341
2023-04-21,19.002816904682547,25.54667286964215,24.72184073810304,24.72184073810304
2023-04-22,18.851017841338937,25.342599913900433,24.524356739441284,24.524356739441284
2023-04-23,18.646916595537974,25.068213869719855,24.258829869480415,24.258829869480415
2023-04-24,19.126343190372268,25.712736965673074,24.88254307908272,24.88254307908272
2023-04-25,19.203724998275778,25.816766160001908,24.983213455512313,24.983213455512313
2023-04-26,19.91839499147932,26.777541639642582,25.91296812509109,25.91296812509109
2023-04-27,19.809540076204048,26.63120118260725,25.77135260079838,25.77135260079838
2023-04-28,19.754629404656797,26.557381339469977,25.69991619831013,25.69991619831013
2023-04-29,19.75649467793028,26.559888942756857,25.70234283795158,25.70234283795158
2023-04-30,18.96919391708141,25.501471388753565,24.678098689290803,24.678098689290803
2023-05-01,19.32001318780822,25.973099631586127,25.13449934727055,25.13449934727055
2023-05-02,19.682015488298468,26.459761919344288,25.605448642021766,25.605448642021766
2023-05-03,19.49549068088827,26.209004978366387,25.36278795620713,25.36278795620713
2023-05-04,19.94670758428845,26.81560402535173,25.949801580563555,25.949801580563555
2023-05-05,19.50227803231555,26.21812963853829,25.371618006081338,25.371618006081338
2023-05-06,19.219629463416585,25.8381475252046,25.003904474965267,25.003904474965267
2023-05-07,18.704960288605605,25.146245629241747,24.33434219710357,24.33434219710357
2023-05-08,18.677567511729773,25.10941980950417,24.298705382272615,24.298705382272615
2023-05-09,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-10,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-11,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-12,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-13,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-14,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-15,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-16,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-17,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-18,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-19,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-20,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-21,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-22,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-23,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-24,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-25,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-26,18.64955116046218,25.071755679789916,24.262257324199208,24.262257324199208
2023-05-27,18.684418763500133,25.118630374895755,24.307618563722134,24.307618563722134
2023-05-28,18.365852078304833,24.690361295912773,23.89317712088936,23.89317712088936
2023-05-29,18.42618667777364,24.771472863901973,23.971669818395565,23.971669818395565
2023-05-30,18.153474288174632,24.404848576590783,23.61688282566751,23.61688282566751
2023-05-31,18.04487200913078,24.258847754210226,23.47559597015634,23.47559597015634
2023-06-01,18.017804701117086,24.222459482578913,23.44038257620111,23.44038257620111
2023-06-02,17.79678033880296,23.925322636574315,23.152839465525545,23.152839465525545
2023-06-03,17.71189903353045,23.811211399833898,23.04241256823369,23.04241256823369
2023-06-04,17.045907253699987,22.9158770807937,22.17598614332837,22.17598614332837
2023-06-05,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-06,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-07,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-08,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-09,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-10,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-11,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-12,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-13,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-14,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-15,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-16,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-17,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-18,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-19,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-20,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-21,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-22,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-23,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-24,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-25,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-26,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-27,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-28,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-29,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-06-30,17.020338392819436,22.88150326517251,22.14272216411338,22.14272216411338
2023-07-01,16.723839515787187,22.482901318116298,21.75698998273287,21.75698998273287
2023-07-02,17.005393041766506,22.861411296903473,22.123278910496886,22.123278910496886
2023-07-03,16.94380320795853,22.778612239043778,22.043153207548507,22.043153207548507
2023-07-04,16.952601755645386,22.790440675880877,22.05459973654113,22.05459973654113
2023-07-05,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-06,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-07,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-08,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-09,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-10,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-11,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-12,16.927172853011918,22.756255014867058,22.021517836936322,22.021517836936322
2023-07-13,16.522676398945816,22.212465184086202,21.49528549113682,21.49528549113682
2023-07-14,16.71710949627943,22.47385373282232,21.74823451919977,21.74823451919977
2023-07-15,16.5061289013004,22.190219350151214,21.473757914280394,21.473757914280394
2023-07-16,16.541292333796907,22.237491747263068,21.519504015100292,21.519504015100292
2023-07-17,16.50199202688905,22.18465789166747,21.46837602006629,21.46837602006629
2023-07-18,16.611619198789917,22.332036541486772,21.610996216740084,21.610996216740084
2023-07-19,16.69849356142834,22.448827169645458,21.724015995236293,21.724015995236293
2023-07-20,16.63644044525804,22.36540529238925,21.643287582024715,21.643287582024715
2023-07-21,17.35418815562787,23.330318339319387,22.577046228171998,22.577046228171998
2023-07-22,17.32815687339443,23.29532286181041,22.54318065882974,22.54318065882974
2023-07-23,16.90933488528698,22.732274321456497,21.99831141446752,21.99831141446752
2023-07-24,16.88397088295905,22.698175909974314,21.96531394734582,21.96531394734582
2023-07-25,16.88397088295905,22.698175909974314,21.96531394734582,21.96531394734582
2023-07-26,16.88397088295905,22.698175909974314,21.96531394734582,21.96531394734582
2023-07-27,16.88397088295905,22.698175909974314,21.96531394734582,21.96531394734582
2023-07-28,16.88397088295905,22.698175909974314,21.96531394734582,21.96531394734582
2023-07-29,16.203330988254926,21.78314921581355,21.07983096020362,21.07983096020362
2023-07-30,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-07-31,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-01,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-02,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-03,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-04,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-05,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-06,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-07,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-08,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-09,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-10,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-11,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-12,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-13,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
2023-08-14,16.179025991772544,21.75047449198983,21.048211213763317,21.048211213763317
