ts,phase55_phase42_core,phase55_fresh_light,phase55_fresh_medium,phase55_fresh_heavy
2020-07-31,4.742109598254,4.581044928116908,4.581044928116908,4.138725236455659
2020-08-01,4.563453376180245,4.408456723848317,4.408456723848317,3.9828011694077943
2020-08-02,4.610956121520117,4.454346049285033,4.454346049285033,4.024259682094098
2020-08-03,4.6455112754372285,4.487727545286426,4.487727545286426,4.054418050348391
2020-08-04,4.852123922259222,4.687322640717623,4.687322640717623,4.2347413764663555
2020-08-05,4.742854812068095,4.581764830913899,4.581764830913899,4.139375629525462
2020-08-06,4.656039972374171,4.497898637435039,4.497898637435039,4.063607079580437
2020-08-07,4.77927784879847,4.616950767515141,4.616950767515141,4.171164211839093
2020-08-08,4.7325415338723165,4.571801840858077,4.571801840858077,4.130374609229523
2020-08-09,4.7637021813083935,4.601904124016281,4.601904124016281,4.205064237130102
2020-08-10,4.4803030530016015,4.328130582417708,4.328130582417708,3.9422840479685304
2020-08-11,4.534605014405263,4.3805881900965,4.3805881900965,3.9900651363642443
2020-08-12,4.619173533589407,4.462284358828982,4.462284358828982,4.064478210702289
2020-08-13,4.611542878499114,4.454912877197165,4.454912877197165,4.057763885916188
2020-08-14,4.647563021181247,4.4897096039545525,4.4897096039545525,4.0894585351891175
2020-08-15,4.670541252850885,4.511907385230221,4.511907385230221,4.1096774166107775
2020-08-16,4.649998930498308,4.492062778167646,4.492062778167646,4.091601927350171
2020-08-17,4.5459799895732225,4.391576816829172,4.391576816829172,4.000074143036381
2020-08-18,4.428345175102387,4.277937441982162,4.277937441982162,3.8965655528611203
2020-08-19,4.5693921674869165,4.414193805463763,4.414193805463763,4.020674860091787
2020-08-20,4.373466080128022,4.224922302942666,4.224922302942666,3.8482766362130723
2020-08-21,4.41026491117638,4.260471270093653,4.260471270093653,3.8806564647446806
2020-08-22,4.346486347877855,4.198858931140359,4.198858931140359,3.824536776027267
2020-08-23,4.3707878945434775,4.222335081320215,4.222335081320215,3.845920061628151
2020-08-24,4.092327708082299,3.953332731534762,4.067870978627904,3.705226208605003
2020-08-25,4.131757923094617,3.991423708293976,4.119269162177692,3.752042318989015
2020-08-26,4.0921610082982465,3.9531716936708263,4.079791934064603,3.7160844282357957
2020-08-27,4.074289666695071,3.9359073481061406,4.061974610851832,3.699855493423952
2020-08-28,4.098570519241139,3.9118121486447897,4.0371076412310885,3.6772053779086256
2020-08-29,4.40998579837776,4.02793975539058,4.15695481965803,3.7863683550207083
2020-08-30,4.459849255089963,4.061399620121342,4.191486405134576,3.8178214999716173
2020-08-31,4.887646870305374,4.45097715347446,4.59354212176624,4.184034535343154
2020-09-01,4.518554479384123,4.114860031451462,4.246659155482252,3.8680756800238036
2020-09-02,3.9212211113472226,3.3704368370687052,3.478392057739983,3.1682984745226306
2020-09-03,4.02754823206042,3.4618289912612257,3.5727115061232637,3.25420948152531
2020-09-04,3.9197639665340533,3.3691843663674135,3.4770994703542732,3.1671211194187925
2020-09-05,3.954274517425687,3.398847481170122,3.507712695857501,3.195005220478152
2020-09-06,3.9994763606447137,3.437700163322613,3.5478098309038466,3.2315277543648597
2020-09-07,3.9043265577785946,3.3559153336705028,3.463405430033088,3.1546478828372173
2020-09-08,3.940009179664649,3.386585887519131,3.4950583628933694,3.183479002857815
2020-09-09,3.9853768092414392,3.425581069273512,3.5353025618092984,3.2201354900844352
2020-09-10,4.005047553364902,3.4424888127349593,3.5527518609398383,3.236029209624693
2020-09-11,4.025493252323491,3.4600626589866366,3.5708885981584304,3.2525490831491912
2020-09-12,3.9838191885778014,3.4242422358045927,3.5339208454532143,3.218876951728052
2020-09-13,4.114497393462288,3.5365650615361313,3.6498413755846415,3.3244633355182347
2020-09-14,4.158272702905211,3.5741915843235237,3.688673077334574,3.3598332476429094
2020-09-15,4.223314932102157,3.6300978234835832,3.7463699954710346,3.41238656960374
2020-09-16,4.217909525739731,3.6254516736731266,3.741575029304626,3.408019067683818
2020-09-17,4.215364897922897,3.623264470481328,3.7393177699110236,3.405963039675866
2020-09-18,4.272140942211825,3.6720656132122724,3.7896820151082675,3.451837385804804
2020-09-19,4.21031034175946,3.6189198895958015,3.7348340319337328,3.401879020405526
2020-09-20,4.016355725163042,3.4522086111615424,3.5627829848814057,3.245166073484274
2020-09-21,4.0596876524863665,3.4894540303624857,3.6012213762824534,3.280177738304533
2020-09-22,3.9485915153014233,3.393962727375105,3.5026714832117896,3.190413424593726
2020-09-23,4.139384624610259,3.557956571540766,3.671918056472066,3.344571912474795
2020-09-24,4.120242083533624,3.541502838438828,3.6549373096701974,3.3291049745058845
2020-09-25,4.136408181163902,3.5553982065952083,3.6692777469995503,3.342166982744282
2020-09-26,4.154008523563668,3.570526362005147,3.684890457805296,3.3563878431326155
2020-09-27,4.123885527907727,3.544634515736176,3.6581692947110365,3.3320488327899977
2020-09-28,4.179543478155925,3.592474614640421,3.707541713811092,3.3770197726730173
2020-09-29,4.154910709789637,3.571301824954966,3.6856907588630277,3.357116798517253
2020-09-30,4.094202058874693,3.519120459109424,3.631838021875671,3.3080649545578438
2020-10-01,4.075414223493738,3.5029716088766456,3.6151719233529107,3.292884614432466
2020-10-02,4.064487745868122,3.493579890928832,3.6054793883203837,3.284056154774079
2020-10-03,4.112515668162511,3.5348616942019118,3.6480834493296235,3.322862125827194
2020-10-04,4.16093299562281,3.576478205842221,3.6910329394278842,3.361982731469405
2020-10-05,4.154691596129376,3.5711134885334577,3.6854963900187427,3.356939757372201
2020-10-06,4.154691596129376,3.5711134885334577,3.6854963900187427,3.356939757372201
2020-10-07,4.154691596129376,3.5711134885334577,3.6854963900187427,3.356939757372201
2020-10-08,4.154691596129376,3.5711134885334577,3.6854963900187427,3.356939757372201
2020-10-09,4.154691596129376,3.5711134885334577,3.6854963900187427,3.356939757372201
2020-10-10,4.154691596129376,3.5711134885334577,3.6854963900187427,3.356939757372201
2020-10-11,4.457682760424168,3.831545775427538,3.954270333012816,3.6017528950070763
2020-10-12,4.468634154435318,3.8409589099446446,3.9639849705881693,3.6106014867988048
2020-10-13,4.484981255190341,3.8550098570857187,3.97848597010304,3.6238097433378536
2020-10-14,4.555896258109818,3.9159639658578507,4.04139244130812,3.6811081943026225
2020-10-15,4.370609724640964,3.7567032304688106,3.8770305784794252,3.531398952036184
2020-10-16,4.398213636769997,3.7804298298226873,3.901517141717169,3.553702573843224
2020-10-17,4.458991691979286,3.832670851266235,3.9554314450736143,3.6028104956196327
2020-10-18,4.350117673961401,3.7390895431718585,3.858852724105356,3.514841626890703
2020-10-19,4.191882392631643,3.6216044515120434,3.7376045804707254,3.4044025785777032
2020-10-20,4.427962311238312,3.8364320682222717,3.959313133952463,3.606346137591349
2020-10-21,4.549708422306804,3.9419141504656254,4.19866912032799,3.8243638865722285
2020-10-22,4.482537194482672,3.883716308123491,4.149276592631006,3.7793746307443943
2020-10-23,4.515736304011362,3.9124803579233345,4.180007467152948,3.8073658925838885
2020-10-24,4.446927588552559,3.852863779460292,4.116314433490309,3.749351000058468
2020-10-25,4.300763852211724,3.726226015655038,3.9810174479712606,3.626115543643005
2020-10-26,4.348244885233196,3.7673640707946614,4.024968436075146,3.666148365203027
2020-10-27,4.217289438756459,3.653902925676825,3.903749058484197,3.5557355184828325
2020-10-28,4.277466494382446,3.7060409453227443,3.9594521653384347,3.6064727745318588
2020-10-29,4.3106544743473325,3.7347953523540913,3.990172737739821,3.6344546526698323
2020-10-30,4.3840558591547305,3.798391066755796,4.0581169922176,3.6963417758696213
2020-10-31,4.374678029566951,3.7902660187919577,4.049436370705713,3.688435019116075
2020-11-01,4.307243487517608,3.731840038298092,3.9870153455763453,3.6315787374167625
2020-11-02,4.457975408783419,3.8624357244856724,4.126540887816204,3.75866578088325
2020-11-03,4.496275100604966,3.8956189712206974,4.161993134587458,3.790957511516037
2020-11-04,4.9559508755956365,4.293886788379682,4.587493660431601,4.178525285522652
2020-11-05,4.952740161058803,4.291104992297147,4.584521651032616,4.17581822643076
2020-11-06,4.7106268535793285,4.081335533645668,4.360408601680664,3.9716845288498868
2020-11-07,4.919418666231988,4.262234906616825,4.5536774901215695,4.147723777518669
2020-11-08,4.872787011241095,4.2218327613349445,4.510512731830771,4.108407094529595
2020-11-09,4.862868764355037,4.213239490268105,4.501331871113115,4.100044694166523
2020-11-10,4.985902709621418,4.319837365300119,4.615218682765496,4.203778662516521
2020-11-11,5.179060567727401,4.487191319326815,4.79401594524184,4.3666364095873575
2020-11-12,5.188228588246436,4.495134586556547,4.802502356238545,4.374366269410146
2020-11-13,5.108675983014511,4.426209391541273,4.728864202565682,4.307292849831335
2020-11-14,5.072611075667611,4.394962385049833,4.695480592039463,4.276885339536766
2020-11-15,5.3131190258786685,4.603340945660046,4.918107636691922,4.479665507571693
2020-11-16,5.613784958164009,4.863841000394895,5.19642013269724,4.733166850116486
2020-11-17,5.650895731929342,4.895994156303318,5.2307718532158,4.764456164808315
2020-11-18,5.659383462437604,4.903348013273979,5.238628551329947,4.7716124497344055
2020-11-19,5.930498105282945,5.138244527035321,5.4895867905303515,5.0001981276076854
2020-11-20,8.30209101324108,7.193017003704088,7.684860251362407,6.999766158369945
2020-11-21,8.392618901478974,7.271451296747375,7.768657715019406,7.076093200252002
2020-11-22,9.120190009574621,7.901826384612464,8.442136514484064,7.689532346141036
2020-11-23,9.066090489487593,7.854954004237738,8.39205910014694,7.643919260319009
2020-11-24,8.5345364791034,7.394410144988003,7.900024228529815,7.1957485805108945
2020-11-25,7.790181032365796,6.749492933571754,7.211008945946715,6.568158006333588
2020-11-26,7.778495760817248,6.739368694171397,7.200192432527795,6.558305769324088
2020-11-27,8.030201463157885,6.957449102345417,7.433184716504657,6.770527130701924
2020-11-28,8.240991504189457,7.140079760926893,7.628303272194181,6.948251151479455
2020-11-29,8.925685267774135,7.733305476706181,8.26209250429674,7.525538997100885
2020-11-30,8.503819685160947,7.367796798931574,7.871591118312019,7.169850240636144
2020-12-01,8.70282263205477,7.540214997974621,8.055798908138609,7.337636174428198
2020-12-02,8.801528782540831,7.625735021506528,8.147166609507519,7.420858578361537
2020-12-03,8.45195828365677,7.322863547506058,7.823585426449119,7.126124186248688
2020-12-04,8.677249939928934,7.518058554616163,8.032127454173006,7.316074996089468
2020-12-05,8.773205315274044,7.601195278286545,8.120948890690396,7.396978130972372
2020-12-06,8.685969036092342,7.525612869169002,8.040198316733667,7.3234263530137484
2020-12-07,8.304037276447941,7.194703266155111,7.686661816863579,7.001407116931937
2020-12-08,8.40245339462919,7.279972002716444,7.777761048791801,7.084384985084011
2020-12-09,8.2725506443568,7.167422924412321,7.657516103208963,6.974859701178351
2020-12-10,8.17371307298262,7.081789036471872,7.566026751624741,6.891526491969125
2020-12-11,8.52363704873817,7.384966766467726,7.889935131813977,7.186558912065389
2020-12-12,8.689635225695355,7.528789293531395,8.043591938257356,7.326517438123801
2020-12-13,8.734114398691116,7.567326506284053,8.08476424388776,7.364019292703743
2020-12-14,8.72101322709308,7.555975516524628,8.072637097521929,7.352973263764688
2020-12-15,9.564970244014528,8.287188552304325,8.853848929921012,8.064541199691153
2020-12-16,10.220241036920507,8.854921903804081,9.460402683939183,8.617021570411742
2020-12-17,10.359320877430633,8.97542210743546,9.589142435936292,8.734284361118515
2020-12-18,10.679514294215416,9.252840975493365,9.885530617838032,9.004249968502045
2020-12-19,10.51539174380974,9.110643510556345,9.733609991823068,8.865872844916824
2020-12-20,10.185519270336005,8.824838608277373,9.42826235646545,8.587746506297247
2020-12-21,10.674663558070232,9.248638247829078,9.881040516569268,9.000160153218392
2020-12-22,10.415525756406728,9.024118592395862,9.641168683262077,8.78167254430811
2020-12-23,10.638085779688963,9.216946884600878,9.84718216513503,8.969320224475956
2020-12-24,11.078897547662377,9.598870732148267,10.255221155388064,9.340983133344373
2020-12-25,11.877305404933741,10.29061950773798,10.994270245181747,10.014147073728951
2020-12-26,11.782384299201837,10.20837888589331,10.906406184032445,9.934115965595163
2020-12-27,12.140025219702606,10.518242656150644,11.23745778173639,10.235654795773833
2020-12-28,12.277024892401862,10.636940581005472,11.364272018956509,10.351163728540113
2020-12-29,12.945251902922974,11.215899332643664,11.98281874216759,10.91456791272628
2020-12-30,12.966811228359367,11.23457855384288,12.002775208897246,10.932745289527649
2020-12-31,13.149749434588816,11.393078096420389,12.172112614048071,11.086986511768586
2021-01-01,14.425932386559126,12.498776125834794,13.353415929733389,12.162978358261611
2021-01-02,14.794319346375978,12.817950375030481,13.694414637179692,12.473577527844084
2021-01-03,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-04,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-05,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-06,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-07,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-08,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-09,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-10,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-11,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-12,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-13,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-14,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-15,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-16,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-17,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-18,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-19,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-20,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-21,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-22,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-23,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-24,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-25,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-26,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-27,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-28,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-29,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-30,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-01-31,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-01,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-02,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-03,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-04,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-05,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-06,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-07,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-08,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-09,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-10,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-11,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-12,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-13,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-14,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-15,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-16,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-17,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-18,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-19,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-20,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-21,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-22,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-23,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-24,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-25,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-26,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-27,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-02-28,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-01,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-02,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-03,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-04,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-05,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-06,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-07,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-08,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-09,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-10,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-11,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-12,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-13,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-14,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-15,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-16,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-17,14.772127867356415,12.798723449467936,13.673873015223924,12.454867161552318
2021-03-18,16.227459664915667,14.059637880444308,15.021006100824817,13.681905295620908
2021-03-19,16.203118475418293,14.038548423623642,14.998474591673581,13.661382437677478
2021-03-20,16.203118475418293,14.038548423623642,14.998474591673581,13.661382437677478
2021-03-21,16.203118475418293,14.038548423623642,14.998474591673581,13.661382437677478
2021-03-22,16.203118475418293,14.038548423623642,14.998474591673581,13.661382437677478
2021-03-23,15.571358875953589,13.491185411828754,14.413684057987588,13.128725127909924
2021-03-24,15.54800183763966,13.47094863371101,14.392063531900607,13.10903204021806
2021-03-25,16.655853804470194,14.430802967069864,15.417550668901525,14.043098493300288
2021-03-26,16.89545034635059,14.638391874132635,15.63933406517168,14.245110222976823
2021-03-27,16.883490951025347,14.628030131074016,15.628263808098048,14.235026863189672
2021-03-28,17.44584587410926,15.11526021773626,16.14880965476161,14.709166806165168
2021-03-29,17.782167922853247,15.406653098334383,16.460127362544778,14.992730993953174
2021-03-30,17.78034571177104,15.405074315919478,16.458440626336646,14.991194627820077
2021-03-31,17.774258558139287,15.399800343433808,16.45280603079752,14.986062348262507
2021-04-01,17.84374776048845,15.460006502734421,16.517128959585012,15.044650981680284
2021-04-02,17.269215503212322,14.962225848538685,15.985311119955815,14.560243927486436
2021-04-03,17.617333493131323,15.263838853839273,16.307547782893614,14.853753661488195
2021-04-04,17.898226423374727,15.5072073763282,16.567557328810835,15.090583735274096
2021-04-05,17.885553502698166,15.496227427569783,16.555826594442753,15.079898778780844
2021-04-06,16.626068305681144,14.40499650470855,15.389979615374662,14.01798535901867
2021-04-07,17.616704134637857,15.2632935711704,16.30696521495229,14.853223028629916
2021-04-08,17.501628137411412,15.163590544132049,16.200444706376683,14.756198668171612
2021-04-09,18.065746087023314,15.652348135102976,16.722622504854,15.231825076834756
2021-04-10,18.217063825833954,15.783451379633906,16.862690311200293,15.359406042352777
2021-04-11,18.101310412876963,15.683161432642423,16.75554275032991,15.261810530398032
2021-04-12,19.46884341891602,16.86800608802826,18.02140457041527,16.414822613842908
2021-04-13,20.59851882656723,17.84676847487052,19.067092653496314,17.367289128099138
2021-04-14,21.288128040262713,18.444252987159203,19.705431889581465,17.9487213514784
2021-04-15,20.51443459901325,17.773917035687973,18.989259787406855,17.296394948603115
2021-04-16,19.624733713907837,17.003071042242833,18.165704979751318,16.546258851961916
2021-04-17,18.930721297963807,16.401771550258786,17.5232899037501,15.961114143855772
2021-04-18,18.699668756960836,16.201585253393006,17.309415292462642,15.766306142505448
2021-04-19,18.96583240873183,16.43219217758876,17.555790629060386,15.990717476864866
2021-04-20,18.079347385784253,15.664132440177907,16.735212595717627,15.243292779444234
2021-04-21,17.374604951820306,15.053536350271216,16.082865240144177,14.649101240016352
2021-04-22,17.184418912059407,14.888757210210546,15.906818851952153,14.488749130795975
2021-04-23,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-04-24,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-04-25,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-04-26,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-04-27,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-04-28,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-04-29,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-04-30,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-01,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-02,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-03,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-04,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-05,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-06,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-07,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-08,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-09,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-10,17.158642283691318,14.866424074395232,15.882958623674226,14.467016007099781
2021-05-11,15.001715105188426,12.997640192602313,13.886391263388312,12.648439717575494
2021-05-12,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-13,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-14,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-15,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-16,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-17,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-18,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-19,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-20,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-21,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-22,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-23,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-24,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-25,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-26,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-27,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-28,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-29,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-30,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-05-31,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-01,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-02,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-03,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-04,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-05,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-06,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-07,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-08,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-09,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-10,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-11,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-12,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-13,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-14,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-15,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-16,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-17,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-18,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-19,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-20,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-21,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-22,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-23,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-24,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-25,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-26,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-27,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-28,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-29,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-06-30,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-01,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-02,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-03,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-04,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-05,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-06,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-07,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-08,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-09,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-10,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-11,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-12,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-13,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-14,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-15,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-16,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-17,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
2021-07-18,14.979212532530644,12.978143732313411,13.86556167649323,12.62946705799913
